invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
i133131,c300969,food & beverage,3,15.69,09-01-2023,kanyon
i201645,c175176,toys,2,71.68,25-01-2023,mall of istanbul
i105628,c790683,cosmetics,4,162.64,25-01-2023,kanyon
i839681,c277078,clothing,3,900.24,17-01-2023,cevahir avm
i710606,c184339,clothing,1,300.08,25-01-2023,emaar square mall
i624239,c200693,clothing,2,600.16,14-02-2023,kanyon
i227575,c225174,cosmetics,4,162.64,01-02-2023,mall of istanbul
i955083,c263335,clothing,2,600.16,04-01-2023,istinye park
i121527,c323735,toys,3,107.52,26-01-2023,mall of istanbul
i714853,c285730,souvenir,4,46.92,08-01-2023,metrocity
i302036,c141714,toys,2,71.68,20-01-2023,mall of istanbul
i179469,c148206,shoes,4,2400.68,12-02-2023,viaport outlet
i178837,c503167,cosmetics,5,203.3,06-03-2023,cevahir avm
i428122,c213463,clothing,3,900.24,24-02-2023,metrocity
i218622,c509812,shoes,3,1800.51,07-02-2023,mall of istanbul
i210827,c290525,clothing,1,300.08,07-03-2023,cevahir avm
i276383,c328708,shoes,3,1800.51,15-02-2023,mall of istanbul
i134260,c241006,cosmetics,2,81.32,30-01-2023,istinye park
i904137,c111818,food & beverage,4,20.92,22-02-2023,metrocity
i285754,c265860,food & beverage,1,5.23,01-01-2023,zorlu center
i219313,c126398,toys,3,107.52,07-03-2023,kanyon
i305825,c624123,books,2,30.3,27-01-2023,viaport outlet
i127430,c421088,cosmetics,5,203.3,07-01-2023,emaar square mall
i201831,c955993,cosmetics,1,40.66,24-01-2023,kanyon
i126168,c198969,shoes,5,3000.85,10-02-2023,cevahir avm
i178587,c305373,books,2,30.3,21-01-2023,kanyon
i261928,c328280,cosmetics,3,121.98,16-01-2023,forum istanbul
i182598,c414825,clothing,4,1200.32,18-02-2023,kanyon
i318970,c340561,cosmetics,4,162.64,16-01-2023,cevahir avm
i182939,c137055,clothing,5,1500.4,03-02-2023,metropol avm
i813968,c189641,clothing,1,300.08,13-02-2023,mall of istanbul
i144994,c313090,clothing,2,600.16,09-01-2023,istinye park
i201681,c123119,clothing,3,900.24,18-02-2023,istinye park
i240222,c199469,books,3,45.45,02-02-2023,kanyon
i182181,c182328,food & beverage,5,26.15,25-02-2023,viaport outlet
i219424,c934167,clothing,3,900.24,06-01-2023,metrocity
i131045,c118294,cosmetics,1,40.66,19-02-2023,istinye park
i236438,c107358,souvenir,4,46.92,07-02-2023,cevahir avm
i968258,c198778,clothing,3,900.24,28-02-2023,mall of istanbul
i940231,c404636,clothing,5,1500.4,12-01-2023,cevahir avm
i783811,c454990,shoes,4,2400.68,21-01-2023,emaar square mall
i161826,c165728,toys,3,107.52,17-02-2023,istinye park
i143202,c748993,clothing,5,1500.4,26-02-2023,kanyon
i221898,c240809,clothing,1,300.08,26-02-2023,mall of istanbul
i189013,c668780,cosmetics,4,162.64,10-01-2023,mall of istanbul
i249492,c246232,food & beverage,1,5.23,24-01-2023,kanyon
i216747,c323703,souvenir,5,58.65,06-02-2023,mall of istanbul
i688955,c127208,food & beverage,5,26.15,06-03-2023,metrocity
i507073,c208792,food & beverage,4,20.92,01-01-2023,mall of istanbul
i294895,c563998,clothing,3,900.24,20-01-2023,viaport outlet
i166420,c296916,cosmetics,1,40.66,03-01-2023,forum istanbul
i134334,c203948,clothing,3,900.24,09-02-2023,emaar square mall
i123369,c619550,souvenir,2,23.46,09-02-2023,cevahir avm
i175543,c260131,cosmetics,4,162.64,02-03-2023,metropol avm
i132768,c140341,shoes,1,600.17,17-02-2023,metrocity
i234660,c303326,food & beverage,1,5.23,12-01-2023,mall of istanbul
i307214,c193977,shoes,2,1200.34,06-02-2023,metrocity
i221821,c546143,clothing,5,1500.4,26-02-2023,viaport outlet
i217611,c209287,food & beverage,5,26.15,01-02-2023,kanyon
i385660,c221907,clothing,3,900.24,01-02-2023,mall of istanbul
i442275,c315862,shoes,4,2400.68,16-02-2023,emaar square mall
i354722,c288487,souvenir,2,23.46,21-02-2023,zorlu center
i197776,c132532,clothing,4,1200.32,24-01-2023,forum istanbul
i685853,c302466,clothing,1,300.08,08-03-2023,mall of istanbul
i532979,c228801,shoes,1,600.17,15-02-2023,kanyon
i182524,c272262,shoes,5,3000.85,07-01-2023,metropol avm
i176298,c847560,souvenir,2,23.46,25-01-2023,kanyon
i321045,c673253,food & beverage,4,20.92,27-02-2023,istinye park
i341366,c528726,shoes,2,1200.34,25-01-2023,kanyon
i714378,c241035,clothing,3,900.24,05-01-2023,zorlu center
i126895,c677322,clothing,1,300.08,09-01-2023,metrocity
i134828,c235299,clothing,3,900.24,02-03-2023,forum istanbul
i182159,c275089,toys,2,71.68,05-03-2023,kanyon
i266465,c320431,food & beverage,5,26.15,06-02-2023,kanyon
i230522,c130343,books,1,15.15,01-02-2023,cevahir avm
i920581,c233674,clothing,5,1500.4,10-02-2023,mall of istanbul
i247162,c290638,toys,2,71.68,06-01-2023,metrocity
i524033,c937578,clothing,1,300.08,05-02-2023,mall of istanbul
i252981,c657430,technology,4,4200.0,18-01-2023,zorlu center
i200268,c402199,shoes,4,2400.68,31-01-2023,forum istanbul
i193383,c276892,clothing,4,1200.32,23-02-2023,cevahir avm
i100401,c291610,shoes,3,1800.51,06-03-2023,cevahir avm
i228383,c121341,souvenir,1,11.73,25-01-2023,istinye park
i251121,c202994,clothing,2,600.16,01-03-2023,viaport outlet
i449904,c112319,clothing,5,1500.4,04-02-2023,metrocity
i188462,c238184,clothing,5,1500.4,12-02-2023,metrocity
i458288,c621543,clothing,2,600.16,27-01-2023,metrocity
i847783,c286111,clothing,5,1500.4,31-01-2023,istinye park
i284975,c449026,cosmetics,1,40.66,07-01-2023,zorlu center
i209952,c199178,clothing,1,300.08,28-01-2023,kanyon
i299079,c369336,cosmetics,5,203.3,18-02-2023,kanyon
i205130,c277099,souvenir,2,23.46,12-02-2023,istinye park
i236192,c213982,food & beverage,3,15.69,14-02-2023,mall of istanbul
i326999,c331370,souvenir,5,58.65,15-01-2023,zorlu center
i334776,c217156,toys,2,71.68,07-02-2023,istinye park
i930125,c919731,clothing,1,300.08,07-03-2023,zorlu center
i235122,c720307,technology,2,2100.0,07-03-2023,mall of istanbul
i318554,c175215,cosmetics,4,162.64,07-01-2023,mall of istanbul
i340051,c304904,toys,2,71.68,07-02-2023,cevahir avm
i549502,c671194,books,2,30.3,29-01-2023,metrocity
i366454,c572138,toys,2,71.68,13-02-2023,metropol avm
i203159,c127454,books,5,75.75,28-02-2023,metropol avm
i140807,c507966,cosmetics,1,40.66,10-01-2023,metrocity
i221333,c662831,cosmetics,2,81.32,08-02-2023,metropol avm
i191293,c134043,food & beverage,2,10.46,16-02-2023,mall of istanbul
i157662,c860040,clothing,5,1500.4,03-03-2023,metrocity
i287233,c174588,technology,3,3150.0,04-01-2023,zorlu center
i250624,c109749,souvenir,2,23.46,21-01-2023,metropol avm
i119361,c314414,clothing,5,1500.4,01-01-2023,mall of istanbul
i279081,c237741,clothing,5,1500.4,04-03-2023,mall of istanbul
i127587,c284802,clothing,3,900.24,06-03-2023,kanyon
i153171,c282656,cosmetics,4,162.64,15-02-2023,kanyon
i247815,c132718,clothing,1,300.08,14-01-2023,metrocity
i211974,c298502,clothing,2,600.16,29-01-2023,mall of istanbul
i338415,c312183,food & beverage,1,5.23,05-02-2023,kanyon
i162207,c198374,toys,1,35.84,01-02-2023,mall of istanbul
i299668,c330534,clothing,5,1500.4,12-01-2023,metrocity
i943807,c213523,technology,4,4200.0,23-01-2023,cevahir avm
i133283,c185557,shoes,4,2400.68,08-02-2023,mall of istanbul
i166795,c283858,clothing,4,1200.32,06-03-2023,cevahir avm
i508511,c264432,technology,3,3150.0,13-01-2023,istinye park
i290133,c292445,toys,3,107.52,04-02-2023,forum istanbul
i135565,c610771,shoes,2,1200.34,11-02-2023,metropol avm
i317223,c200441,cosmetics,2,81.32,18-01-2023,metropol avm
i592983,c149336,clothing,3,900.24,07-02-2023,forum istanbul
i121797,c109467,food & beverage,1,5.23,09-02-2023,kanyon
i155406,c238940,clothing,2,600.16,14-02-2023,cevahir avm
i244407,c342697,clothing,3,900.24,03-01-2023,cevahir avm
i180213,c882061,clothing,4,1200.32,04-01-2023,metrocity
i424470,c266324,clothing,5,1500.4,11-02-2023,kanyon
i946526,c148546,food & beverage,4,20.92,15-02-2023,viaport outlet
i205304,c219031,clothing,5,1500.4,04-02-2023,kanyon
i226920,c734524,shoes,1,600.17,07-02-2023,metrocity
i165366,c116783,clothing,3,900.24,04-03-2023,emaar square mall
i160987,c838602,toys,5,179.2,13-01-2023,viaport outlet
i264684,c117113,clothing,5,1500.4,10-01-2023,metrocity
i397140,c304488,cosmetics,3,121.98,22-02-2023,metrocity
i239221,c528506,clothing,4,1200.32,07-01-2023,cevahir avm
i255506,c944024,clothing,2,600.16,28-02-2023,kanyon
i209978,c200634,food & beverage,2,10.46,11-02-2023,kanyon
i926870,c145537,clothing,2,600.16,04-01-2023,zorlu center
i328972,c291271,cosmetics,2,81.32,01-01-2023,kanyon
i195299,c127928,clothing,2,600.16,09-01-2023,cevahir avm
i251351,c762258,food & beverage,3,15.69,10-01-2023,viaport outlet
i233415,c101356,clothing,1,300.08,02-03-2023,istinye park
i899087,c212731,clothing,2,600.16,01-03-2023,cevahir avm
i165982,c112790,books,4,60.6,19-01-2023,kanyon
i153628,c273129,clothing,5,1500.4,23-01-2023,cevahir avm
i249568,c427052,clothing,3,900.24,07-03-2023,emaar square mall
i189331,c124130,clothing,2,600.16,03-02-2023,mall of istanbul
i141714,c189925,food & beverage,1,5.23,08-02-2023,mall of istanbul
i189332,c338860,clothing,3,900.24,24-02-2023,zorlu center
i207126,c190195,souvenir,3,35.19,27-01-2023,cevahir avm
i186177,c965257,toys,4,143.36,02-02-2023,forum istanbul
i224382,c213418,toys,3,107.52,01-02-2023,zorlu center
i198780,c115331,souvenir,2,23.46,10-01-2023,metrocity
i106457,c427152,cosmetics,5,203.3,02-01-2023,zorlu center
i204115,c775472,toys,4,143.36,04-02-2023,forum istanbul
i489434,c554623,books,5,75.75,20-02-2023,mall of istanbul
i677958,c465998,clothing,5,1500.4,01-01-2023,kanyon
i204273,c172075,clothing,2,600.16,04-02-2023,mall of istanbul
i275381,c898242,books,5,75.75,15-01-2023,mall of istanbul
i134756,c947169,clothing,1,300.08,11-02-2023,metrocity
i172626,c232875,clothing,4,1200.32,23-01-2023,metropol avm
i120221,c322836,shoes,2,1200.34,14-01-2023,mall of istanbul
i251328,c123017,cosmetics,5,203.3,11-02-2023,emaar square mall
i246760,c150723,shoes,5,3000.85,24-02-2023,metropol avm
i141416,c660613,clothing,3,900.24,04-02-2023,kanyon
i160228,c304712,clothing,4,1200.32,22-01-2023,viaport outlet
i213549,c194518,clothing,5,1500.4,07-03-2023,cevahir avm
i224068,c846303,food & beverage,2,10.46,05-03-2023,metropol avm
i151246,c567303,clothing,4,1200.32,17-02-2023,istinye park
i954013,c822398,books,4,60.6,18-01-2023,zorlu center
i232692,c268794,clothing,3,900.24,19-02-2023,mall of istanbul
i317452,c213351,clothing,4,1200.32,17-02-2023,mall of istanbul
i608997,c207628,clothing,2,600.16,02-03-2023,kanyon
i168147,c322625,clothing,1,300.08,05-01-2023,cevahir avm
i549961,c181326,clothing,1,300.08,13-01-2023,istinye park
i248233,c137580,clothing,3,900.24,04-03-2023,zorlu center
i242033,c291526,books,5,75.75,01-02-2023,metrocity
i820687,c279514,books,1,15.15,24-01-2023,kanyon
i216022,c235618,clothing,1,300.08,27-01-2023,kanyon
i982603,c828404,shoes,3,1800.51,09-02-2023,cevahir avm
i279939,c240217,clothing,2,600.16,24-01-2023,metrocity
i316390,c319640,food & beverage,1,5.23,09-01-2023,kanyon
i291119,c148027,clothing,3,900.24,25-01-2023,mall of istanbul
i855520,c680609,cosmetics,1,40.66,11-02-2023,metropol avm
i223873,c190844,clothing,5,1500.4,04-02-2023,metrocity
i188042,c531359,clothing,4,1200.32,02-01-2023,metrocity
i306183,c305651,toys,5,179.2,09-02-2023,mall of istanbul
i124891,c265111,toys,3,107.52,29-01-2023,metrocity
i687615,c103900,cosmetics,3,121.98,15-02-2023,mall of istanbul
i299303,c642075,cosmetics,1,40.66,16-02-2023,metropol avm
i206972,c766257,souvenir,4,46.92,23-01-2023,viaport outlet
i323829,c134792,shoes,3,1800.51,26-02-2023,metrocity
i320251,c890319,clothing,1,300.08,02-03-2023,mall of istanbul
i329674,c103108,clothing,3,900.24,12-01-2023,istinye park
i118296,c300504,cosmetics,4,162.64,26-02-2023,mall of istanbul
i281065,c262062,cosmetics,2,81.32,05-02-2023,forum istanbul
i205990,c131716,cosmetics,1,40.66,06-01-2023,kanyon
i200265,c258336,cosmetics,2,81.32,05-02-2023,metrocity
i156686,c291577,clothing,1,300.08,09-02-2023,metrocity
i104206,c326649,food & beverage,5,26.15,24-01-2023,metrocity
i787402,c181824,clothing,1,300.08,05-03-2023,kanyon
i148603,c228325,toys,3,107.52,04-03-2023,istinye park
i189298,c249795,cosmetics,2,81.32,16-02-2023,metrocity
i250697,c566943,clothing,5,1500.4,12-02-2023,mall of istanbul
i302138,c120857,toys,5,179.2,08-02-2023,metrocity
i230667,c199976,toys,5,179.2,10-01-2023,metrocity
i170845,c191083,clothing,5,1500.4,07-01-2023,metrocity
i324385,c668471,books,1,15.15,07-01-2023,mall of istanbul
i192918,c121038,toys,3,107.52,20-01-2023,mall of istanbul
i164540,c284709,souvenir,2,23.46,22-01-2023,viaport outlet
i106573,c229148,cosmetics,4,162.64,30-01-2023,kanyon
i129192,c165773,cosmetics,1,40.66,20-02-2023,metrocity
i161518,c262392,toys,1,35.84,07-02-2023,mall of istanbul
i170719,c240526,cosmetics,3,121.98,03-02-2023,metrocity
i333537,c272491,shoes,5,3000.85,11-01-2023,metrocity
i165889,c436261,toys,5,179.2,05-01-2023,zorlu center
i199199,c129630,toys,4,143.36,26-02-2023,viaport outlet
i263101,c343024,books,1,15.15,08-02-2023,viaport outlet
i634904,c400930,books,4,60.6,03-01-2023,kanyon
i540279,c927766,food & beverage,5,26.15,30-01-2023,emaar square mall
i815222,c256663,technology,2,2100.0,15-02-2023,metropol avm
i207871,c290957,clothing,2,600.16,31-01-2023,kanyon
i110434,c132484,toys,5,179.2,18-01-2023,metrocity
i302955,c181933,clothing,2,600.16,26-02-2023,mall of istanbul
i209631,c320144,toys,5,179.2,31-01-2023,metrocity
i107047,c234210,books,4,60.6,05-03-2023,kanyon
i274897,c173865,clothing,3,900.24,28-02-2023,kanyon
i188216,c157230,clothing,5,1500.4,15-02-2023,metrocity
i133386,c271707,toys,5,179.2,09-01-2023,forum istanbul
i155585,c979479,shoes,3,1800.51,18-01-2023,kanyon
i268079,c137454,clothing,2,600.16,22-01-2023,istinye park
i257835,c792598,toys,4,143.36,17-02-2023,metropol avm
i322668,c706957,shoes,3,1800.51,04-03-2023,istinye park
i309832,c137994,clothing,1,300.08,17-02-2023,istinye park
i119164,c189384,toys,1,35.84,06-02-2023,metrocity
i323684,c511238,food & beverage,2,10.46,05-02-2023,mall of istanbul
i101967,c218507,food & beverage,5,26.15,25-02-2023,istinye park
i999562,c983564,clothing,1,300.08,01-02-2023,mall of istanbul
i183575,c211002,cosmetics,1,40.66,20-02-2023,metrocity
i320173,c224313,clothing,1,300.08,31-01-2023,emaar square mall
i168513,c180653,technology,2,2100.0,08-02-2023,zorlu center
i290262,c158097,clothing,1,300.08,10-01-2023,mall of istanbul
i191010,c334760,toys,3,107.52,20-02-2023,forum istanbul
i326815,c102679,cosmetics,4,162.64,26-02-2023,kanyon
i316737,c315823,clothing,3,900.24,16-02-2023,kanyon
i260700,c106461,clothing,3,900.24,17-01-2023,zorlu center
i303548,c334646,toys,1,35.84,19-01-2023,mall of istanbul
i301061,c732745,food & beverage,3,15.69,11-02-2023,forum istanbul
i134596,c328501,clothing,1,300.08,15-01-2023,istinye park
i189240,c284928,clothing,4,1200.32,18-01-2023,cevahir avm
i195152,c208339,clothing,3,900.24,15-02-2023,emaar square mall
i190149,c259449,clothing,5,1500.4,12-01-2023,mall of istanbul
i194850,c214184,clothing,2,600.16,03-01-2023,metrocity
i308780,c139587,clothing,3,900.24,08-03-2023,forum istanbul
i174927,c805820,cosmetics,3,121.98,20-01-2023,metrocity
i144771,c193352,cosmetics,2,81.32,18-01-2023,metrocity
i245714,c208716,toys,5,179.2,25-02-2023,kanyon
i249448,c109970,food & beverage,5,26.15,15-01-2023,istinye park
i198809,c276982,food & beverage,4,20.92,14-02-2023,mall of istanbul
i219408,c484477,food & beverage,1,5.23,11-01-2023,metropol avm
i188805,c228698,clothing,1,300.08,10-01-2023,zorlu center
i528039,c241270,books,5,75.75,02-02-2023,kanyon
i306283,c744021,shoes,2,1200.34,04-01-2023,emaar square mall
i114336,c192881,shoes,4,2400.68,22-02-2023,istinye park
i865344,c311664,technology,1,1050.0,15-02-2023,istinye park
i298789,c289634,shoes,2,1200.34,07-03-2023,metropol avm
i187815,c134330,food & beverage,3,15.69,22-02-2023,kanyon
i288974,c528214,books,3,45.45,16-02-2023,forum istanbul
i247735,c176019,food & beverage,4,20.92,26-02-2023,emaar square mall
i240571,c299813,shoes,1,600.17,28-02-2023,mall of istanbul
i699005,c810648,clothing,4,1200.32,06-01-2023,zorlu center
i226467,c135074,food & beverage,5,26.15,19-02-2023,cevahir avm
i121906,c318370,food & beverage,5,26.15,08-01-2023,metrocity
i106559,c117053,clothing,5,1500.4,15-02-2023,metrocity
i273789,c111463,clothing,3,900.24,08-02-2023,kanyon
i114913,c629701,toys,5,179.2,24-02-2023,istinye park
i263794,c241295,food & beverage,4,20.92,08-02-2023,metrocity
i633368,c325512,clothing,2,600.16,22-02-2023,istinye park
i320360,c279238,clothing,3,900.24,02-01-2023,kanyon
i236747,c386462,clothing,1,300.08,23-02-2023,metropol avm
i224308,c159542,toys,2,71.68,04-01-2023,emaar square mall
i780951,c121816,cosmetics,5,203.3,24-02-2023,viaport outlet
i949488,c149406,cosmetics,5,203.3,27-01-2023,metropol avm
i340210,c103910,shoes,4,2400.68,27-02-2023,mall of istanbul
i186364,c192526,cosmetics,5,203.3,06-02-2023,metropol avm
i392193,c131812,clothing,2,600.16,01-02-2023,emaar square mall
i754588,c168377,books,3,45.45,23-02-2023,mall of istanbul
i538680,c235195,food & beverage,1,5.23,13-01-2023,kanyon
i109171,c267626,books,2,30.3,26-02-2023,metrocity
i476127,c938745,food & beverage,3,15.69,16-02-2023,istinye park
i136221,c135858,clothing,1,300.08,19-02-2023,mall of istanbul
i133013,c233582,food & beverage,4,20.92,23-02-2023,zorlu center
i206355,c272361,clothing,5,1500.4,23-01-2023,mall of istanbul
i206722,c218051,food & beverage,5,26.15,26-01-2023,viaport outlet
i519318,c206847,clothing,3,900.24,23-02-2023,mall of istanbul
i582460,c220583,books,4,60.6,06-02-2023,metropol avm
i249124,c213022,souvenir,3,35.19,28-01-2023,metrocity
i210131,c195192,souvenir,2,23.46,17-01-2023,emaar square mall
i170018,c270488,food & beverage,5,26.15,11-01-2023,mall of istanbul
i964106,c323047,clothing,1,300.08,01-01-2023,forum istanbul
i684278,c256262,cosmetics,2,81.32,01-02-2023,cevahir avm
i149140,c287424,clothing,2,600.16,14-02-2023,metropol avm
i152064,c224682,souvenir,3,35.19,22-01-2023,metropol avm
i264781,c101855,clothing,1,300.08,15-02-2023,metropol avm
i281173,c567142,food & beverage,2,10.46,05-01-2023,viaport outlet
i226273,c248916,shoes,1,600.17,16-01-2023,mall of istanbul
i257121,c285091,clothing,3,900.24,28-01-2023,metropol avm
i766092,c246836,toys,3,107.52,10-02-2023,metrocity
i224686,c246765,food & beverage,3,15.69,29-01-2023,istinye park
i306175,c213719,toys,4,143.36,09-01-2023,kanyon
i467135,c170224,cosmetics,1,40.66,21-02-2023,kanyon
i268178,c988072,clothing,5,1500.4,20-01-2023,viaport outlet
i188316,c127985,technology,4,4200.0,10-02-2023,emaar square mall
i314150,c309447,clothing,5,1500.4,08-02-2023,zorlu center
i218441,c171627,cosmetics,4,162.64,11-01-2023,metrocity
i270456,c274297,technology,3,3150.0,09-02-2023,zorlu center
i151455,c746549,technology,4,4200.0,01-02-2023,zorlu center
i599361,c337740,books,1,15.15,03-01-2023,mall of istanbul
i255513,c246791,food & beverage,2,10.46,04-02-2023,kanyon
i102556,c315965,clothing,1,300.08,16-01-2023,kanyon
i174025,c167530,clothing,3,900.24,28-02-2023,metropol avm
i268491,c280873,food & beverage,1,5.23,05-01-2023,mall of istanbul
i295270,c227376,technology,3,3150.0,24-01-2023,mall of istanbul
i297885,c755514,toys,4,143.36,13-01-2023,viaport outlet
i111084,c860021,clothing,5,1500.4,08-03-2023,viaport outlet
i305093,c338077,food & beverage,3,15.69,21-02-2023,kanyon
i209374,c267701,cosmetics,1,40.66,11-01-2023,mall of istanbul
i623350,c103894,cosmetics,5,203.3,23-02-2023,kanyon
i211718,c124065,toys,4,143.36,12-01-2023,istinye park
i291471,c181688,clothing,3,900.24,11-02-2023,mall of istanbul
i314602,c318381,clothing,5,1500.4,08-02-2023,mall of istanbul
i340069,c366025,toys,2,71.68,30-01-2023,istinye park
i466310,c257489,clothing,3,900.24,03-03-2023,metropol avm
i157655,c141979,books,1,15.15,05-02-2023,kanyon
i105952,c107596,clothing,1,300.08,24-02-2023,istinye park
i149086,c322416,clothing,4,1200.32,01-01-2023,kanyon
i129582,c447812,books,1,15.15,07-02-2023,metrocity
i104783,c314686,clothing,1,300.08,26-02-2023,metrocity
i561562,c167878,clothing,5,1500.4,18-02-2023,istinye park
i330588,c102931,clothing,4,1200.32,05-03-2023,mall of istanbul
i323913,c840160,clothing,5,1500.4,12-02-2023,zorlu center
i324873,c330812,clothing,1,300.08,30-01-2023,kanyon
i494163,c139664,food & beverage,2,10.46,31-01-2023,kanyon
i323579,c202683,clothing,1,300.08,10-01-2023,mall of istanbul
i882441,c968995,shoes,2,1200.34,20-01-2023,cevahir avm
i274388,c103647,clothing,5,1500.4,04-01-2023,mall of istanbul
i186130,c109294,cosmetics,1,40.66,25-02-2023,mall of istanbul
i191838,c311376,cosmetics,2,81.32,18-01-2023,istinye park
i107149,c146248,food & beverage,2,10.46,23-01-2023,kanyon
i174375,c275957,cosmetics,2,81.32,20-01-2023,metrocity
i229012,c254099,food & beverage,1,5.23,28-02-2023,emaar square mall
i309319,c295379,shoes,3,1800.51,11-01-2023,mall of istanbul
i145238,c681718,clothing,5,1500.4,18-01-2023,kanyon
i546286,c274058,food & beverage,2,10.46,17-02-2023,forum istanbul
i154884,c631503,clothing,2,600.16,05-03-2023,istinye park
i284450,c121011,cosmetics,5,203.3,18-02-2023,mall of istanbul
i187440,c663511,clothing,5,1500.4,03-02-2023,emaar square mall
i146495,c130753,clothing,5,1500.4,06-03-2023,mall of istanbul
i272159,c978643,clothing,2,600.16,08-03-2023,istinye park
i120897,c313736,cosmetics,2,81.32,06-01-2023,metrocity
i816935,c124356,toys,4,143.36,20-02-2023,metrocity
i297582,c185247,toys,2,71.68,26-02-2023,mall of istanbul
i197759,c102226,books,1,15.15,09-01-2023,cevahir avm
i330825,c261454,food & beverage,5,26.15,16-02-2023,mall of istanbul
i288824,c262122,books,2,30.3,30-01-2023,istinye park
i493991,c117091,clothing,3,900.24,04-03-2023,kanyon
i231822,c512848,food & beverage,5,26.15,03-02-2023,kanyon
i197777,c938377,clothing,3,900.24,04-02-2023,kanyon
i879279,c151615,food & beverage,1,5.23,30-01-2023,metropol avm
i124003,c251097,cosmetics,1,40.66,17-02-2023,forum istanbul
i275461,c125893,books,4,60.6,13-01-2023,kanyon
i123345,c274380,clothing,1,300.08,26-02-2023,emaar square mall
i374129,c193221,food & beverage,2,10.46,24-02-2023,metrocity
i282996,c236988,food & beverage,1,5.23,16-01-2023,emaar square mall
i334871,c209525,shoes,3,1800.51,01-01-2023,istinye park
i287609,c125397,cosmetics,3,121.98,14-01-2023,mall of istanbul
i138741,c177083,clothing,1,300.08,06-03-2023,mall of istanbul
i311390,c749723,clothing,5,1500.4,28-02-2023,mall of istanbul
i336773,c189800,souvenir,3,35.19,30-01-2023,cevahir avm
i216906,c132040,shoes,5,3000.85,03-01-2023,mall of istanbul
i194039,c318118,books,2,30.3,14-01-2023,forum istanbul
i165502,c832119,clothing,4,1200.32,08-02-2023,istinye park
i101480,c145217,books,1,15.15,15-01-2023,metrocity
i142431,c222056,books,4,60.6,25-02-2023,kanyon
i218024,c498183,clothing,5,1500.4,01-01-2023,metropol avm
i709884,c226118,toys,4,143.36,26-02-2023,mall of istanbul
i260240,c226294,food & beverage,3,15.69,05-01-2023,kanyon
i206331,c184586,shoes,4,2400.68,07-03-2023,metrocity
i330843,c610011,clothing,4,1200.32,23-01-2023,zorlu center
i255644,c104123,cosmetics,2,81.32,19-01-2023,emaar square mall
i748194,c252710,cosmetics,4,162.64,28-02-2023,kanyon
i223474,c302971,clothing,4,1200.32,15-02-2023,zorlu center
i340198,c654654,clothing,2,600.16,19-01-2023,forum istanbul
i307234,c183201,food & beverage,4,20.92,08-01-2023,zorlu center
i270493,c285929,clothing,3,900.24,10-02-2023,metrocity
i206535,c675202,technology,2,2100.0,06-02-2023,kanyon
i177232,c235353,technology,2,2100.0,04-03-2023,metrocity
i221638,c149068,toys,2,71.68,11-01-2023,viaport outlet
i184668,c301780,cosmetics,3,121.98,17-02-2023,kanyon
i989148,c676165,cosmetics,5,203.3,07-01-2023,metropol avm
i136349,c104036,clothing,4,1200.32,24-02-2023,metrocity
i159367,c222519,toys,4,143.36,19-02-2023,istinye park
i115545,c129115,cosmetics,3,121.98,25-02-2023,kanyon
i196762,c296652,cosmetics,4,162.64,25-01-2023,metrocity
i656515,c677721,souvenir,1,11.73,03-01-2023,forum istanbul
i114624,c324191,souvenir,1,11.73,27-01-2023,istinye park
i115602,c189002,food & beverage,5,26.15,23-01-2023,cevahir avm
i309426,c252591,shoes,1,600.17,06-01-2023,istinye park
i151501,c227005,cosmetics,3,121.98,03-02-2023,emaar square mall
i454992,c136332,toys,2,71.68,09-02-2023,metrocity
i318339,c186333,clothing,4,1200.32,29-01-2023,forum istanbul
i281265,c125240,shoes,1,600.17,26-01-2023,istinye park
i279850,c203112,books,2,30.3,08-03-2023,metropol avm
i113904,c234716,clothing,3,900.24,18-02-2023,emaar square mall
i166492,c262979,clothing,5,1500.4,23-01-2023,mall of istanbul
i253736,c953091,toys,4,143.36,07-03-2023,metropol avm
i780110,c112830,cosmetics,5,203.3,30-01-2023,istinye park
i203766,c488098,food & beverage,5,26.15,18-01-2023,metrocity
i196490,c248218,clothing,5,1500.4,15-01-2023,mall of istanbul
i859691,c189778,clothing,4,1200.32,18-02-2023,mall of istanbul
i918349,c410597,cosmetics,4,162.64,06-03-2023,kanyon
i172759,c255239,technology,4,4200.0,04-01-2023,forum istanbul
i306885,c338621,cosmetics,2,81.32,11-02-2023,mall of istanbul
i319080,c339320,shoes,5,3000.85,30-01-2023,metropol avm
i333906,c464437,food & beverage,4,20.92,11-02-2023,mall of istanbul
i789613,c528484,clothing,3,900.24,08-01-2023,mall of istanbul
i284827,c208481,clothing,5,1500.4,13-02-2023,cevahir avm
i301852,c178295,clothing,5,1500.4,03-01-2023,zorlu center
i115378,c439725,toys,4,143.36,19-01-2023,cevahir avm
i265336,c219681,clothing,1,300.08,21-02-2023,mall of istanbul
i127611,c188378,books,5,75.75,03-02-2023,mall of istanbul
i208416,c202577,clothing,1,300.08,13-01-2023,mall of istanbul
i272218,c353430,cosmetics,3,121.98,03-01-2023,kanyon
i169588,c169040,shoes,2,1200.34,15-01-2023,kanyon
i129210,c194879,cosmetics,1,40.66,19-02-2023,istinye park
i147523,c128865,clothing,5,1500.4,14-01-2023,viaport outlet
