customer_id,gender,age,payment_method
c106130,male,35.0,cash
c369253,female,69.0,cash
c942484,male,31.0,debit card
c194858,male,66.0,cash
c223988,female,62.0,cash
c869853,male,40.0,cash
c327811,male,59.0,cash
c194912,female,41.0,cash
c276863,female,37.0,credit card
c257487,female,69.0,cash
c168568,female,42.0,cash
c211546,female,46.0,cash
c117924,male,28.0,debit card
c876964,female,53.0,cash
c122486,female,24.0,cash
c151246,female,26.0,credit card
c223057,female,63.0,credit card
c208569,female,31.0,credit card
c587549,male,21.0,cash
c816524,male,45.0,cash
c823968,male,36.0,cash
c313024,female,32.0,debit card
c212757,female,20.0,credit card
c128925,female,57.0,credit card
c213959,female,68.0,credit card
c399778,female,40.0,cash
c192247,female,44.0,cash
c135452,male,63.0,cash
c941519,female,55.0,credit card
c212938,male,28.0,credit card
c104852,male,42.0,credit card
c107312,female,61.0,cash
c277839,female,26.0,cash
c220189,male,36.0,credit card
c198190,female,52.0,cash
c290318,female,55.0,cash
c280965,female,45.0,cash
c751835,female,28.0,debit card
c130692,female,64.0,cash
c594385,male,58.0,cash
c131597,male,61.0,cash
c208251,male,35.0,credit card
c232462,male,26.0,debit card
c191200,female,49.0,cash
c262037,female,53.0,credit card
c315170,female,43.0,debit card
c952583,male,35.0,cash
c216977,male,67.0,credit card
c767070,female,41.0,credit card
c270725,female,31.0,debit card
c654506,female,21.0,debit card
c300318,female,49.0,debit card
c302017,male,41.0,cash
c329380,female,38.0,cash
c415737,female,53.0,cash
c801669,male,62.0,credit card
c273020,female,65.0,cash
c240290,male,47.0,debit card
c109924,female,31.0,debit card
c287350,female,31.0,cash
c336384,male,51.0,cash
c359558,male,51.0,credit card
c589603,male,26.0,cash
c191427,female,51.0,debit card
c790648,male,52.0,credit card
c365201,male,20.0,cash
c202604,female,50.0,debit card
c206100,male,62.0,cash
c121231,female,29.0,cash
c193436,male,38.0,credit card
c248435,male,25.0,cash
c139969,female,50.0,debit card
c191517,female,47.0,credit card
c397160,male,27.0,debit card
c205939,female,54.0,credit card
c205555,female,54.0,cash
c176036,female,19.0,cash
c187846,male,62.0,cash
c216024,female,42.0,credit card
c226566,female,40.0,credit card
c262986,female,50.0,debit card
c117779,female,38.0,cash
c225998,female,28.0,debit card
c245259,male,39.0,credit card
c255359,male,30.0,cash
c147906,female,42.0,cash
c143061,male,44.0,cash
c226026,male,37.0,cash
c134130,male,33.0,cash
c103314,male,42.0,cash
c220668,male,50.0,cash
c743246,male,29.0,cash
c900955,female,18.0,credit card
c121724,male,62.0,cash
c525179,male,29.0,debit card
c265661,female,46.0,credit card
c202247,male,59.0,cash
c114246,female,37.0,cash
c286161,female,50.0,cash
c168422,female,57.0,debit card
c148773,female,23.0,credit card
c800034,male,64.0,cash
c239720,female,64.0,cash
c306106,female,64.0,cash
c236334,male,38.0,cash
c123724,female,49.0,cash
c303860,male,18.0,credit card
c559418,female,31.0,debit card
c326833,female,44.0,cash
c319128,female,66.0,debit card
c184107,female,24.0,debit card
c142497,female,20.0,credit card
c130792,female,65.0,cash
c172979,female,43.0,cash
c400051,female,37.0,cash
c123890,female,68.0,cash
c307517,female,38.0,cash
c233698,male,47.0,debit card
c330719,female,43.0,credit card
c661268,male,35.0,debit card
c907176,male,37.0,credit card
c805896,female,67.0,credit card
c240459,female,41.0,cash
c143030,female,38.0,cash
c326562,female,27.0,credit card
c108070,male,44.0,cash
c814539,female,40.0,cash
c816805,female,42.0,credit card
c263747,female,53.0,debit card
c285559,female,23.0,credit card
c117138,female,32.0,credit card
c932117,male,39.0,cash
c212381,male,32.0,cash
c254832,male,65.0,cash
c296960,male,34.0,credit card
c259777,male,47.0,cash
c197303,female,19.0,cash
c805568,female,18.0,credit card
c150959,male,22.0,credit card
c106552,female,21.0,cash
c257477,female,51.0,cash
c110955,female,62.0,credit card
c268111,male,29.0,credit card
c135885,female,20.0,credit card
c227815,female,50.0,cash
c290180,female,42.0,debit card
c962298,female,43.0,cash
c624134,female,56.0,cash
c306704,female,27.0,debit card
c911263,female,29.0,credit card
c161297,male,44.0,cash
c470613,female,39.0,cash
c169658,female,39.0,credit card
c263312,female,23.0,credit card
c506430,female,32.0,cash
c109594,male,40.0,cash
c318144,male,66.0,cash
c199969,female,37.0,cash
c601847,female,37.0,cash
c149204,female,66.0,cash
c124549,female,46.0,credit card
c241942,female,41.0,credit card
c535211,male,55.0,credit card
c276221,male,28.0,cash
c172370,male,54.0,cash
c313295,male,34.0,credit card
c176364,male,18.0,cash
c110014,female,69.0,cash
c191253,female,43.0,credit card
c264541,male,41.0,cash
c138677,male,18.0,credit card
c252992,female,62.0,credit card
c328084,female,26.0,cash
c323591,female,31.0,cash
c839595,female,24.0,credit card
c120394,female,41.0,cash
c286763,female,60.0,debit card
c125754,female,36.0,cash
c750571,female,26.0,cash
c186108,female,56.0,cash
c111500,female,24.0,cash
c316721,female,36.0,debit card
c871118,female,29.0,credit card
c225528,male,50.0,debit card
c546016,male,32.0,cash
c197122,male,29.0,cash
c210388,female,51.0,cash
c236004,female,35.0,credit card
c106802,male,58.0,cash
c185029,male,40.0,cash
c291544,female,37.0,cash
c207815,male,28.0,cash
c721576,female,20.0,cash
c168945,female,19.0,credit card
c972657,female,33.0,credit card
c763430,male,44.0,debit card
c473395,male,66.0,debit card
c181643,female,40.0,credit card
c145632,female,35.0,credit card
c284319,male,51.0,cash
c246128,male,34.0,cash
c182689,female,55.0,cash
c220550,male,26.0,cash
c208164,male,32.0,debit card
c336233,male,28.0,credit card
c149981,female,60.0,credit card
c100828,male,63.0,credit card
c260980,female,69.0,credit card
c961465,female,34.0,cash
c272662,male,55.0,credit card
c444555,male,41.0,debit card
c209081,female,28.0,credit card
c912059,male,20.0,credit card
c237229,male,55.0,debit card
c292818,male,29.0,cash
c100720,female,52.0,credit card
c307620,female,50.0,credit card
c190092,male,23.0,cash
c985731,female,46.0,debit card
c318216,male,47.0,cash
c864618,female,34.0,credit card
c758709,female,38.0,cash
c175442,female,41.0,cash
c452094,female,47.0,cash
c618619,male,57.0,cash
c952028,female,24.0,cash
c103651,female,68.0,debit card
c487747,female,39.0,cash
c122501,female,33.0,cash
c175099,female,43.0,credit card
c318595,female,36.0,credit card
c210499,male,30.0,credit card
c309305,male,40.0,debit card
c260762,female,59.0,cash
c304297,female,25.0,debit card
c332855,female,42.0,cash
c844704,male,69.0,cash
c272596,female,22.0,cash
c125478,female,56.0,credit card
c284978,female,37.0,credit card
c238587,male,26.0,cash
c145986,female,37.0,credit card
c945098,male,41.0,credit card
c256258,female,66.0,cash
c217294,female,21.0,credit card
c221558,male,51.0,credit card
c201553,female,60.0,credit card
c628409,female,44.0,credit card
c125568,male,34.0,credit card
c216537,male,38.0,credit card
c152835,female,28.0,credit card
c326064,female,45.0,credit card
c458859,male,22.0,cash
c202430,male,24.0,credit card
c164698,female,26.0,cash
c194572,female,43.0,cash
c567725,female,43.0,cash
c261098,female,62.0,cash
c201198,female,56.0,cash
c156989,male,56.0,cash
c300969,female,42.0,debit card
c175176,female,47.0,debit card
c790683,male,68.0,cash
c277078,male,64.0,cash
c184339,female,60.0,cash
c200693,female,43.0,credit card
c225174,female,53.0,credit card
c263335,female,61.0,cash
c323735,male,35.0,credit card
c285730,female,27.0,cash
c141714,male,52.0,cash
c148206,female,56.0,credit card
c503167,male,43.0,debit card
c213463,male,31.0,cash
c509812,male,31.0,cash
c290525,male,43.0,cash
c328708,male,40.0,credit card
c241006,female,36.0,cash
c111818,female,47.0,credit card
c265860,male,57.0,debit card
c126398,female,68.0,cash
c624123,male,38.0,debit card
c421088,female,55.0,cash
c955993,female,60.0,debit card
c198969,male,30.0,credit card
c305373,male,39.0,cash
c328280,female,41.0,debit card
c414825,male,26.0,cash
c340561,female,66.0,cash
c137055,male,64.0,cash
c189641,female,59.0,credit card
c313090,female,53.0,credit card
c123119,male,26.0,credit card
c199469,female,46.0,credit card
c182328,female,50.0,credit card
c934167,male,48.0,credit card
c118294,female,63.0,credit card
c107358,female,41.0,debit card
c198778,male,62.0,cash
c404636,female,65.0,cash
c454990,female,24.0,credit card
c165728,female,69.0,cash
c748993,female,66.0,cash
c240809,female,51.0,credit card
c668780,male,57.0,cash
c246232,female,54.0,debit card
c323703,female,25.0,credit card
c127208,male,41.0,debit card
c208792,female,25.0,cash
c563998,female,24.0,cash
c296916,female,52.0,cash
c203948,male,26.0,cash
c619550,male,53.0,debit card
c260131,female,61.0,credit card
c140341,female,34.0,cash
c303326,female,69.0,cash
c193977,male,33.0,debit card
c546143,female,31.0,credit card
c209287,male,50.0,cash
c221907,male,69.0,credit card
c315862,female,45.0,cash
c288487,male,36.0,cash
c132532,female,60.0,cash
c302466,female,50.0,debit card
c228801,female,46.0,debit card
c272262,female,68.0,credit card
c847560,female,48.0,cash
c673253,female,64.0,credit card
c528726,male,30.0,cash
c241035,male,35.0,credit card
c677322,female,27.0,debit card
c235299,male,46.0,debit card
c275089,female,42.0,credit card
c320431,male,27.0,cash
c130343,male,29.0,debit card
c233674,female,37.0,cash
c290638,female,25.0,cash
c937578,female,24.0,cash
c657430,female,65.0,credit card
c402199,male,41.0,credit card
c276892,female,48.0,debit card
c291610,female,34.0,credit card
c121341,female,54.0,cash
c202994,male,58.0,credit card
c112319,female,52.0,cash
c238184,male,23.0,credit card
c621543,female,32.0,cash
c286111,male,39.0,credit card
c449026,female,55.0,debit card
c199178,female,37.0,credit card
c369336,female,21.0,credit card
c277099,female,60.0,cash
c213982,male,22.0,cash
c331370,male,65.0,cash
c217156,female,48.0,cash
c919731,female,45.0,cash
c720307,male,48.0,credit card
c175215,female,42.0,credit card
c304904,male,30.0,debit card
c671194,male,37.0,credit card
c572138,male,38.0,debit card
c127454,male,36.0,cash
c507966,male,37.0,credit card
c662831,female,51.0,debit card
c134043,female,54.0,credit card
c860040,female,50.0,cash
c174588,male,41.0,credit card
c109749,female,20.0,debit card
c314414,female,21.0,cash
c237741,female,46.0,credit card
c284802,female,63.0,cash
c282656,female,34.0,cash
c132718,male,35.0,credit card
c298502,female,19.0,debit card
c312183,male,58.0,cash
c198374,male,55.0,credit card
c330534,female,52.0,cash
c213523,female,22.0,debit card
c185557,male,39.0,cash
c283858,male,46.0,debit card
c264432,female,44.0,cash
c292445,female,37.0,debit card
c610771,female,26.0,credit card
c200441,male,63.0,debit card
c149336,female,31.0,cash
c109467,female,49.0,cash
c238940,male,27.0,cash
c342697,female,35.0,debit card
c882061,female,58.0,cash
c266324,female,25.0,credit card
c148546,male,22.0,credit card
c219031,male,69.0,cash
c734524,female,63.0,credit card
c116783,female,62.0,cash
c838602,male,63.0,debit card
c117113,female,69.0,cash
c304488,female,50.0,credit card
c528506,female,69.0,cash
c944024,female,21.0,cash
c200634,female,42.0,cash
c145537,female,36.0,cash
c291271,male,42.0,credit card
c127928,male,21.0,credit card
c762258,female,46.0,debit card
c101356,female,32.0,credit card
c212731,male,31.0,credit card
c112790,female,39.0,cash
c273129,male,50.0,cash
c427052,male,18.0,cash
c124130,female,29.0,cash
c189925,female,58.0,cash
c338860,female,67.0,cash
c190195,female,48.0,cash
c965257,male,51.0,cash
c213418,female,27.0,credit card
c115331,female,62.0,debit card
c427152,female,35.0,cash
c775472,female,67.0,cash
c554623,female,28.0,debit card
c465998,female,53.0,debit card
c172075,female,41.0,cash
c898242,male,31.0,credit card
c947169,male,51.0,credit card
c232875,female,33.0,credit card
c322836,female,51.0,debit card
c123017,male,59.0,cash
c150723,female,58.0,cash
c660613,female,57.0,cash
c304712,male,52.0,cash
c194518,female,27.0,cash
c846303,female,20.0,debit card
c567303,male,49.0,debit card
c822398,female,41.0,debit card
c268794,female,51.0,cash
c213351,male,66.0,debit card
c207628,male,61.0,credit card
c322625,female,62.0,credit card
c181326,female,36.0,credit card
c137580,female,43.0,cash
c291526,female,42.0,credit card
c279514,male,37.0,cash
c235618,female,60.0,cash
c828404,female,23.0,debit card
c240217,female,23.0,credit card
c319640,female,42.0,debit card
c148027,female,37.0,debit card
c680609,female,20.0,cash
c190844,female,69.0,cash
c531359,male,38.0,cash
c305651,male,20.0,debit card
c265111,female,51.0,credit card
c103900,male,56.0,cash
c642075,female,45.0,credit card
c766257,male,26.0,debit card
c134792,male,31.0,cash
c890319,male,30.0,credit card
c103108,male,62.0,credit card
c300504,female,55.0,cash
c262062,male,58.0,credit card
c131716,male,51.0,cash
c258336,female,66.0,debit card
c291577,female,33.0,credit card
c326649,female,23.0,credit card
c181824,female,38.0,cash
c228325,female,53.0,cash
c249795,female,42.0,cash
c566943,female,22.0,credit card
c120857,female,31.0,debit card
c199976,female,42.0,cash
c191083,male,59.0,debit card
c668471,female,18.0,credit card
c121038,male,28.0,cash
c284709,male,23.0,credit card
c229148,female,51.0,debit card
c165773,male,56.0,debit card
c262392,male,19.0,cash
c240526,female,66.0,cash
c272491,female,30.0,cash
c436261,female,58.0,credit card
c129630,female,19.0,cash
c343024,male,47.0,cash
c400930,male,53.0,debit card
c927766,female,67.0,cash
c256663,female,58.0,cash
c290957,male,41.0,cash
c132484,female,65.0,debit card
c181933,female,55.0,cash
c320144,male,29.0,cash
c234210,male,20.0,credit card
c173865,female,48.0,debit card
c157230,female,46.0,credit card
c271707,male,60.0,credit card
c979479,female,60.0,debit card
c137454,male,35.0,debit card
c792598,male,30.0,debit card
c706957,male,51.0,cash
c137994,male,61.0,credit card
c189384,female,44.0,credit card
c511238,female,30.0,debit card
c218507,female,26.0,cash
c983564,female,44.0,credit card
c211002,female,61.0,credit card
c224313,female,27.0,credit card
c180653,female,47.0,cash
c158097,female,18.0,debit card
c334760,female,51.0,cash
c102679,male,57.0,credit card
c315823,male,62.0,credit card
c106461,female,43.0,debit card
c334646,male,60.0,cash
c732745,female,64.0,debit card
c328501,female,67.0,credit card
c284928,female,32.0,cash
c208339,male,57.0,cash
c259449,female,37.0,credit card
c214184,female,63.0,cash
c139587,male,62.0,credit card
c805820,male,31.0,cash
c193352,male,65.0,debit card
c208716,female,23.0,credit card
c109970,male,36.0,cash
c276982,female,36.0,credit card
c484477,male,64.0,debit card
c228698,female,36.0,credit card
c241270,female,58.0,debit card
c744021,male,49.0,debit card
c192881,male,36.0,cash
c311664,male,38.0,debit card
c289634,female,25.0,credit card
c134330,female,44.0,cash
c528214,female,66.0,cash
c176019,female,35.0,credit card
c299813,female,23.0,cash
c810648,male,52.0,cash
c135074,female,61.0,debit card
c318370,male,51.0,debit card
c117053,female,34.0,credit card
c111463,male,23.0,cash
c629701,male,46.0,cash
c241295,female,28.0,debit card
c325512,male,25.0,cash
c279238,female,52.0,debit card
c386462,male,53.0,cash
c159542,male,48.0,debit card
c121816,female,34.0,cash
c149406,female,45.0,cash
c103910,male,35.0,cash
c192526,female,46.0,debit card
c131812,female,63.0,credit card
c168377,female,69.0,cash
c235195,female,46.0,credit card
c267626,male,50.0,cash
c938745,male,27.0,cash
c135858,male,24.0,cash
c233582,male,30.0,cash
c272361,male,33.0,cash
c218051,male,45.0,debit card
c206847,female,41.0,credit card
c220583,female,46.0,credit card
c213022,female,29.0,credit card
c195192,male,67.0,debit card
c270488,female,55.0,cash
c323047,female,62.0,debit card
c256262,male,21.0,credit card
c287424,female,46.0,credit card
c224682,female,27.0,cash
c101855,male,52.0,credit card
c567142,female,19.0,debit card
c248916,female,34.0,credit card
c285091,male,18.0,cash
c246836,female,28.0,credit card
c246765,male,40.0,credit card
c213719,female,54.0,debit card
c170224,female,44.0,debit card
c988072,male,22.0,credit card
c127985,female,55.0,cash
c309447,female,23.0,cash
c171627,male,65.0,credit card
c274297,female,30.0,credit card
c746549,male,21.0,credit card
c337740,female,52.0,cash
c246791,female,65.0,cash
c315965,male,26.0,cash
c167530,female,27.0,cash
c280873,male,46.0,credit card
c227376,male,58.0,cash
c755514,female,49.0,credit card
c860021,male,61.0,credit card
c338077,male,66.0,debit card
c267701,male,48.0,cash
c103894,male,45.0,debit card
c124065,female,69.0,cash
c181688,male,54.0,credit card
c318381,male,33.0,credit card
c366025,female,37.0,cash
c257489,male,50.0,cash
c141979,female,26.0,cash
c107596,female,32.0,cash
c322416,male,25.0,cash
c447812,female,47.0,credit card
c314686,male,32.0,debit card
c167878,female,33.0,cash
c102931,female,64.0,cash
c840160,male,36.0,cash
c330812,male,46.0,cash
c139664,female,26.0,debit card
c202683,male,34.0,credit card
c968995,female,35.0,cash
c103647,male,20.0,cash
c109294,male,26.0,credit card
c311376,female,25.0,debit card
c146248,male,21.0,cash
c275957,female,56.0,debit card
c254099,female,60.0,credit card
c295379,female,47.0,credit card
c681718,male,61.0,cash
c274058,female,67.0,credit card
c631503,male,50.0,cash
c121011,male,37.0,debit card
c663511,male,23.0,cash
c130753,male,33.0,cash
c978643,male,57.0,cash
c313736,male,57.0,credit card
c124356,female,53.0,debit card
c185247,male,65.0,cash
c102226,female,27.0,debit card
c261454,female,46.0,credit card
c262122,female,63.0,cash
c117091,female,44.0,credit card
c512848,female,26.0,cash
c938377,female,46.0,cash
c151615,female,28.0,cash
c251097,female,40.0,cash
c125893,female,52.0,credit card
c274380,female,60.0,debit card
c193221,male,37.0,cash
c236988,female,63.0,debit card
c209525,female,22.0,debit card
c125397,female,34.0,cash
c177083,female,24.0,cash
c749723,male,25.0,cash
c189800,female,64.0,credit card
c132040,female,64.0,cash
c318118,male,33.0,cash
c832119,female,31.0,credit card
c145217,female,29.0,credit card
c222056,male,20.0,debit card
c498183,female,64.0,cash
c226118,female,60.0,credit card
c226294,female,41.0,cash
c184586,male,61.0,debit card
c610011,male,26.0,debit card
c104123,male,32.0,credit card
c252710,female,67.0,credit card
c302971,male,45.0,credit card
c654654,male,43.0,credit card
c183201,female,36.0,cash
c285929,male,51.0,credit card
c675202,male,35.0,credit card
c235353,male,19.0,cash
c149068,female,47.0,credit card
c301780,female,63.0,cash
c676165,male,27.0,cash
c104036,female,58.0,credit card
c222519,female,40.0,debit card
c129115,female,44.0,cash
c296652,female,51.0,debit card
c677721,male,25.0,cash
c324191,male,65.0,cash
c189002,male,39.0,debit card
c252591,female,44.0,cash
c227005,female,26.0,cash
c136332,male,66.0,cash
c186333,female,60.0,debit card
c125240,female,54.0,cash
c203112,male,26.0,credit card
c234716,female,22.0,cash
c262979,female,41.0,credit card
c953091,female,59.0,cash
c112830,female,66.0,credit card
c488098,female,68.0,debit card
c248218,female,64.0,cash
c189778,female,25.0,cash
c410597,female,26.0,debit card
c255239,female,60.0,cash
c338621,female,59.0,cash
c339320,male,51.0,cash
c464437,female,45.0,credit card
c528484,male,43.0,debit card
c208481,male,47.0,credit card
c178295,male,34.0,debit card
c439725,female,67.0,debit card
c219681,female,36.0,credit card
c188378,male,41.0,debit card
c202577,male,36.0,credit card
c353430,female,68.0,debit card
c169040,female,42.0,debit card
c194879,male,58.0,debit card
c128865,male,31.0,cash
c313460,female,68.0,cash
c460358,female,65.0,cash
c659211,female,37.0,credit card
c172622,male,22.0,cash
c119015,female,32.0,credit card
c207664,female,34.0,credit card
c239153,female,59.0,cash
c131583,female,49.0,credit card
c761191,male,49.0,credit card
c641378,female,67.0,credit card
c175247,female,61.0,cash
c129962,female,40.0,cash
c121708,female,45.0,credit card
c224774,male,57.0,cash
c771083,female,32.0,debit card
c136894,male,62.0,debit card
c337516,female,60.0,credit card
c180274,female,59.0,cash
c645893,female,46.0,debit card
c142271,male,65.0,debit card
c212562,female,28.0,cash
c637037,female,63.0,cash
c139579,male,33.0,credit card
c315796,female,41.0,cash
c100281,female,38.0,debit card
c254330,male,23.0,credit card
c251727,male,48.0,credit card
c475192,female,54.0,cash
c411773,male,26.0,cash
c152756,female,50.0,cash
c166809,male,37.0,cash
c193644,male,67.0,cash
c391343,male,44.0,cash
c163761,male,43.0,cash
c248740,female,33.0,credit card
c302894,male,33.0,credit card
c256840,female,23.0,cash
c110505,female,58.0,cash
c456567,female,22.0,credit card
c145589,male,34.0,credit card
c736627,female,42.0,credit card
c592249,male,29.0,cash
c181454,female,67.0,cash
c281606,female,40.0,cash
c335953,female,59.0,credit card
c141222,female,67.0,credit card
c294238,female,61.0,cash
c243228,female,64.0,cash
c110183,male,19.0,cash
c321121,female,38.0,cash
c424256,male,45.0,cash
c190936,female,18.0,cash
c242894,male,21.0,cash
c133070,male,49.0,credit card
c141976,male,19.0,credit card
c170408,male,22.0,credit card
c120779,male,61.0,cash
c473646,male,26.0,cash
c429037,male,21.0,cash
c247827,male,55.0,credit card
c219794,female,61.0,cash
c243099,male,21.0,debit card
c112979,male,59.0,cash
c667922,female,56.0,credit card
c237860,male,27.0,cash
c200097,female,24.0,credit card
c291769,female,55.0,credit card
c181565,female,23.0,credit card
c214455,male,31.0,debit card
c794058,male,52.0,cash
c206303,female,47.0,credit card
c192810,female,61.0,cash
c776173,male,61.0,cash
c803377,male,43.0,cash
c249563,female,40.0,cash
c854059,female,65.0,debit card
c221638,male,67.0,debit card
c319127,female,66.0,cash
c252425,female,66.0,credit card
c212939,female,60.0,debit card
c111845,female,64.0,debit card
c187272,female,34.0,debit card
c105747,male,35.0,debit card
c313461,male,19.0,debit card
c181567,female,58.0,credit card
c812883,female,23.0,credit card
c133720,female,58.0,credit card
c289798,female,69.0,cash
c190455,female,47.0,debit card
c251658,female,21.0,credit card
c495350,male,21.0,cash
c297352,male,57.0,debit card
c252225,female,20.0,credit card
c135980,male,37.0,cash
c818890,female,19.0,debit card
c293221,male,52.0,credit card
c293860,female,63.0,credit card
c152642,male,68.0,debit card
c238604,female,39.0,debit card
c112822,female,18.0,credit card
c254971,male,67.0,credit card
c175495,female,60.0,cash
c167055,male,39.0,cash
c239588,male,23.0,cash
c303430,female,19.0,credit card
c184933,female,51.0,cash
c294858,male,18.0,cash
c278792,female,46.0,cash
c499755,male,26.0,cash
c325380,male,30.0,credit card
c247082,female,57.0,credit card
c297858,female,36.0,debit card
c434811,male,31.0,credit card
c259129,male,34.0,debit card
c577139,male,20.0,debit card
c133046,female,63.0,credit card
c977373,female,40.0,cash
c414008,male,61.0,credit card
c258798,male,44.0,credit card
c169017,female,59.0,cash
c135286,female,59.0,cash
c116907,female,69.0,cash
c642638,female,34.0,cash
c156334,female,51.0,debit card
c261912,female,20.0,credit card
c675401,female,62.0,cash
c180447,male,57.0,cash
c222257,female,46.0,credit card
c285190,female,57.0,cash
c102021,female,36.0,credit card
c234324,male,42.0,cash
c184377,male,29.0,debit card
c209991,male,51.0,debit card
c249455,female,30.0,cash
c310796,female,51.0,cash
c180427,male,31.0,cash
c275179,female,21.0,cash
c221499,female,61.0,cash
c111765,male,53.0,cash
c380335,female,34.0,cash
c851844,male,40.0,debit card
c735755,male,43.0,credit card
c351949,female,68.0,cash
c264995,male,68.0,credit card
c128244,female,64.0,debit card
c241364,male,28.0,credit card
c671033,female,22.0,cash
c256135,male,32.0,credit card
c263971,female,50.0,cash
c175069,female,54.0,cash
c247597,male,23.0,cash
c507304,male,30.0,cash
c575361,female,62.0,cash
c109622,female,23.0,cash
c159863,male,41.0,debit card
c411488,female,34.0,cash
c112439,female,56.0,credit card
c295626,male,19.0,debit card
c134324,female,43.0,cash
c319357,female,45.0,cash
c302705,female,68.0,cash
c244827,female,54.0,cash
c887298,female,26.0,credit card
c327462,male,62.0,credit card
c217751,female,68.0,credit card
c146577,female,66.0,cash
c228246,male,49.0,cash
c244172,female,29.0,cash
c315891,female,58.0,cash
c621268,female,60.0,debit card
c452073,female,64.0,cash
c188005,female,63.0,cash
c240474,female,33.0,debit card
c107540,female,22.0,cash
c817709,female,56.0,credit card
c111198,female,43.0,credit card
c154920,male,52.0,credit card
c192969,female,44.0,debit card
c180210,female,57.0,debit card
c182334,female,62.0,cash
c110238,female,56.0,credit card
c467949,male,61.0,cash
c136172,female,28.0,debit card
c161497,male,34.0,credit card
c309410,female,33.0,debit card
c279247,female,24.0,debit card
c305795,male,67.0,credit card
c288141,female,38.0,cash
c807367,female,44.0,credit card
c909993,female,49.0,cash
c338974,male,62.0,cash
c150451,male,63.0,debit card
c355806,female,65.0,cash
c270245,female,44.0,cash
c200038,female,48.0,debit card
c714502,female,55.0,cash
c330466,female,54.0,cash
c340436,female,52.0,credit card
c116303,male,38.0,cash
c405329,male,53.0,cash
c208915,female,27.0,credit card
c869325,male,33.0,cash
c822333,female,61.0,debit card
c274492,female,56.0,cash
c291996,male,55.0,credit card
c193056,female,30.0,credit card
c323821,male,48.0,credit card
c259031,male,24.0,credit card
c793307,female,18.0,debit card
c247255,male,44.0,cash
c189277,female,21.0,debit card
c245063,female,56.0,credit card
c292579,female,50.0,cash
c117238,male,61.0,cash
c109210,male,36.0,cash
c175339,female,28.0,credit card
c328042,female,54.0,debit card
c103597,female,36.0,credit card
c978936,female,46.0,debit card
c646646,male,67.0,credit card
c336095,female,57.0,debit card
c121698,female,31.0,credit card
c245587,female,41.0,cash
c735882,female,23.0,credit card
c298142,male,42.0,cash
c246860,female,40.0,credit card
c315204,male,64.0,debit card
c879653,female,18.0,cash
c334835,female,31.0,cash
c114531,female,20.0,cash
c345443,female,64.0,cash
c230737,male,37.0,credit card
c186386,male,23.0,debit card
c286926,female,68.0,cash
c182110,female,64.0,cash
c189756,male,23.0,cash
c267492,male,64.0,cash
c291435,female,27.0,cash
c237135,male,42.0,cash
c205758,female,23.0,debit card
c170281,female,57.0,cash
c298001,male,37.0,cash
c109264,female,21.0,debit card
c247245,male,49.0,debit card
c803122,female,66.0,cash
c578461,male,19.0,credit card
c230153,female,31.0,debit card
c219151,female,61.0,credit card
c285940,male,24.0,cash
c142037,male,60.0,debit card
c157582,male,40.0,cash
c278477,female,20.0,debit card
c645725,male,63.0,debit card
c189448,female,48.0,debit card
c262491,female,45.0,debit card
c410035,female,47.0,credit card
c310884,female,56.0,debit card
c316922,female,44.0,credit card
c189348,female,52.0,credit card
c172522,male,69.0,cash
c277760,male,26.0,debit card
c293846,male,36.0,cash
c116508,female,54.0,credit card
c231310,female,42.0,debit card
c303880,female,33.0,debit card
c261183,female,48.0,cash
c172831,female,62.0,credit card
c309383,female,41.0,cash
c258100,male,55.0,debit card
c196970,male,41.0,credit card
c164762,female,56.0,cash
c302355,female,69.0,debit card
c336220,female,59.0,cash
c289544,male,36.0,cash
c209659,female,54.0,debit card
c201669,female,57.0,cash
c169061,female,32.0,cash
c362614,male,45.0,cash
c691766,male,67.0,cash
c583461,female,18.0,credit card
c955807,female,35.0,credit card
c286295,female,54.0,cash
c257036,male,44.0,cash
c302977,female,22.0,cash
c538073,female,69.0,cash
c289834,male,19.0,debit card
c335454,male,28.0,cash
c338348,male,20.0,credit card
c208747,female,40.0,credit card
c214311,female,47.0,cash
c912170,female,68.0,debit card
c310349,female,64.0,debit card
c291695,female,52.0,cash
c236531,female,19.0,debit card
c203266,female,32.0,cash
c126154,male,21.0,credit card
c256974,female,18.0,debit card
c136849,male,28.0,credit card
c218439,female,30.0,cash
c148291,female,47.0,credit card
c319449,male,22.0,credit card
c153014,female,20.0,credit card
c645766,female,22.0,cash
c132603,male,67.0,credit card
c137785,male,55.0,credit card
c599159,female,42.0,cash
c149196,male,18.0,debit card
c268560,male,62.0,cash
c205287,female,23.0,cash
c178445,female,23.0,debit card
c629279,male,51.0,cash
c639715,female,21.0,cash
c171026,male,66.0,credit card
c216350,female,45.0,debit card
c289204,male,22.0,credit card
c293623,female,18.0,cash
c484684,female,39.0,debit card
c356430,male,58.0,cash
c257924,female,56.0,cash
c163873,female,48.0,credit card
c215363,female,68.0,debit card
c323806,female,67.0,credit card
c602206,female,66.0,credit card
c303814,male,24.0,credit card
c338863,female,60.0,cash
c315346,male,51.0,credit card
c249550,female,21.0,credit card
c913722,male,23.0,debit card
c153967,female,26.0,credit card
c239244,female,48.0,credit card
c323241,male,50.0,credit card
c281875,female,63.0,cash
c178572,female,19.0,cash
c250248,female,41.0,credit card
