Unnamed: 0,question_id,query,difficulty,function,collection,step,response,retrieved_docs,mmr,hit_rate,precision,recall,f1,exact_match,simple_match
30,951,How many Japanese constructors have 0 points in 2 races?,simple,filter,formula_1,filter constructorStandings for Japanese constructors,filter,"['function name: mean:\n The function `mean` calculates the mean of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary as parameters, where the dictionary defines the grouping columns and the columns for which the mean should be computed.\n', 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: filter:\n The function `applyFilter` filters a data product based on the specified conditions in the `filter_dict`, allowing for row-wise filtering while retaining all input columns. It processes various types of conditions, including ranges, lists, and specific values, to refine the DataFrame accordingly.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: sum:\n The function `sum` calculates the sum of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary that defines the grouping and the columns for which the sum should be computed.\n', 'function name: min:\n The function `getMin` retrieves the minimum value for a specified list of columns in a dataframe, returning either a single value or a specified number of rows containing the minimum values. It processes the input filter dictionary to determine the columns and the number of rows to return.\n']",0.25,1,0.1428571428571428,1.0,0.25,1,1.0
31,951,How many Japanese constructors have 0 points in 2 races?,simple,filter,formula_1,filter constructorResults for constructors with 0 points,applyFilter,"['function name: min:\n The function `getMin` retrieves the minimum value for a specified list of columns in a dataframe, returning either a single value or a specified number of rows containing the minimum values. It processes the input filter dictionary to determine the columns and the number of rows to return.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: filter:\n The function `applyFilter` filters a data product based on the specified conditions in the `filter_dict`, allowing for row-wise filtering while retaining all input columns. It processes various types of conditions, including ranges, lists, and specific values, to refine the DataFrame accordingly.\n', 'function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', 'function name: count:\n The function `count` aims to count the occurrences of a specific value or values in a specified column of a DataFrame, optionally grouping the results by another column. It processes a filter dictionary to determine the target column and value for counting, and returns a DataFrame with the counts.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: sum:\n The function `sum` calculates the sum of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary that defines the grouping and the columns for which the sum should be computed.\n']",0.3333333333333333,1,0.1428571428571428,1.0,0.25,1,0.0
32,951,How many Japanese constructors have 0 points in 2 races?,simple,filter,formula_1,filter races to identify the two specific races,filter,"['function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: filter:\n The function `applyFilter` filters a data product based on the specified conditions in the `filter_dict`, allowing for row-wise filtering while retaining all input columns. It processes various types of conditions, including ranges, lists, and specific values, to refine the DataFrame accordingly.\n', 'function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n', 'function name: count:\n The function `count` aims to count the occurrences of a specific value or values in a specified column of a DataFrame, optionally grouping the results by another column. It processes a filter dictionary to determine the target column and value for counting, and returns a DataFrame with the counts.\n']",0.3333333333333333,1,0.2,1.0,0.3333333333333333,1,1.0
33,951,How many Japanese constructors have 0 points in 2 races?,simple,combine,formula_1,combine filtered constructorStandings and constructorResults to identify Japanese constructors with 0 points in the two races,combineProducts,"['function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: mean:\n The function `mean` calculates the mean of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary as parameters, where the dictionary defines the grouping columns and the columns for which the mean should be computed.\n', 'function name: sum:\n The function `sum` calculates the sum of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary that defines the grouping and the columns for which the sum should be computed.\n', 'function name: min:\n The function `getMin` retrieves the minimum value for a specified list of columns in a dataframe, returning either a single value or a specified number of rows containing the minimum values. It processes the input filter dictionary to determine the columns and the number of rows to return.\n', 'function name: count:\n The function `count` aims to count the occurrences of a specific value or values in a specified column of a DataFrame, optionally grouping the results by another column. It processes a filter dictionary to determine the target column and value for counting, and returns a DataFrame with the counts.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n']",1.0,1,0.1428571428571428,1.0,0.25,1,1.0
34,951,How many Japanese constructors have 0 points in 2 races?,simple,count,formula_1,count the number of Japanese constructors identified,count,"['function name: count:\n The function `count` aims to count the occurrences of a specific value or values in a specified column of a DataFrame, optionally grouping the results by another column. It processes a filter dictionary to determine the target column and value for counting, and returns a DataFrame with the counts.\n', 'function name: sum:\n The function `sum` calculates the sum of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary that defines the grouping and the columns for which the sum should be computed.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: min:\n The function `getMin` retrieves the minimum value for a specified list of columns in a dataframe, returning either a single value or a specified number of rows containing the minimum values. It processes the input filter dictionary to determine the columns and the number of rows to return.\n', 'function name: mean:\n The function `mean` calculates the mean of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary as parameters, where the dictionary defines the grouping columns and the columns for which the mean should be computed.\n']",1.0,1,0.1666666666666666,1.0,0.2857142857142857,1,1.0
35,951,How many Japanese constructors have 0 points in 2 races?,simple,returnResult,formula_1,return finished product,returnResult,"[""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', 'function name: filter:\n The function `applyFilter` filters a data product based on the specified conditions in the `filter_dict`, allowing for row-wise filtering while retaining all input columns. It processes various types of conditions, including ranges, lists, and specific values, to refine the DataFrame accordingly.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n']",0.5,1,0.2,1.0,0.3333333333333333,1,1.0
36,737,What is Copycat's race?,simple,retrieve,superhero,retrieve race dataset,retrieve,"['function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n']",0.25,1,0.2,1.0,0.3333333333333333,1,1.0
37,737,What is Copycat's race?,simple,filter,superhero,filter for Copycat's race,filter,"['function name: filter:\n The function `applyFilter` filters a data product based on the specified conditions in the `filter_dict`, allowing for row-wise filtering while retaining all input columns. It processes various types of conditions, including ranges, lists, and specific values, to refine the DataFrame accordingly.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n', 'function name: count:\n The function `count` aims to count the occurrences of a specific value or values in a specified column of a DataFrame, optionally grouping the results by another column. It processes a filter dictionary to determine the target column and value for counting, and returns a DataFrame with the counts.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: sum:\n The function `sum` calculates the sum of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary that defines the grouping and the columns for which the sum should be computed.\n', 'function name: min:\n The function `getMin` retrieves the minimum value for a specified list of columns in a dataframe, returning either a single value or a specified number of rows containing the minimum values. It processes the input filter dictionary to determine the columns and the number of rows to return.\n', 'function name: mean:\n The function `mean` calculates the mean of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary as parameters, where the dictionary defines the grouping columns and the columns for which the mean should be computed.\n']",1.0,1,0.125,1.0,0.2222222222222222,1,1.0
38,737,What is Copycat's race?,simple,retrieve,superhero,retrieve foreign_data dataset,retrieve,"['function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n']",0.25,1,0.2,1.0,0.3333333333333333,1,1.0
39,737,What is Copycat's race?,simple,filter,superhero,filter for Copycat's characteristics,applyFilter,"[""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: filter:\n The function `applyFilter` filters a data product based on the specified conditions in the `filter_dict`, allowing for row-wise filtering while retaining all input columns. It processes various types of conditions, including ranges, lists, and specific values, to refine the DataFrame accordingly.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n', 'function name: sum:\n The function `sum` calculates the sum of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary that defines the grouping and the columns for which the sum should be computed.\n', 'function name: min:\n The function `getMin` retrieves the minimum value for a specified list of columns in a dataframe, returning either a single value or a specified number of rows containing the minimum values. It processes the input filter dictionary to determine the columns and the number of rows to return.\n', 'function name: mean:\n The function `mean` calculates the mean of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary as parameters, where the dictionary defines the grouping columns and the columns for which the mean should be computed.\n']",0.5,1,0.1428571428571428,1.0,0.25,1,0.0
40,737,What is Copycat's race?,simple,combine,superhero,combine race from race dataset and characteristics from foreign_data dataset,combine,"['function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n', 'function name: mean:\n The function `mean` calculates the mean of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary as parameters, where the dictionary defines the grouping columns and the columns for which the mean should be computed.\n', 'function name: sum:\n The function `sum` calculates the sum of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary that defines the grouping and the columns for which the sum should be computed.\n', 'function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n']",1.0,1,0.1666666666666666,1.0,0.2857142857142857,1,1.0
41,737,What is Copycat's race?,simple,returnResult,superhero,return finished product,returnResult,"[""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', 'function name: filter:\n The function `applyFilter` filters a data product based on the specified conditions in the `filter_dict`, allowing for row-wise filtering while retaining all input columns. It processes various types of conditions, including ranges, lists, and specific values, to refine the DataFrame accordingly.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n']",0.5,1,0.2,1.0,0.3333333333333333,1,1.0
42,424,What proportion of cards do not have a text box with a normal layout?,simple,retrieve,card_games,retrieve card dataset,retrieve,"['function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', 'function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n']",0.25,1,0.2,1.0,0.3333333333333333,1,1.0
44,424,What proportion of cards do not have a text box with a normal layout?,simple,retrieve,card_games,retrieve posts dataset,retrieve,"['function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n', 'function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n']",0.25,1,0.2,1.0,0.3333333333333333,1,1.0
46,424,What proportion of cards do not have a text box with a normal layout?,simple,combine,card_games,combine results from card analysis and statistical methods,combine,"['function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: mean:\n The function `mean` calculates the mean of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary as parameters, where the dictionary defines the grouping columns and the columns for which the mean should be computed.\n', 'function name: sum:\n The function `sum` calculates the sum of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary that defines the grouping and the columns for which the sum should be computed.\n', 'function name: count:\n The function `count` aims to count the occurrences of a specific value or values in a specified column of a DataFrame, optionally grouping the results by another column. It processes a filter dictionary to determine the target column and value for counting, and returns a DataFrame with the counts.\n', 'function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n']",0.5,1,0.1428571428571428,1.0,0.25,1,1.0
47,424,What proportion of cards do not have a text box with a normal layout?,simple,returnResult,card_games,return finished product,returnResult,"[""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', 'function name: filter:\n The function `applyFilter` filters a data product based on the specified conditions in the `filter_dict`, allowing for row-wise filtering while retaining all input columns. It processes various types of conditions, including ranges, lists, and specific values, to refine the DataFrame accordingly.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n']",0.5,1,0.2,1.0,0.3333333333333333,1,1.0
48,341,What are the borderless cards available without powerful foils?,simple,retrieve,card_games,retrieve Magic: The Gathering Card Data,retrieve,"[""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n', 'function name: min:\n The function `getMin` retrieves the minimum value for a specified list of columns in a dataframe, returning either a single value or a specified number of rows containing the minimum values. It processes the input filter dictionary to determine the columns and the number of rows to return.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n', 'function name: filter:\n The function `applyFilter` filters a data product based on the specified conditions in the `filter_dict`, allowing for row-wise filtering while retaining all input columns. It processes various types of conditions, including ranges, lists, and specific values, to refine the DataFrame accordingly.\n']",1.0,1,0.1428571428571428,1.0,0.25,1,1.0
49,341,What are the borderless cards available without powerful foils?,simple,filter,card_games,filter for borderless cards,filter,"['function name: min:\n The function `getMin` retrieves the minimum value for a specified list of columns in a dataframe, returning either a single value or a specified number of rows containing the minimum values. It processes the input filter dictionary to determine the columns and the number of rows to return.\n', 'function name: filter:\n The function `applyFilter` filters a data product based on the specified conditions in the `filter_dict`, allowing for row-wise filtering while retaining all input columns. It processes various types of conditions, including ranges, lists, and specific values, to refine the DataFrame accordingly.\n', 'function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: sum:\n The function `sum` calculates the sum of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary that defines the grouping and the columns for which the sum should be computed.\n', 'function name: mean:\n The function `mean` calculates the mean of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary as parameters, where the dictionary defines the grouping columns and the columns for which the mean should be computed.\n']",0.5,1,0.1428571428571428,1.0,0.25,1,1.0
50,341,What are the borderless cards available without powerful foils?,simple,filter,card_games,filter for non-foil cards,filter,"['function name: filter:\n The function `applyFilter` filters a data product based on the specified conditions in the `filter_dict`, allowing for row-wise filtering while retaining all input columns. It processes various types of conditions, including ranges, lists, and specific values, to refine the DataFrame accordingly.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n', 'function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: sum:\n The function `sum` calculates the sum of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary that defines the grouping and the columns for which the sum should be computed.\n', 'function name: min:\n The function `getMin` retrieves the minimum value for a specified list of columns in a dataframe, returning either a single value or a specified number of rows containing the minimum values. It processes the input filter dictionary to determine the columns and the number of rows to return.\n', 'function name: mean:\n The function `mean` calculates the mean of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary as parameters, where the dictionary defines the grouping columns and the columns for which the mean should be computed.\n']",1.0,1,0.125,1.0,0.2222222222222222,1,1.0
51,341,What are the borderless cards available without powerful foils?,simple,retrieve,card_games,retrieve Core Set Information,retrieve,"['function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', 'function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: min:\n The function `getMin` retrieves the minimum value for a specified list of columns in a dataframe, returning either a single value or a specified number of rows containing the minimum values. It processes the input filter dictionary to determine the columns and the number of rows to return.\n', 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n']",0.3333333333333333,1,0.1666666666666666,1.0,0.2857142857142857,1,1.0
52,341,What are the borderless cards available without powerful foils?,simple,combine,card_games,combine results from Magic: The Gathering Card Data and Core Set Information,combine,"['function name: max:\n The function `getMax` retrieves the maximum value from specified columns in a given dataframe, returning either a single maximum value or the top rows based on the provided filters. It allows users to specify which columns to consider and how many rows to return, facilitating data analysis.\n', 'function name: combine:\n The function `combineProducts` aims to merge two data products (dataframes or series) based on specified matching columns and conditions, allowing for both equal and unequal joins. It processes the input data according to the provided filter criteria, ensuring that the resulting dataset reflects the desired relationships between the two data products.\n', ""function name: retrieve:\n The function `retrieve` aims to fetch a specified data product by taking the product's name and a list of requested columns as input arguments. It utilizes a filter dictionary to identify the product URL for retrieval.\n"", 'function name: sum:\n The function `sum` calculates the sum of specified columns in a DataFrame, optionally grouping the data by a list of specified columns. It takes a DataFrame and a filter dictionary that defines the grouping and the columns for which the sum should be computed.\n', 'function name: count:\n The function `count` aims to count the occurrences of a specific value or values in a specified column of a DataFrame, optionally grouping the results by another column. It processes a filter dictionary to determine the target column and value for counting, and returns a DataFrame with the counts.\n', 'function name: returnResult:\n The function `returnResult` retrieves or extracts previously computed data from a dataframe based on the specified columns provided in the `filter_dict`. Its goal is to return the relevant data as specified by the user.\n', 'function name: sortby:\n The function `sortby` sorts a given DataFrame or Series based on specified columns and the desired order (ascending or descending). It takes a DataFrame or Series and a filter dictionary as parameters to determine the sorting criteria.\n']",0.5,1,0.1428571428571428,1.0,0.25,1,1.0
