Id,PostId,VoteTypeId,CreationDate,UserId,BountyAmount
7436,2260,2,2010-09-01,,
7437,2258,2,2010-09-01,,
7438,2256,2,2010-09-01,,
7439,2257,2,2010-09-01,,
7440,2234,5,2010-09-01,229.0,
7441,2234,2,2010-09-01,,
7442,2253,2,2010-09-01,,
7443,2249,2,2010-09-01,,
7444,2250,2,2010-09-01,,
7445,2245,5,2010-09-01,442.0,
7446,2265,2,2010-09-01,,
7448,2264,2,2010-09-01,,
7449,2259,2,2010-09-01,,
7450,2265,2,2010-09-01,,
7451,2263,2,2010-09-01,,
7452,2245,2,2010-09-01,,
7453,2251,2,2010-09-01,,
7454,1221,2,2010-09-01,,
7455,1652,2,2010-09-01,,
7457,2253,2,2010-09-01,,
7458,2269,5,2010-09-01,263.0,
7460,2263,2,2010-09-01,,
7461,1576,5,2010-09-01,442.0,
7462,849,2,2010-09-01,,
7463,612,2,2010-09-01,,
7465,612,5,2010-09-01,442.0,
7466,1579,2,2010-09-01,,
7467,1577,2,2010-09-01,,
7468,2177,2,2010-09-01,,
7469,2230,2,2010-09-01,,
7470,2252,2,2010-09-01,,
7471,2232,2,2010-09-01,,
7472,2231,2,2010-09-01,,
7474,2264,2,2010-09-01,,
7475,2266,2,2010-09-01,,
7476,2272,2,2010-09-01,,
7477,2272,5,2010-09-01,930.0,
7479,2272,2,2010-09-01,,
7480,2272,2,2010-09-01,,
7481,2274,2,2010-09-01,,
7482,2231,2,2010-09-01,,
7483,2232,2,2010-09-01,,
7485,2232,1,2010-09-01,,
7486,2253,2,2010-09-01,,
7487,2250,2,2010-09-01,,
7488,2249,2,2010-09-01,,
7489,2270,2,2010-09-01,,
7493,2278,2,2010-09-01,,
7494,2279,2,2010-09-01,,
7495,1698,2,2010-09-01,,
7496,1694,2,2010-09-01,,
7497,1652,2,2010-09-01,,
7498,1221,2,2010-09-01,,
7499,1122,2,2010-09-01,,
7500,571,2,2010-09-01,,
7501,561,2,2010-09-01,,
7502,2232,2,2010-09-01,,
7503,2278,2,2010-09-01,,
7504,546,2,2010-09-01,,
7505,2217,2,2010-09-01,,
7506,2267,2,2010-09-01,,
7507,694,2,2010-09-01,,
7508,425,2,2010-09-01,,
7509,546,2,2010-09-01,,
7510,423,5,2010-09-01,842.0,
7511,2281,2,2010-09-01,,
7512,2277,2,2010-09-01,,
7513,2272,2,2010-09-01,,
7514,2272,5,2010-09-01,442.0,
7518,2281,2,2010-09-01,,
7522,2263,1,2010-09-01,,
7523,2266,2,2010-09-01,,
7525,2281,2,2010-09-01,,
7526,2272,2,2010-09-01,,
7529,2283,1,2010-09-01,,
7530,2283,2,2010-09-01,,
7531,2284,2,2010-09-01,,
7533,1686,2,2010-09-01,,
7534,2275,2,2010-09-01,,
7535,1678,2,2010-09-01,,
7536,1688,2,2010-09-01,,
7537,1695,2,2010-09-01,,
7538,1697,2,2010-09-01,,
7541,2284,2,2010-09-01,,
7543,2272,5,2010-09-01,253.0,
7544,2272,2,2010-09-01,,
7545,2285,2,2010-09-01,,
7546,2285,2,2010-09-01,,
7547,2281,2,2010-09-01,,
7548,2280,2,2010-09-01,,
7549,2266,2,2010-09-01,,
7550,2285,1,2010-09-01,,
7552,2284,2,2010-09-01,,
7553,2285,2,2010-09-01,,
7554,2287,2,2010-09-01,,
7555,1184,2,2010-09-01,,
7557,1014,2,2010-09-01,,
7558,2230,5,2010-09-01,401.0,
7559,1371,2,2010-09-01,,
7560,1436,2,2010-09-01,,
7561,2281,2,2010-09-01,,
7562,505,2,2010-09-01,,
7563,606,2,2010-09-01,,
7564,490,2,2010-09-01,,
7565,798,2,2010-09-01,,
7566,1928,2,2010-09-01,,
7567,1947,2,2010-09-01,,
7568,2287,2,2010-09-01,,
7569,2290,2,2010-09-01,,
7570,2281,2,2010-09-01,,
7571,2195,2,2010-09-01,,
7572,849,2,2010-09-01,,
7573,1371,2,2010-09-01,,
7574,1356,2,2010-09-01,,
7575,1552,2,2010-09-01,,
7576,435,2,2010-09-01,,
7577,424,2,2010-09-01,,
7578,432,2,2010-09-01,,
7579,694,2,2010-09-01,,
7580,2278,2,2010-09-01,,
7581,2241,2,2010-09-01,,
7582,730,2,2010-09-01,,
7583,744,2,2010-09-01,,
7584,727,2,2010-09-01,,
7585,753,2,2010-09-01,,
7586,738,2,2010-09-01,,
7587,752,2,2010-09-01,,
7588,878,2,2010-09-01,,
7589,732,2,2010-09-01,,
7590,755,2,2010-09-01,,
7591,968,2,2010-09-01,,
7592,1104,2,2010-09-01,,
7593,1280,2,2010-09-01,,
7594,748,2,2010-09-01,,
7595,786,2,2010-09-01,,
7596,1726,2,2010-09-01,,
7597,1064,2,2010-09-01,,
7598,2280,2,2010-09-01,,
7599,1371,2,2010-09-02,,
7600,2285,2,2010-09-02,,
7601,2272,2,2010-09-02,,
7602,2281,2,2010-09-02,,
7603,2296,2,2010-09-02,,
7604,2232,2,2010-09-02,,
7605,2291,2,2010-09-02,,
7606,2291,5,2010-09-02,253.0,
7607,2299,2,2010-09-02,,
7608,2298,2,2010-09-02,,
7609,2299,2,2010-09-02,,
7610,2303,2,2010-09-02,,
7611,904,1,2010-09-02,,
7612,2302,2,2010-09-02,,
7613,635,2,2010-09-02,,
7614,483,2,2010-09-02,,
7615,1930,2,2010-09-02,,
7616,1850,2,2010-09-02,,
7617,2296,2,2010-09-02,,
7618,2296,5,2010-09-02,930.0,
7619,2298,2,2010-09-02,,
7620,2290,2,2010-09-02,,
7621,1378,2,2010-09-02,,
7622,1378,5,2010-09-02,930.0,
7623,1409,2,2010-09-02,,
7624,1402,2,2010-09-02,,
7625,1395,5,2010-09-02,930.0,
7626,2299,2,2010-09-02,,
7627,2299,5,2010-09-02,442.0,
7628,2290,5,2010-09-02,442.0,
7629,2290,2,2010-09-02,,
7630,2298,2,2010-09-02,,
7631,2265,1,2010-09-02,,
7632,2302,2,2010-09-02,,
7633,2301,2,2010-09-02,,
7634,2280,2,2010-09-02,,
7635,2299,2,2010-09-02,,
7636,2299,5,2010-09-02,229.0,
7637,2303,2,2010-09-02,,
7638,1980,2,2010-09-02,,
7639,1993,2,2010-09-02,,
7640,1985,2,2010-09-02,,
7641,1730,2,2010-09-02,,
7642,385,2,2010-09-02,,
7643,1985,2,2010-09-02,,
7644,526,2,2010-09-02,,
7645,2299,2,2010-09-02,,
7646,2306,5,2010-09-02,1150.0,
7647,2307,2,2010-09-02,,
7648,2306,2,2010-09-02,,
7649,908,2,2010-09-02,,
7650,880,2,2010-09-02,,
7651,2306,2,2010-09-02,,
7652,2306,5,2010-09-02,930.0,
7654,2306,2,2010-09-02,,
7655,2307,2,2010-09-02,,
7656,2307,2,2010-09-02,,
7657,1980,2,2010-09-02,,
7658,2307,2,2010-09-02,,
7659,2272,2,2010-09-02,,
7660,2309,2,2010-09-02,,
7661,2293,2,2010-09-02,,
7662,1960,2,2010-09-02,,
7663,1907,2,2010-09-02,,
7664,2308,2,2010-09-02,,
7665,2306,2,2010-09-02,,
7666,2308,2,2010-09-02,,
7668,2298,5,2010-09-02,253.0,
7669,2298,2,2010-09-02,,
7670,956,2,2010-09-02,,
7671,2290,2,2010-09-02,,
7672,185,2,2010-09-02,,
7673,468,2,2010-09-02,,
7674,143,2,2010-09-02,,
7675,137,2,2010-09-02,,
7677,2309,2,2010-09-02,,
7683,2291,2,2010-09-02,,
7685,2309,2,2010-09-02,,
7686,1980,2,2010-09-02,,
7687,1980,5,2010-09-02,71.0,
7688,1993,2,2010-09-02,,
7689,1985,2,2010-09-02,,
7690,2308,2,2010-09-02,,
7691,2149,5,2010-09-02,1153.0,
7692,2303,2,2010-09-02,,
7693,2299,2,2010-09-02,,
7694,1732,2,2010-09-02,,
7695,1566,2,2010-09-02,,
7696,2303,2,2010-09-02,,
7697,2299,2,2010-09-02,,
7700,2299,2,2010-09-02,,
7701,2303,2,2010-09-02,,
7702,2299,2,2010-09-02,,
7703,2303,2,2010-09-02,,
7705,2230,2,2010-09-02,,
7706,2232,2,2010-09-02,,
7707,2299,2,2010-09-02,,
7709,2310,2,2010-09-02,,
7710,2314,2,2010-09-02,,
7711,2315,2,2010-09-02,,
7713,2247,2,2010-09-02,,
7714,2244,2,2010-09-02,,
7715,2289,2,2010-09-02,,
7716,2304,2,2010-09-02,,
7717,2303,2,2010-09-02,,
7718,2299,2,2010-09-02,,
7719,2303,2,2010-09-02,,
7720,1458,5,2010-09-02,930.0,
7722,2317,2,2010-09-02,,
7723,2168,2,2010-09-02,,
7724,2179,2,2010-09-02,,
7725,2179,5,2010-09-02,961.0,
7726,2317,2,2010-09-02,,
7727,2318,2,2010-09-02,,
7728,2304,2,2010-09-02,,
7729,876,2,2010-09-02,,
7730,2314,2,2010-09-02,,
7731,2319,2,2010-09-02,,
7732,2281,2,2010-09-02,,
7733,1733,2,2010-09-02,,
7734,7,5,2010-09-02,930.0,
7736,2318,2,2010-09-02,,
7740,1621,2,2010-09-02,,
7741,707,2,2010-09-02,,
7743,1694,2,2010-09-02,,
7744,534,2,2010-09-02,,
7746,534,5,2010-09-02,1161.0,
7747,538,2,2010-09-02,,
7748,538,2,2010-09-02,,
7749,534,5,2010-09-03,1169.0,
7750,1407,2,2010-09-03,,
7751,2324,2,2010-09-03,,
7752,2315,2,2010-09-03,,
7753,2320,2,2010-09-03,,
7754,1432,2,2010-09-03,,
7755,1435,2,2010-09-03,,
7756,2325,2,2010-09-03,,
7757,458,3,2010-09-03,,
7758,1171,2,2010-09-03,,
7759,2323,2,2010-09-03,,
7760,2326,2,2010-09-03,,
7761,2323,5,2010-09-03,573.0,
7762,2326,3,2010-09-03,,
7763,2180,2,2010-09-03,,
7764,2179,2,2010-09-03,,
7766,2332,2,2010-09-03,,
7767,1388,2,2010-09-03,,
7768,1552,2,2010-09-03,,
7769,1367,2,2010-09-03,,
7770,2317,2,2010-09-03,,
7771,2335,5,2010-09-03,930.0,
7772,2335,2,2010-09-03,,
7773,538,2,2010-09-03,,
7775,2323,5,2010-09-03,229.0,
7777,181,5,2010-09-03,442.0,
7778,181,2,2010-09-03,,
7779,2326,3,2010-09-03,,
7780,2338,2,2010-09-03,,
7781,2338,1,2010-09-03,,
7787,2335,2,2010-09-03,,
7788,2335,2,2010-09-03,,
7789,1798,2,2010-09-03,,
7790,1172,2,2010-09-03,,
7793,2307,1,2010-09-03,,
7794,2344,2,2010-09-03,,
7795,2342,2,2010-09-03,,
7796,2342,2,2010-09-03,,
7797,2335,2,2010-09-03,,
7798,2343,2,2010-09-03,,
7799,2343,2,2010-09-03,,
7800,2342,2,2010-09-03,,
7801,2342,1,2010-09-03,,
7802,1652,2,2010-09-03,,
7803,2342,2,2010-09-03,,
7804,3,2,2010-09-03,,
7805,3,5,2010-09-03,930.0,
7806,2346,2,2010-09-03,,
7807,2342,2,2010-09-03,,
7808,1135,2,2010-09-03,,
7809,1435,2,2010-09-03,,
7810,1411,2,2010-09-03,,
7811,598,2,2010-09-03,,
7812,24,2,2010-09-03,,
7813,16,2,2010-09-03,,
7814,2344,2,2010-09-03,,
7815,2344,5,2010-09-03,339.0,
7816,2346,2,2010-09-03,,
7817,2348,2,2010-09-03,,
7818,2334,2,2010-09-03,,
7819,2340,2,2010-09-03,,
7820,1097,2,2010-09-03,,
7823,2344,2,2010-09-03,,
7824,2344,5,2010-09-03,582.0,
7825,2348,2,2010-09-03,,
7826,2344,2,2010-09-03,,
7827,2346,2,2010-09-03,,
7828,2327,2,2010-09-03,,
7829,1136,2,2010-09-03,,
7830,1126,2,2010-09-03,,
7831,2325,2,2010-09-03,,
7833,2315,2,2010-09-03,,
7834,2346,2,2010-09-03,,
7835,2350,2,2010-09-03,,
7836,2350,2,2010-09-03,,
7837,28,2,2010-09-03,,
7838,2326,2,2010-09-03,,
7839,2352,2,2010-09-03,,
7840,1097,2,2010-09-03,,
7841,1411,2,2010-09-03,,
7842,2353,2,2010-09-03,,
7843,2352,2,2010-09-03,,
7844,2306,2,2010-09-03,,
7845,2307,2,2010-09-03,,
7846,2309,2,2010-09-03,,
7847,2317,2,2010-09-03,,
7848,2352,2,2010-09-03,,
7849,2272,8,2010-09-03,71.0,50.0
7850,2348,2,2010-09-03,,
7851,2320,11,2010-09-03,,
7852,2177,1,2010-09-03,,
7853,1,2,2010-09-03,,
7854,1,5,2010-09-03,930.0,
7855,2352,5,2010-09-03,930.0,
7856,2352,2,2010-09-03,,
7857,2287,2,2010-09-03,,
7858,178,2,2010-09-03,,
7859,154,2,2010-09-03,,
7860,2281,2,2010-09-03,,
7861,2272,2,2010-09-03,,
7862,2245,8,2010-09-03,5.0,50.0
7863,2352,5,2010-09-03,795.0,
7864,2245,2,2010-09-03,,
7865,2310,1,2010-09-03,,
7866,2355,2,2010-09-03,,
7867,16,2,2010-09-03,,
7868,5,2,2010-09-03,,
7870,2304,2,2010-09-03,,
7871,2346,2,2010-09-03,,
7872,2245,2,2010-09-03,,
7873,2245,5,2010-09-03,71.0,
7874,2251,2,2010-09-03,,
7875,1668,2,2010-09-03,,
7876,2356,2,2010-09-03,,
7877,2359,2,2010-09-03,,
7878,2359,2,2010-09-03,,
7879,1742,2,2010-09-03,,
7880,2362,2,2010-09-03,,
7881,2356,2,2010-09-03,,
7882,2362,2,2010-09-03,,
7883,2360,2,2010-09-03,,
7884,2363,2,2010-09-03,,
7885,1643,2,2010-09-03,,
7886,1108,2,2010-09-03,,
7887,1113,2,2010-09-03,,
7889,2355,2,2010-09-03,,
7890,2363,2,2010-09-03,,
7891,2360,2,2010-09-03,,
7892,2362,2,2010-09-03,,
7893,2346,2,2010-09-03,,
7894,2344,2,2010-09-03,,
7895,2359,2,2010-09-03,,
7896,2350,2,2010-09-03,,
7897,2356,2,2010-09-03,,
7898,2355,2,2010-09-03,,
7899,1742,2,2010-09-03,,
7900,2245,2,2010-09-03,,
7901,2251,2,2010-09-03,,
7902,2170,2,2010-09-03,,
7903,2177,2,2010-09-03,,
7904,2354,2,2010-09-03,,
7905,2333,2,2010-09-03,,
7906,2305,2,2010-09-03,,
7907,2365,2,2010-09-03,,
7908,2358,2,2010-09-03,,
7909,2360,2,2010-09-03,,
7910,2363,2,2010-09-03,,
7911,2221,1,2010-09-03,,
7912,2326,2,2010-09-03,,
7913,2366,2,2010-09-03,,
7914,2365,2,2010-09-03,,
7915,2365,2,2010-09-03,,
7916,2360,2,2010-09-03,,
7917,2356,2,2010-09-04,,
7918,2287,2,2010-09-04,,
7919,2272,5,2010-09-04,291.0,
7920,1045,5,2010-09-04,291.0,
7921,2367,2,2010-09-04,,
7922,2287,2,2010-09-04,,
7923,726,2,2010-09-04,,
7924,738,2,2010-09-04,,
7925,2348,2,2010-09-04,,
7926,2171,5,2010-09-04,705.0,
7927,1051,2,2010-09-04,,
7928,2370,2,2010-09-04,,
7929,2370,5,2010-09-04,253.0,
7930,2358,2,2010-09-04,,
7931,2358,5,2010-09-04,253.0,
7932,2344,2,2010-09-04,,
7933,2344,5,2010-09-04,253.0,
7934,2245,2,2010-09-04,,
7935,2245,5,2010-09-04,253.0,
7936,2272,5,2010-09-04,961.0,
7937,2272,2,2010-09-04,,
7938,2281,2,2010-09-04,,
7939,2315,5,2010-09-04,253.0,
7940,2335,2,2010-09-04,,
7941,2335,5,2010-09-04,253.0,
7942,2131,2,2010-09-04,,
7943,2131,5,2010-09-04,253.0,
7944,2328,2,2010-09-04,,
7945,2328,5,2010-09-04,253.0,
7946,1087,2,2010-09-04,,
7947,152,2,2010-09-04,,
7948,1457,2,2010-09-04,,
7949,1010,2,2010-09-04,,
7950,722,2,2010-09-04,,
7951,177,2,2010-09-04,,
7952,899,2,2010-09-04,,
7954,2369,2,2010-09-04,,
7955,2245,5,2010-09-04,705.0,
7956,2371,2,2010-09-04,,
7957,2374,5,2010-09-04,930.0,
7958,833,2,2010-09-04,,
7959,904,2,2010-09-04,,
7960,812,2,2010-09-04,,
7961,2334,2,2010-09-04,,
7962,1097,2,2010-09-04,,
7963,2366,2,2010-09-04,,
7964,2358,2,2010-09-04,,
7965,2360,2,2010-09-04,,
7966,2340,1,2010-09-04,,
7967,1370,2,2010-09-04,,
7968,1668,2,2010-09-04,,
7969,2361,2,2010-09-04,,
7970,181,5,2010-09-04,955.0,
7971,2375,2,2010-09-04,,
7972,2374,2,2010-09-04,,
7973,2348,2,2010-09-04,,
7974,2351,2,2010-09-04,,
7975,2370,2,2010-09-04,,
7976,2358,2,2010-09-04,,
7977,2369,2,2010-09-04,,
7978,2356,2,2010-09-04,,
7979,2352,2,2010-09-04,,
7980,2350,2,2010-09-04,,
7981,638,2,2010-09-04,,
7982,654,2,2010-09-04,,
7983,2363,2,2010-09-04,,
7984,2369,2,2010-09-04,,
7985,2356,2,2010-09-04,,
7986,2374,2,2010-09-04,,
7987,1576,2,2010-09-04,,
7988,1584,2,2010-09-04,,
7989,612,2,2010-09-04,,
7990,849,2,2010-09-04,,
7991,710,2,2010-09-04,,
7992,1291,2,2010-09-04,,
7993,1294,2,2010-09-04,,
7994,2370,2,2010-09-04,,
7995,2111,2,2010-09-04,,
7996,2182,2,2010-09-04,,
7997,2183,2,2010-09-04,,
7998,2184,2,2010-09-04,,
7999,418,5,2010-09-04,930.0,
8000,418,2,2010-09-04,,
8001,450,2,2010-09-04,,
8002,1376,2,2010-09-04,,
8003,1397,2,2010-09-04,,
8004,1846,2,2010-09-04,,
8005,2376,2,2010-09-04,,
8006,2377,2,2010-09-05,,
8007,2371,2,2010-09-05,,
8009,2379,2,2010-09-05,,
8010,1,2,2010-09-05,,
8011,2218,2,2010-09-05,,
8012,2213,2,2010-09-05,,
8013,1532,2,2010-09-05,,
8014,1547,2,2010-09-05,,
8015,1551,2,2010-09-05,,
8016,2379,2,2010-09-05,,
8017,2380,2,2010-09-05,,
8018,2377,2,2010-09-05,,
8019,2348,2,2010-09-05,,
8020,2382,2,2010-09-05,,
8021,2380,2,2010-09-05,,
8022,12,2,2010-09-05,,
8023,387,2,2010-09-05,,
8024,19,2,2010-09-05,,
8025,70,2,2010-09-05,,
8026,201,2,2010-09-05,,
8027,296,2,2010-09-05,,
8028,351,2,2010-09-05,,
8029,291,2,2010-09-05,,
8030,27,2,2010-09-05,,
8031,467,2,2010-09-05,,
8032,2377,2,2010-09-05,,
8033,85,2,2010-09-05,,
8034,2350,5,2010-09-05,456.0,
8035,2386,3,2010-09-05,,
8036,2385,2,2010-09-05,,
8037,2344,5,2010-09-05,456.0,
8038,1805,5,2010-09-05,930.0,
8039,1805,2,2010-09-05,,
8040,2379,2,2010-09-05,,
8041,2385,2,2010-09-05,,
8042,2387,2,2010-09-05,,
8043,2387,1,2010-09-05,,
8044,2379,2,2010-09-05,,
8045,2380,3,2010-09-05,,
8046,2377,2,2010-09-05,,
8047,2389,2,2010-09-05,,
8048,2388,2,2010-09-05,,
8049,2379,5,2010-09-05,961.0,
8050,2379,2,2010-09-05,,
8051,2391,2,2010-09-05,,
8052,2390,2,2010-09-05,,
8053,2390,5,2010-09-05,705.0,
8054,2392,2,2010-09-05,,
8055,2387,2,2010-09-05,,
8058,2379,2,2010-09-05,,
8059,2386,2,2010-09-05,,
8060,2380,2,2010-09-05,,
8061,2379,2,2010-09-05,,
8062,2390,2,2010-09-05,,
8063,2377,2,2010-09-05,,
8064,2392,2,2010-09-05,,
8065,2397,2,2010-09-05,,
8066,2396,2,2010-09-05,,
8067,2390,2,2010-09-05,,
8068,2394,2,2010-09-05,,
8069,2386,2,2010-09-05,,
8073,1923,2,2010-09-05,,
8074,2398,2,2010-09-05,,
8075,1469,2,2010-09-05,,
8076,2084,2,2010-09-05,,
8077,934,2,2010-09-05,,
8078,1100,2,2010-09-05,,
8079,1222,2,2010-09-05,,
8080,2396,2,2010-09-05,,
8081,2379,2,2010-09-05,,
8082,322,2,2010-09-05,,
8084,2402,2,2010-09-06,,
8085,2401,2,2010-09-06,,
8086,2401,2,2010-09-06,,
8087,2394,2,2010-09-06,,
8088,2402,2,2010-09-06,,
8090,2384,2,2010-09-06,,
8091,2387,2,2010-09-06,,
8092,5,2,2010-09-06,,
8093,2404,2,2010-09-06,,
8094,2402,2,2010-09-06,,
8095,2379,2,2010-09-06,,
8096,2379,5,2010-09-06,253.0,
8097,2343,5,2010-09-06,223.0,
8098,2390,2,2010-09-06,,
8099,2394,2,2010-09-06,,
8100,2405,2,2010-09-06,,
8101,2348,5,2010-09-06,291.0,
8102,2405,2,2010-09-06,,
8103,2394,2,2010-09-06,,
8104,2403,2,2010-09-06,,
8105,2377,2,2010-09-06,,
8106,2401,5,2010-09-06,442.0,
8107,2406,2,2010-09-06,,
8108,2406,1,2010-09-06,,
8109,2345,2,2010-09-06,,
8110,2346,1,2010-09-06,,
8111,2359,2,2010-09-06,,
8112,2359,1,2010-09-06,,
8113,2394,2,2010-09-06,,
8114,1921,2,2010-09-06,,
8115,2406,2,2010-09-06,,
8116,2401,2,2010-09-06,,
8121,2402,2,2010-09-06,,
8122,2394,2,2010-09-06,,
8123,2409,2,2010-09-06,,
8124,2389,2,2010-09-06,,
8125,2407,2,2010-09-06,,
8126,2408,2,2010-09-06,,
8127,2385,2,2010-09-06,,
8128,2409,2,2010-09-06,,
8129,2406,2,2010-09-06,,
8130,2272,2,2010-09-06,,
8132,2287,2,2010-09-06,,
8133,2372,2,2010-09-06,,
8134,2373,2,2010-09-06,,
8135,2388,2,2010-09-06,,
8136,2389,2,2010-09-06,,
8137,125,2,2010-09-06,,
8138,446,2,2010-09-06,,
8139,126,2,2010-09-06,,
8140,127,2,2010-09-06,,
8141,1039,2,2010-09-06,,
8142,150,2,2010-09-06,,
8143,129,2,2010-09-06,,
8144,626,2,2010-09-06,,
8145,132,2,2010-09-06,,
8146,938,2,2010-09-06,,
8147,1036,2,2010-09-06,,
8148,2209,2,2010-09-06,,
8150,133,2,2010-09-06,,
8151,357,2,2010-09-06,,
8152,15,2,2010-09-06,,
8153,218,2,2010-09-06,,
8154,154,2,2010-09-06,,
8155,146,2,2010-09-06,,
8156,1079,2,2010-09-06,,
8158,1806,2,2010-09-06,,
8159,1805,2,2010-09-06,,
8160,2407,2,2010-09-06,,
8161,1927,2,2010-09-06,,
8162,2409,2,2010-09-06,,
8163,2410,2,2010-09-06,,
8164,2362,2,2010-09-06,,
8166,2411,2,2010-09-06,,
8168,2379,2,2010-09-06,,
8169,1799,5,2010-09-06,930.0,
8170,2412,2,2010-09-06,,
8171,2412,2,2010-09-06,,
8172,2410,5,2010-09-06,930.0,
8173,2410,2,2010-09-06,,
8174,2411,2,2010-09-06,,
8175,2410,2,2010-09-06,,
8176,2389,2,2010-09-06,,
8177,2411,2,2010-09-06,,
8178,2410,2,2010-09-06,,
8179,2411,1,2010-09-06,,
8180,2409,2,2010-09-06,,
8182,2379,2,2010-09-06,,
8183,2402,2,2010-09-06,,
8184,2411,2,2010-09-06,,
8185,2411,2,2010-09-06,,
8186,2394,2,2010-09-06,,
8187,2410,2,2010-09-06,,
8188,1299,2,2010-09-06,,
8189,2379,5,2010-09-06,919.0,
8190,2287,2,2010-09-06,,
8191,329,2,2010-09-06,,
8192,197,2,2010-09-06,,
8193,232,2,2010-09-06,,
8194,196,2,2010-09-06,,
8195,1495,2,2010-09-06,,
8196,1504,2,2010-09-06,,
8197,1497,2,2010-09-06,,
8198,1343,2,2010-09-06,,
8199,29,2,2010-09-06,,
8200,306,2,2010-09-06,,
8201,246,2,2010-09-06,,
8202,242,2,2010-09-06,,
8203,318,2,2010-09-06,,
8204,254,2,2010-09-06,,
8205,265,2,2010-09-06,,
8206,217,2,2010-09-06,,
8207,235,2,2010-09-06,,
8208,2138,2,2010-09-06,,
8209,363,2,2010-09-06,,
8210,191,2,2010-09-06,,
8211,2411,2,2010-09-06,,
8212,1947,2,2010-09-06,,
8213,1188,2,2010-09-06,,
8214,1056,2,2010-09-06,,
8215,2415,2,2010-09-06,,
8216,2421,2,2010-09-06,,
8217,2405,2,2010-09-06,,
8218,2406,2,2010-09-06,,
8219,2422,2,2010-09-06,,
8220,2420,2,2010-09-06,,
8221,2422,2,2010-09-06,,
8222,2056,2,2010-09-06,,
8223,2408,2,2010-09-06,,
8224,2411,2,2010-09-06,,
8225,2423,2,2010-09-06,,
8226,2395,2,2010-09-06,,
8227,2379,5,2010-09-06,187.0,
8228,2422,2,2010-09-06,,
8232,2428,2,2010-09-07,,
8233,2347,2,2010-09-07,,
8234,2353,2,2010-09-07,,
8235,178,2,2010-09-07,,
8236,14,2,2010-09-07,,
8237,42,2,2010-09-07,,
8238,28,2,2010-09-07,,
8239,1411,2,2010-09-07,,
8240,9,2,2010-09-07,,
8241,16,2,2010-09-07,,
8242,5,2,2010-09-07,,
8243,2428,2,2010-09-07,,
8244,2415,2,2010-09-07,,
8245,2431,2,2010-09-07,,
8246,2430,2,2010-09-07,,
8247,2432,2,2010-09-07,,
8248,2433,2,2010-09-07,,
8250,2425,2,2010-09-07,,
8251,2433,2,2010-09-07,,
8252,2432,2,2010-09-07,,
8253,72,2,2010-09-07,,
8254,2430,2,2010-09-07,,
8255,2422,2,2010-09-07,,
8256,755,2,2010-09-07,,
8257,748,2,2010-09-07,,
8258,967,2,2010-09-07,,
8259,737,2,2010-09-07,,
8260,783,2,2010-09-07,,
8261,1333,2,2010-09-07,,
8262,785,2,2010-09-07,,
8263,694,2,2010-09-07,,
8264,7,2,2010-09-07,,
8265,2422,2,2010-09-07,,
8266,2433,2,2010-09-07,,
8267,2432,2,2010-09-07,,
8268,2423,2,2010-09-07,,
8269,2431,2,2010-09-07,,
8270,2427,2,2010-09-07,,
8271,2434,2,2010-09-07,,
8272,2432,2,2010-09-07,,
8273,1282,2,2010-09-07,,
8274,1473,2,2010-09-07,,
8275,2422,2,2010-09-07,,
8276,1210,2,2010-09-07,,
8277,1558,2,2010-09-07,,
8278,429,2,2010-09-07,,
8279,267,2,2010-09-07,,
8280,271,2,2010-09-07,,
8281,1478,2,2010-09-07,,
8282,12,2,2010-09-07,,
8283,2375,1,2010-09-07,,
8284,2435,2,2010-09-07,,
8285,1741,2,2010-09-07,,
8286,2439,2,2010-09-07,,
8287,2425,2,2010-09-07,,
8288,2439,2,2010-09-07,,
8289,2440,2,2010-09-07,,
8290,2439,2,2010-09-07,,
8291,2440,2,2010-09-07,,
8292,2436,2,2010-09-07,,
8295,2440,2,2010-09-07,,
8296,1609,2,2010-09-07,,
8297,2440,2,2010-09-07,,
8298,2246,1,2010-09-07,,
8299,2412,2,2010-09-07,,
8300,2411,2,2010-09-07,,
8301,2428,2,2010-09-07,,
8302,2442,2,2010-09-07,,
8303,2441,2,2010-09-07,,
8304,2441,2,2010-09-07,,
8305,2442,2,2010-09-07,,
8306,2425,2,2010-09-07,,
8307,2427,2,2010-09-07,,
8308,393,2,2010-09-07,,
8310,2425,2,2010-09-07,,
8311,2446,2,2010-09-07,,
8312,2447,2,2010-09-07,,
8313,2445,2,2010-09-07,,
8315,2429,2,2010-09-07,,
8316,2442,2,2010-09-07,,
8317,423,2,2010-09-07,,
8318,423,5,2010-09-07,1084.0,
8319,2448,2,2010-09-07,,
8320,2435,2,2010-09-07,,
8321,2448,2,2010-09-07,,
8322,2443,2,2010-09-07,,
8323,2424,2,2010-09-07,,
8324,2391,2,2010-09-07,,
8325,2423,2,2010-09-07,,
8326,2449,2,2010-09-07,,
8327,2443,2,2010-09-07,,
8328,2391,2,2010-09-07,,
8329,1162,2,2010-09-07,,
8330,1019,2,2010-09-07,,
8331,1018,2,2010-09-07,,
8332,1021,2,2010-09-07,,
8333,1020,2,2010-09-07,,
8334,534,2,2010-09-07,,
8335,1195,2,2010-09-07,,
8336,1418,2,2010-09-07,,
8337,161,2,2010-09-07,,
8338,1195,2,2010-09-07,,
8339,1418,2,2010-09-07,,
8340,2449,2,2010-09-07,,
