query,type,expected,correct context,names,skip,response,retrieved_docs
Germanies total emissons for 2024,function,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for retrieving Germany's total emissions for 2024 is:

**Function Name:** retrieve  
**Description:** Retrieves the specified data product, takes the data product's name and a list of requested columns as arguments.  
**Filter Dict:** [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]","[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:max\nbase_api: http://127.0.0.1:5200/max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\nfilter_dict: [{'columns': 'a list of columns for hich the maximum should be retrieved'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:combine\nbase_api: http://127.0.0.1:5200/combine\ndescription: Combines two data products into one based on provided columns types and values\nfilter_dict: [{'type': 'weather the values should be equal or not'}, {'columns': 'a list of columns based on which the data products should be combined'}, {'values': 'specific values used for the combination, if None the whole row is used'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
"Sweden, Norveigen and Finnlands per capita Co2 emissions according to the newest data",function,,,,True,[''],['']
The ten countries with the highest per GDP emissions for 2007,function,,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** max  
**Description:** Retrieves the maximum value for a list of specified columns in a dataframe. This function can be used to find the countries with the highest per GDP emissions by specifying the relevant columns for emissions and GDP.  
**Base API:** http://127.0.0.1:5200/max  
**Filter Dict:** [{'columns': 'a list of columns for which the maximum should be retrieved'}]","[""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:max\nbase_api: http://127.0.0.1:5200/max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\nfilter_dict: [{'columns': 'a list of columns for hich the maximum should be retrieved'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n"", ""function name:combine\nbase_api: http://127.0.0.1:5200/combine\ndescription: Combines two data products into one based on provided columns types and values\nfilter_dict: [{'type': 'weather the values should be equal or not'}, {'columns': 'a list of columns based on which the data products should be combined'}, {'values': 'specific values used for the combination, if None the whole row is used'}]\n""]"
The Co2 data for Arubas building sector where the emissions are between 0.02 and 0.03,function,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Description:** filters a data product based on the provided filterdict, it filters row wise keeping all input columns.  
**Filter_dict:** [{'condition': 'a dict with the corresponding columns and their values'}]  
**Example Condition:** {'condition': {'sector': 'building', 'emissions': {'min': 0.02, 'max': 0.03}}}","[""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:combine\nbase_api: http://127.0.0.1:5200/combine\ndescription: Combines two data products into one based on provided columns types and values\nfilter_dict: [{'type': 'weather the values should be equal or not'}, {'columns': 'a list of columns based on which the data products should be combined'}, {'values': 'specific values used for the combination, if None the whole row is used'}]\n"", ""function name:max\nbase_api: http://127.0.0.1:5200/max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\nfilter_dict: [{'columns': 'a list of columns for hich the maximum should be retrieved'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
The GWP_100_AR5_GHG data per region and sector decrasing,function,,"[""function name:getRows\ndescription: Retrieves specififed data rows in a list format\n"",""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]","[“getRows”,“filter”]",False,"The most fitting function for your problem is:

**Function Name:** sortby  
**Description:** sorts the data based on the provided columns and allows you to specify whether the sorting should be in ascending or descending order. You can use this function to sort the GWP_100_AR5_GHG data by region and sector in descending order.  
**Filter_dict:** [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]","[""function name:retrieve\nbase_api: http://127.0.0.1:5200/retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\nfilter_dict: [{'product': 'api of the data product'}, {'columns': 'list of columns to retrieve'}]\n"", ""function name:sum\nbase_api: http://127.0.0.1:5200/sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\nfilter_dict: [{'group_by': 'a list of coulmns in the dataframe, can be None'}, {'columns': 'a list of columns for hicht the sum should be calculated, cant be None'}]\n"", ""function name:sortby\nbase_api: http://127.0.0.1:5200/sortby\ndescription: sorts the data based on a the provided columns and\nfilter_dict: [{'columns': 'a column on which the sorting is based on'}, {'ascending': 'True if the data is sorted ascending, False for descending'}]\n"", ""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n"", ""function name:combine\nbase_api: http://127.0.0.1:5200/combine\ndescription: Combines two data products into one based on provided columns types and values\nfilter_dict: [{'type': 'weather the values should be equal or not'}, {'columns': 'a list of columns based on which the data products should be combined'}, {'values': 'specific values used for the combination, if None the whole row is used'}]\n"", ""function name:max\nbase_api: http://127.0.0.1:5200/max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\nfilter_dict: [{'columns': 'a list of columns for hich the maximum should be retrieved'}]\n"", ""function name:getNRows\nbase_api: http://127.0.0.1:5200/getNRows\ndescription: returns either the top or bottom N rows\nfilter_dict: [{'top': 'either True or False, if True return the top rows if False returns the bottom Rows'}, {'n': 'Number of rows to be returned'}]\n""]"
"The country with the highest total emission for the 2021,2023 and 2024 EDGAR emission report",function,,,,True,[''],['']
Germanies average per GDP emissions according to the second version of the EDGAR emission report,function,,,,True,[''],['']
All Customers between 30 and 50 years old,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** retrieve  
**Description:** retrieves the specified data product, takes the data product's name and a list of requested columns as arguments. This function can be used to filter customers based on age criteria by specifying the relevant columns. 

The second fitting function could be:

**Function Name:** sortby  
**Description:** sorts the data based on the provided columns. This can help in organizing the customer data after retrieval based on age.","['function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n', 'function name:combine\ndescription: Combines two data products into one based on provided columns types and values\n']"
Amount of book sales per mall,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n"",""function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n""]","[“filter”,“sum”]",False,"The most fitting function for your problem is:

**Function Name:** `sum`  
**Description:** Calculates the sum of a dataframe based on a list of group_by columns, which can be used to aggregate the total book sales per mall by grouping the sales data by mall and summing the sales amounts.","['function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
"From the sales data I would like to know the total amount of money spent per category of available items, from Females over 38",function_text,,"[""function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n"",""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n]","[“sum”,“filter”]",False,"The most fitting function for your problem is:

**Function Name:** sum  
**Description:** Calculates the sum of a dataframe based on a list of group_by columns and filters the data to include only sales from Females over 38, allowing you to determine the total amount of money spent per category of available items.","['function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
All sales from customers who paind in cash,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** retrieve  
**Description:** Retrieves the specified data product, takes the data product's name and a list of requested columns as arguments. 

This function can be used to filter and retrieve sales data specifically for customers who paid in cash.","['function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:getRows\ndescription: Retrieves specififed data rows in a list format\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
All customer data of customers who shopped in the mall with the highest turnover,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** retrieve  
**Description:** retrieves the specified data product, takes the data products name and a list of requested columns as arguments. 

This function can be used to obtain all customer data related to the customers who shopped in the mall with the highest turnover by specifying the appropriate data product and columns.","['function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
The capital good consumer prices for 2024,function_text,,,,True,[''],['']
Durabale goods consumer prices for Austria,function_text,,,,True,[''],['']
capital and durable goods prices for Germany,function_text,,,,True,[''],['']
Germanies total emissons for 2024,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"Most fitting function: sum  
Description: Calculates the sum of a dataframe based on a list of group_by columns, which can be used to aggregate Germany's total emissions for 2024.","['function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:combine\ndescription: Combines two data products into one based on provided columns types and values\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n', 'function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n']"
"Sweden, Norveigen and Finnlands per capita Co2 emissions according to the newest data",function_text,,,,False,"The most fitting function for your problem is:

**Function Name:** retrieve  
**Description:** retrieves the specified data product, takes the data products name and a list of requested columns as arguments.","['function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:combine\ndescription: Combines two data products into one based on provided columns types and values\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
The ten countries with the highest per GDP emissions for 2007,function_text,,"[""function name:filter\nbase_api: http://127.0.0.1:5200/filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\nfilter_dict: [{'condition': 'a dict ith the corresponding columns and their values'}]\nexample: {'condition':{'location':'berlin','year':{'min':2002,'max':2007}}\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** sortby  
**Description:** sorts the data based on the provided columns and can be used to arrange the countries by their per GDP emissions for the year 2007, allowing you to easily identify the top ten countries.","['function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
The Co2 data for Arubas building sector where the emissions are between 0.02 and 0.03,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Description:** filters a data product based on the provided filterdict, it filters row wise keeping all input columns.","['function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n']"
The GWP_100_AR5_GHG data per region and sector decrasing,function_text,,"[""function name:getRows\ndescription: Retrieves specififed data rows in a list format\n"",""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]","[“getRows”,“filter”]",False,"The most fitting function for your problem is:

**Function Name:** sortby  
**Description:** sorts the data based on the provided columns.","['function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n']"
"The country with the highest total emission for the 2021,2023 and 2024 EDGAR emission report",function_text,,,,True,[''],['']
Germanies average per GDP emissions according to the second version of the EDGAR emission report,function_text,,,,True,[''],['']
filter for customers aged between 30 and 50,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for your problem is:

Function name: filter  
Description: filters a data product based on the provided filterdict, it filters row wise keeping all input columns.","['function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
filter sales data for book sales,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for filtering sales data for book sales is:

Function name: filter  
Description: filters a data product based on the provided filterdict, it filters row wise keeping all input columns.","['function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
group filtered data by mall,function_text,,,,True,[''],['']
compute total book sales for each mall,function_text,,"[""function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n""]",[“sum”],False,"The most fitting function for computing total book sales for each mall is:

Function name: sum  
Description: Calculates the sum of a dataframe based on a list of group_by columns, which can be used to aggregate total book sales for each mall by grouping the data by mall and summing the sales figures.","['function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
filter sales data for items purchased by females over 38,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Description:** filters a data product based on the provided filterdict, it filters row wise keeping all input columns.","['function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n']"
compute total amount of money spent per category from the combined data,function_text,,"[""function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n""]",[“sum”],False,"The most fitting function for your problem is:

**Function Name:** `sum`  
**Description:** Calculates the sum of a dataframe based on a list of group_by columns, which can be used to compute the total amount of money spent per category from the combined data.","['function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:combine\ndescription: Combines two data products into one based on provided columns types and values\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
filter for sales where payment method is cash,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Description:** filters a data product based on the provided filterdict, it filters row wise keeping all input columns.","['function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
filter for customers who shopped in that mall,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for your problem is:

function name:filter  
description: filters a data product based on the provided filterdict, it filters row wise keeping all input columns.","['function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:getRows\ndescription: Retrieves specififed data rows in a list format\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
filter GHG totals data for the years 2000 to 2009,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Description:** filters a data product based on the provided filterdict, it filters row wise keeping all input columns.","['function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:combine\ndescription: Combines two data products into one based on provided columns types and values\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
compute the total emissions for Germany during the 2000s,function_text,,,,True,[''],['']
filter the data for emissions between 0.02 and 0.03,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Description:** filters a data product based on the provided filterdict, it filters row wise keeping all input columns.","['function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n']"
"extract relevant columns: Substance, Sector, EDGAR Country Code, Country, and emissions data for the years",function_text,,"[""function name:getRows\ndescription: Retrieves specififed data rows in a list format\n""]",[“getRows”],False,"The most fitting function for your problem is:

**Function Name:** retrieve  
**Description:** retrieves the specified data product, takes the data products name and a list of requested columns as arguments.","['function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n']"
filter GHG_by_sector_and_country data by region and sector,function_text,,"[""function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n""]",[“filter”],False,"The most fitting function for your problem is:

**Function Name:** filter  
**Description:** filters a data product based on the provided filterdict, it filters row wise keeping all input columns.","['function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:filter\ndescription: filters a data product based on the provided filterdict, it filters row wise keeping all input columns\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
compute the decreasing trend of GHG emissions per region and sector,function_text,,"[""function name:sortby\ndescription: sorts the data based on a the provided columns and\n""]",[“sortby”],False,"The most fitting function for your problem is:

**Function Name:** sum  
**Description:** Calculates the sum of a dataframe based on a list of group_by columns, which can be used to aggregate GHG emissions data by region and sector, allowing for the analysis of trends over time.","['function name:sum\ndescription: Calcuates the sum of a dataframe based on a list of group_by columns and\n', 'function name:sortby\ndescription: sorts the data based on a the provided columns and\n', 'function name:max\ndescription: Retrieves the maximum value for a list of specified columns in a dataframe\n', 'function name:retrieve\ndescription: retrieves the specified data product, takes the data products name and a list of requested columns as arguments\n', 'function name:combine\ndescription: Combines two data products into one based on provided columns types and values\n', 'function name:getNRows\ndescription: returns either the top or bottom N rows\n']"
