query_id,entity,rel_score
SemSearch_LS-33,<dbpedia:Canadian_postal_abbreviations_for_provinces_and_territories>,1
SemSearch_LS-33,<dbpedia:Canadian_provinces_without_major_sports_teams>,1
SemSearch_LS-33,<dbpedia:Canoe_Island_(Northwest_Territories)>,1
SemSearch_LS-33,<dbpedia:Census_geographic_units_of_Canada>,1
SemSearch_LS-33,<dbpedia:Demographics_of_Northwest_Territories>,1
SemSearch_LS-33,<dbpedia:District_of_Saskatchewan>,2
SemSearch_LS-33,<dbpedia:Districts_of_the_Northwest_Territories>,1
SemSearch_LS-33,<dbpedia:Eatonia>,1
SemSearch_LS-33,<dbpedia:Emerald_Isle_(Northwest_Territories)>,1
SemSearch_LS-33,<dbpedia:Former_colonies_and_territories_in_Canada>,1
SemSearch_LS-33,<dbpedia:Geography_of_Northwest_Territories>,1
SemSearch_LS-33,<dbpedia:History_of_Northwest_Territories_capital_cities>,1
SemSearch_LS-33,<dbpedia:History_of_the_Northwest_Territories>,1
SemSearch_LS-33,<dbpedia:Index_of_Canada-related_articles>,1
SemSearch_LS-33,<dbpedia:Language_policies_of_Canada's_provinces_and_territories>,1
SemSearch_LS-33,<dbpedia:Linaluk_Island>,1
SemSearch_LS-33,<dbpedia:List_of_Canadian_provinces_and_territories'_largest_municipalities>,2
SemSearch_LS-33,<dbpedia:List_of_Canadian_provinces_and_territories_by_Human_Development_Index>,2
SemSearch_LS-33,<dbpedia:List_of_Canadian_provinces_and_territories_by_area>,2
SemSearch_LS-33,<dbpedia:List_of_Canadian_provinces_and_territories_by_gross_domestic_product>,1
SemSearch_LS-33,<dbpedia:List_of_Canadian_provinces_and_territories_by_population>,2
SemSearch_LS-33,<dbpedia:List_of_Canadian_provinces_by_unemployment_rate>,1
SemSearch_LS-33,<dbpedia:List_of_Canadian_provincial_and_territorial_name_etymologies>,1
SemSearch_LS-33,<dbpedia:List_of_Canadian_provincial_and_territorial_symbols>,1
SemSearch_LS-33,<dbpedia:List_of_highest_points_of_Canadian_provinces_and_territories>,1
SemSearch_LS-33,<dbpedia:List_of_proposed_provinces_and_territories_of_Canada>,2
SemSearch_LS-33,<dbpedia:List_of_villages_in_Canada>,1
SemSearch_LS-33,<dbpedia:Lutselk'e>,1
SemSearch_LS-33,<dbpedia:Manitoba>,2
SemSearch_LS-33,"<dbpedia:Mattawan,_Ontario>",2
SemSearch_LS-33,<dbpedia:New_Brunswick>,1
SemSearch_LS-33,<dbpedia:Newfoundland_and_Labrador>,2
SemSearch_LS-33,<dbpedia:Northern_Canada>,1
SemSearch_LS-33,<dbpedia:Northwest_Territories>,2
SemSearch_LS-33,<dbpedia:Nova_Scotia>,2
SemSearch_LS-33,<dbpedia:Nunavut>,1
SemSearch_LS-33,<dbpedia:Ontario>,2
SemSearch_LS-33,<dbpedia:Outline_of_Alberta>,2
SemSearch_LS-33,<dbpedia:Outline_of_Canada>,1
SemSearch_LS-33,<dbpedia:Prince_Edward_Island>,2
SemSearch_LS-33,<dbpedia:Provinces_and_territories_of_Canada>,2
SemSearch_LS-33,<dbpedia:Quebec>,2
SemSearch_LS-33,<dbpedia:Saskatchewan>,2
SemSearch_LS-33,"<dbpedia:South_View,_Alberta>",1
SemSearch_LS-33,<dbpedia:Stellarton>,1
SemSearch_LS-33,<dbpedia:Territorial_evolution_of_Canada>,1
SemSearch_LS-33,"<dbpedia:Theodore,_Saskatchewan>",1
SemSearch_LS-33,<dbpedia:Tsiigehtchic>,1
SemSearch_LS-33,"<dbpedia:Weldon,_Saskatchewan>",1
SemSearch_LS-33,<dbpedia:Western_Canada>,1
SemSearch_LS-33,<dbpedia:Whatì>,1
SemSearch_LS-33,<dbpedia:Yukon>,1
SemSearch_LS-34,<dbpedia:Body_Talk_(Ratt_song)>,1
SemSearch_LS-34,<dbpedia:Collage_(Ratt_album)>,2
SemSearch_LS-34,<dbpedia:Dance_(Ratt_song)>,1
SemSearch_LS-34,<dbpedia:Dancing_Undercover>,2
SemSearch_LS-34,<dbpedia:Detonator_(album)>,2
SemSearch_LS-34,<dbpedia:Fueler>,1
SemSearch_LS-34,<dbpedia:I_Want_a_Woman>,2
SemSearch_LS-34,<dbpedia:Infestation_(album)>,2
SemSearch_LS-34,<dbpedia:Invasion_of_Your_Privacy>,1
SemSearch_LS-34,<dbpedia:Joey_Cristofanilli>,1
SemSearch_LS-34,<dbpedia:John_Corabi>,1
SemSearch_LS-34,<dbpedia:Lovin'_You's_a_Dirty_Job>,1
SemSearch_LS-34,<dbpedia:Out_of_the_Cellar>,2
SemSearch_LS-34,<dbpedia:Ratt>,1
SemSearch_LS-34,<dbpedia:Ratt_&_Roll_81–91>,1
SemSearch_LS-34,<dbpedia:Ratt_(EP)>,1
SemSearch_LS-34,<dbpedia:Ratt_(album)>,1
SemSearch_LS-34,<dbpedia:Ratt_discography>,2
SemSearch_LS-34,<dbpedia:Reach_for_the_Sky_(Ratt_album)>,1
SemSearch_LS-34,<dbpedia:Slip_of_the_Lip>,1
SemSearch_LS-34,<dbpedia:Tell_the_World:_The_Very_Best_of_Ratt>,2
SemSearch_LS-34,<dbpedia:The_Garage_Tape_Dayz_78–81>,2
SemSearch_LS-34,<dbpedia:Wanted_Man_(Ratt_song)>,1
SemSearch_LS-34,<dbpedia:Way_Cool_Jr.>,1
SemSearch_LS-34,<dbpedia:You_Think_You're_Tough>,1
SemSearch_LS-35,<dbpedia:1974_Yugoslav_Constitution>,1
SemSearch_LS-35,<dbpedia:Accession_of_Macedonia_to_the_European_Union>,1
SemSearch_LS-35,<dbpedia:Belgrade>,1
SemSearch_LS-35,<dbpedia:Bosnia_and_Herzegovina>,2
SemSearch_LS-35,<dbpedia:Breakup_of_Yugoslavia>,1
SemSearch_LS-35,<dbpedia:Constitution_of_Yugoslavia>,1
SemSearch_LS-35,<dbpedia:Croats>,1
SemSearch_LS-35,<dbpedia:Demographics_of_the_Socialist_Federal_Republic_of_Yugoslavia>,2
SemSearch_LS-35,<dbpedia:Economy_of_the_Socialist_Federal_Republic_of_Yugoslavia>,1
SemSearch_LS-35,<dbpedia:Flag_of_the_Federation_of_Bosnia_and_Herzegovina>,1
SemSearch_LS-35,<dbpedia:History_of_Republika_Srpska>,1
SemSearch_LS-35,<dbpedia:Independence_of_Croatia>,2
SemSearch_LS-35,<dbpedia:List_of_heads_of_state_of_Yugoslavia>,1
SemSearch_LS-35,<dbpedia:Macedonia_naming_dispute>,1
SemSearch_LS-35,<dbpedia:Montenegro>,1
SemSearch_LS-35,<dbpedia:Parliament_of_Yugoslavia>,1
SemSearch_LS-35,<dbpedia:Republic_of_Macedonia>,1
SemSearch_LS-35,<dbpedia:Republic_of_Serbia_(1992–2006)>,2
SemSearch_LS-35,<dbpedia:Republic_of_Vevčani>,1
SemSearch_LS-35,<dbpedia:Serbia_and_Montenegro>,2
SemSearch_LS-35,<dbpedia:Serbs>,1
SemSearch_LS-35,<dbpedia:Social_Democratic_Union_of_Macedonia>,1
SemSearch_LS-35,<dbpedia:Socialist_Autonomous_Province_of_Kosovo>,1
SemSearch_LS-35,<dbpedia:Socialist_Federal_Republic_of_Yugoslavia>,2
SemSearch_LS-35,<dbpedia:Socialist_Republic_of_Bosnia_and_Herzegovina>,2
SemSearch_LS-35,<dbpedia:Socialist_Republic_of_Croatia>,1
SemSearch_LS-35,<dbpedia:Socialist_Republic_of_Montenegro>,1
SemSearch_LS-35,<dbpedia:Socialist_Republic_of_Serbia>,1
SemSearch_LS-35,<dbpedia:Socialist_Republic_of_Slovenia>,1
SemSearch_LS-35,<dbpedia:Timeline_of_Yugoslav_breakup>,1
SemSearch_LS-35,<dbpedia:Vardar_Macedonia>,1
SemSearch_LS-35,<dbpedia:Yugoslav_Wars>,1
SemSearch_LS-35,<dbpedia:Yugoslavia>,1
SemSearch_LS-36,<dbpedia:1959_in_Cuba>,1
SemSearch_LS-36,<dbpedia:26th_of_July_Movement>,1
SemSearch_LS-36,<dbpedia:Abel_Santamaría>,2
SemSearch_LS-36,<dbpedia:Abelardo_Colomé_Ibarra>,1
SemSearch_LS-36,<dbpedia:Battle_of_La_Plata>,1
SemSearch_LS-36,<dbpedia:Battle_of_Yaguajay>,1
SemSearch_LS-36,<dbpedia:Camilo_Cienfuegos>,1
SemSearch_LS-36,<dbpedia:Carlos_Manuel_Piedra>,2
SemSearch_LS-36,<dbpedia:Celia_Sánchez>,1
SemSearch_LS-36,<dbpedia:Che_Guevara>,2
SemSearch_LS-36,<dbpedia:Communist_Party_of_Cuba>,1
SemSearch_LS-36,<dbpedia:Cuban_Democratic_Revolutionary_Front>,1
SemSearch_LS-36,<dbpedia:Cuban_Revolution>,2
SemSearch_LS-36,<dbpedia:Cuban_Revolutionary_Armed_Forces>,1
SemSearch_LS-36,<dbpedia:Fidel_Castro>,2
SemSearch_LS-36,<dbpedia:Fidel_Castro_in_the_Cuban_Revolution>,2
SemSearch_LS-36,<dbpedia:Gustavo_Arcos>,2
SemSearch_LS-36,<dbpedia:Humberto_Sorí_Marin>,2
SemSearch_LS-36,<dbpedia:Isidoro_Malmierca_Peoli>,2
SemSearch_LS-36,<dbpedia:José_Antonio_Echeverría>,1
SemSearch_LS-36,<dbpedia:Juan_Almeida_Bosque>,2
SemSearch_LS-36,<dbpedia:Manuel_Ray_Rivero>,2
SemSearch_LS-36,<dbpedia:Manuel_Urrutia_Lleó>,2
SemSearch_LS-36,<dbpedia:Mario_Chanes_de_Armas>,1
SemSearch_LS-36,<dbpedia:Norberto_Collado_Abreu>,2
SemSearch_LS-36,<dbpedia:Osvaldo_Dorticós_Torrado>,1
SemSearch_LS-36,<dbpedia:Politics_of_Cuba>,1
SemSearch_LS-36,<dbpedia:Prensa_Latina>,1
SemSearch_LS-36,<dbpedia:Raúl_Roa_García>,1
SemSearch_LS-36,<dbpedia:Roberto_Agramonte>,1
SemSearch_LS-36,<dbpedia:Rolando_Cubela_Secades>,1
SemSearch_LS-36,<dbpedia:Vilma_Espín>,2
SemSearch_LS-36,<dbpedia:War_against_the_Bandits>,1
SemSearch_LS-36,<dbpedia:William_Alexander_Morgan>,2
SemSearch_LS-37,<dbpedia:Ackermann_set_theory>,1
SemSearch_LS-37,<dbpedia:Alternative_set_theory>,2
SemSearch_LS-37,<dbpedia:Axiom>,1
SemSearch_LS-37,<dbpedia:Axiom_of_countable_choice>,1
SemSearch_LS-37,<dbpedia:Axiom_of_determinacy>,1
SemSearch_LS-37,<dbpedia:Axiom_of_empty_set>,2
SemSearch_LS-37,<dbpedia:Axiom_of_extensionality>,1
SemSearch_LS-37,<dbpedia:Axiom_of_global_choice>,1
SemSearch_LS-37,<dbpedia:Axiom_of_infinity>,1
SemSearch_LS-37,<dbpedia:Axiom_of_pairing>,1
SemSearch_LS-37,<dbpedia:Axiom_of_real_determinacy>,1
SemSearch_LS-37,<dbpedia:Axiom_of_union>,1
SemSearch_LS-37,<dbpedia:Axiom_schema>,2
SemSearch_LS-37,<dbpedia:Axiom_schema_of_replacement>,2
SemSearch_LS-37,<dbpedia:Axiom_schema_of_specification>,2
SemSearch_LS-37,<dbpedia:Constructive_set_theory>,1
SemSearch_LS-37,<dbpedia:Countable_set>,1
SemSearch_LS-37,<dbpedia:General_set_theory>,1
SemSearch_LS-37,<dbpedia:Gluing_axiom>,1
SemSearch_LS-37,<dbpedia:Ground_axiom>,1
SemSearch_LS-37,<dbpedia:Internal_set_theory>,1
SemSearch_LS-37,<dbpedia:Kripke–Platek_set_theory>,2
SemSearch_LS-37,<dbpedia:List_of_axioms>,1
SemSearch_LS-37,<dbpedia:List_of_first-order_theories>,1
SemSearch_LS-37,<dbpedia:Morse–Kelley_set_theory>,1
SemSearch_LS-37,<dbpedia:Non-well-founded_set_theory>,1
SemSearch_LS-37,<dbpedia:Semiset>,1
SemSearch_LS-37,<dbpedia:Set_Theory:_An_Introduction_to_Independence_Proofs>,1
SemSearch_LS-37,<dbpedia:Set_theory>,1
SemSearch_LS-37,<dbpedia:Tarski–Grothendieck_set_theory>,1
SemSearch_LS-37,<dbpedia:Timeline_of_category_theory_and_related_mathematics>,1
SemSearch_LS-37,<dbpedia:Von_Neumann–Bernays–Gödel_set_theory>,1
SemSearch_LS-37,<dbpedia:Wightman_axioms>,1
SemSearch_LS-38,<dbpedia:Arkansas>,2
SemSearch_LS-38,<dbpedia:Oklahoma_State_Highway_4>,1
SemSearch_LS-38,<dbpedia:Oklahoma_State_Highway_51>,1
SemSearch_LS-38,<dbpedia:Territorial_evolution_of_the_United_States>,1
SemSearch_LS-38,<dbpedia:Texas>,2
SemSearch_LS-38,"<dbpedia:Texhoma,_Oklahoma>",1
SemSearch_LS-38,"<dbpedia:Texhoma,_Texas>",1
SemSearch_LS-39,<dbpedia:Amathus>,2
SemSearch_LS-39,<dbpedia:Ancient_Greece>,1
SemSearch_LS-39,<dbpedia:Ancient_history_of_Cyprus>,1
SemSearch_LS-39,<dbpedia:Arsinoe_(Southwest_Cyprus)>,1
SemSearch_LS-39,<dbpedia:Chytri>,2
SemSearch_LS-39,<dbpedia:Crete>,1
SemSearch_LS-39,<dbpedia:Cyprus>,1
SemSearch_LS-39,<dbpedia:Famagusta>,1
SemSearch_LS-39,<dbpedia:Idalium>,2
SemSearch_LS-39,<dbpedia:Kingdom_of_Cyprus>,1
SemSearch_LS-39,<dbpedia:Kition>,2
SemSearch_LS-39,<dbpedia:Kourion>,1
SemSearch_LS-39,<dbpedia:Kyrenia>,2
SemSearch_LS-39,<dbpedia:Lapithos>,1
SemSearch_LS-39,<dbpedia:Ledra>,2
SemSearch_LS-39,<dbpedia:List_of_ancient_Greek_cities>,1
SemSearch_LS-39,"<dbpedia:Marion,_Cyprus>",1
SemSearch_LS-39,<dbpedia:Nicocles_(Salamis)>,1
SemSearch_LS-39,<dbpedia:Paphos>,1
SemSearch_LS-39,<dbpedia:Praxander>,1
SemSearch_LS-39,<dbpedia:Roman_Cyprus>,1
SemSearch_LS-39,"<dbpedia:Salamis,_Cyprus>",1
SemSearch_LS-39,<dbpedia:Tamassos>,2
SemSearch_LS-39,<dbpedia:Ten_city-kingdoms_of_Cyprus>,2
SemSearch_LS-4,<dbpedia:Adolf_Hitler>,1
SemSearch_LS-4,<dbpedia:Allied_Commission>,1
SemSearch_LS-4,<dbpedia:Allies_of_World_War_II>,1
SemSearch_LS-4,<dbpedia:American_propaganda_during_World_War_II>,1
SemSearch_LS-4,<dbpedia:Anglo-Soviet_invasion_of_Iran>,1
SemSearch_LS-4,<dbpedia:Anti-Comintern_Pact>,1
SemSearch_LS-4,<dbpedia:Axis_&_Allies:_Pacific>,1
SemSearch_LS-4,<dbpedia:Axis_&_Allies>,1
SemSearch_LS-4,<dbpedia:Axis_occupation_of_Serbia>,1
SemSearch_LS-4,<dbpedia:Axis_occupation_of_Vojvodina>,1
SemSearch_LS-4,<dbpedia:Axis_power_negotiations_on_the_division_of_Asia_during_World_War_II>,2
SemSearch_LS-4,<dbpedia:Axis_powers>,2
SemSearch_LS-4,<dbpedia:Battle_of_Crete>,1
SemSearch_LS-4,<dbpedia:Battle_of_Gazala>,1
SemSearch_LS-4,<dbpedia:Battle_of_the_Mediterranean>,1
SemSearch_LS-4,<dbpedia:Belarusian_collaborationism_with_the_Axis_powers>,1
SemSearch_LS-4,<dbpedia:Collaboration_with_the_Axis_Powers_during_World_War_II>,1
SemSearch_LS-4,<dbpedia:Empire_of_Japan>,2
SemSearch_LS-4,<dbpedia:European_theatre_of_World_War_II>,1
SemSearch_LS-4,<dbpedia:Expansion_operations_and_planning_of_the_Axis_Powers>,1
SemSearch_LS-4,<dbpedia:First_Russian_National_Army>,1
SemSearch_LS-4,<dbpedia:Foreign_relations_of_the_Axis_powers>,1
SemSearch_LS-4,<dbpedia:Hypothetical_Axis_victory_in_World_War_II>,1
SemSearch_LS-4,<dbpedia:Index_of_World_War_II_articles_(A)>,1
SemSearch_LS-4,<dbpedia:Index_of_World_War_II_articles_(C)>,1
SemSearch_LS-4,<dbpedia:Invasion_of_Normandy>,1
SemSearch_LS-4,<dbpedia:Invasion_of_Yugoslavia>,1
SemSearch_LS-4,<dbpedia:Military_history_of_Finland_during_World_War_II>,1
SemSearch_LS-4,<dbpedia:Military_production_during_World_War_II>,1
SemSearch_LS-4,<dbpedia:Nazi_Germany>,2
SemSearch_LS-4,<dbpedia:Operation_Zahnarzt>,1
SemSearch_LS-4,<dbpedia:Outline_of_World_War_II>,1
SemSearch_LS-4,<dbpedia:Pacific_War>,1
SemSearch_LS-4,<dbpedia:Reichskommissariat_Ukraine>,1
SemSearch_LS-4,<dbpedia:Russian_collaborationism_with_the_Axis_powers>,1
SemSearch_LS-4,<dbpedia:Siege_of_Sevastopol_(1941–42)>,1
SemSearch_LS-4,<dbpedia:Spain_and_World_War_II>,1
SemSearch_LS-4,<dbpedia:Tripartite_Pact>,1
SemSearch_LS-4,<dbpedia:Ukrainian_collaborationism_with_the_Axis_powers>,1
SemSearch_LS-4,<dbpedia:World_War_II>,1
SemSearch_LS-4,<dbpedia:World_War_II_by_country>,1
SemSearch_LS-4,<dbpedia:World_War_II_in_Yugoslavia>,1
SemSearch_LS-4,<dbpedia:World_War_II_persecution_of_Serbs>,1
SemSearch_LS-4,<dbpedia:World_War_II_political_cartoons>,1
SemSearch_LS-40,<dbpedia:Massachusetts>,2
SemSearch_LS-40,<dbpedia:Virginia>,2
SemSearch_LS-41,<dbpedia:'Abd_Allah_ibn_'Amr_ibn_al-'As>,1
SemSearch_LS-41,<dbpedia:Ammar_ibn_Yasir>,2
SemSearch_LS-41,<dbpedia:Hashim_ibn_Utbah>,1
SemSearch_LS-41,<dbpedia:Julaybib>,1
SemSearch_LS-41,<dbpedia:Madhhab>,1
SemSearch_LS-41,<dbpedia:Malik_al-Ashtar>,1
SemSearch_LS-41,<dbpedia:Miqdad_ibn_Aswad>,2
SemSearch_LS-41,<dbpedia:Muhammad>,1
SemSearch_LS-41,<dbpedia:Prophet>,1
SemSearch_LS-41,<dbpedia:Prophets_and_messengers_in_Islam>,1
SemSearch_LS-41,<dbpedia:Salaf>,1
SemSearch_LS-41,<dbpedia:The_Four_Companions>,1
SemSearch_LS-41,<dbpedia:Uqbah_ibn_Amir>,2
SemSearch_LS-42,<dbpedia:Abidan>,1
SemSearch_LS-42,<dbpedia:Asher>,1
SemSearch_LS-42,<dbpedia:Ephraim>,1
SemSearch_LS-42,<dbpedia:Israelites>,1
SemSearch_LS-42,<dbpedia:Issachar>,1
SemSearch_LS-42,<dbpedia:Joseph_(patriarch)>,1
SemSearch_LS-42,<dbpedia:Judah_(biblical_person)>,1
SemSearch_LS-42,<dbpedia:Kings_of_Judah>,1
SemSearch_LS-42,<dbpedia:Levi>,1
SemSearch_LS-42,<dbpedia:Levite>,1
SemSearch_LS-42,<dbpedia:Simeon_(Hebrew_Bible)>,1
SemSearch_LS-42,<dbpedia:Ten_Lost_Tribes>,1
SemSearch_LS-42,<dbpedia:Tribe_of_Asher>,1
SemSearch_LS-42,<dbpedia:Tribe_of_Benjamin>,2
SemSearch_LS-42,<dbpedia:Tribe_of_Dan>,2
SemSearch_LS-42,<dbpedia:Tribe_of_Ephraim>,2
SemSearch_LS-42,<dbpedia:Tribe_of_Gad>,2
SemSearch_LS-42,<dbpedia:Tribe_of_Issachar>,2
SemSearch_LS-42,<dbpedia:Tribe_of_Joseph>,1
SemSearch_LS-42,<dbpedia:Tribe_of_Judah>,2
SemSearch_LS-42,<dbpedia:Tribe_of_Levi>,2
SemSearch_LS-42,<dbpedia:Tribe_of_Manasseh>,1
SemSearch_LS-42,<dbpedia:Tribe_of_Naphtali>,1
SemSearch_LS-42,<dbpedia:Tribe_of_Reuben>,2
SemSearch_LS-42,<dbpedia:Tribe_of_Simeon>,2
SemSearch_LS-42,<dbpedia:Tribe_of_Zebulun>,1
SemSearch_LS-42,<dbpedia:Twelve_Stones>,1
SemSearch_LS-42,<dbpedia:Twelve_Tribes_(disambiguation)>,1
SemSearch_LS-42,<dbpedia:Twelve_Tribes_of_Israel_(Rastafari)>,2
SemSearch_LS-43,<dbpedia:1_Corinthians_11>,1
SemSearch_LS-44,<dbpedia:Adurgari>,1
SemSearch_LS-44,<dbpedia:Afghan_proverbs>,1
SemSearch_LS-44,<dbpedia:Afghanistan>,1
SemSearch_LS-44,<dbpedia:Dari_language>,2
SemSearch_LS-44,<dbpedia:Demographics_of_Afghanistan>,1
SemSearch_LS-44,<dbpedia:Farsiwan>,1
SemSearch_LS-44,<dbpedia:Hazaras>,1
SemSearch_LS-44,<dbpedia:Hindki>,1
SemSearch_LS-44,<dbpedia:Kho_people>,1
SemSearch_LS-44,<dbpedia:Languages_of_Afghanistan>,2
SemSearch_LS-44,<dbpedia:Moghol_people>,1
SemSearch_LS-44,<dbpedia:Munji_language>,2
SemSearch_LS-44,<dbpedia:Pashayi_people>,1
SemSearch_LS-44,<dbpedia:Pashto>,2
SemSearch_LS-44,<dbpedia:Persian_language>,1
SemSearch_LS-44,<dbpedia:Sasooli>,1
SemSearch_LS-44,<dbpedia:Taymani>,1
SemSearch_LS-44,<dbpedia:Tregami_language>,2
SemSearch_LS-46,"<dbpedia:Anne,_Queen_of_Great_Britain>",1
SemSearch_LS-46,<dbpedia:Governor_of_Gibraltar>,1
SemSearch_LS-46,<dbpedia:Governor_of_the_British_Virgin_Islands>,1
SemSearch_LS-46,<dbpedia:Monarchies_in_Europe>,1
SemSearch_LS-46,<dbpedia:Monarchism_in_Canada>,1
SemSearch_LS-46,<dbpedia:Monarchy_in_the_Irish_Free_State>,2
SemSearch_LS-46,<dbpedia:Monarchy_of_Antigua_and_Barbuda>,1
SemSearch_LS-46,<dbpedia:Monarchy_of_Barbados>,1
SemSearch_LS-46,<dbpedia:Monarchy_of_Belize>,1
SemSearch_LS-46,<dbpedia:Monarchy_of_Grenada>,1
SemSearch_LS-46,<dbpedia:Monarchy_of_Jamaica>,1
SemSearch_LS-46,<dbpedia:Monarchy_of_Saint_Lucia>,2
SemSearch_LS-46,<dbpedia:Monarchy_of_the_Bahamas>,1
SemSearch_LS-46,<dbpedia:Monarchy_of_the_Solomon_Islands>,1
SemSearch_LS-46,<dbpedia:Politics_of_the_United_Kingdom>,1
SemSearch_LS-46,<dbpedia:Republicanism_in_the_United_Kingdom>,1
SemSearch_LS-49,<dbpedia:CPython>,1
SemSearch_LS-49,<dbpedia:Guido_van_Rossum>,2
SemSearch_LS-49,<dbpedia:History_of_Python>,2
SemSearch_LS-49,<dbpedia:Hy>,1
SemSearch_LS-49,<dbpedia:PyQt>,1
SemSearch_LS-49,<dbpedia:Pylint>,1
SemSearch_LS-49,<dbpedia:Python_(programming_language)>,1
SemSearch_LS-49,<dbpedia:Python_Software_Foundation>,1
SemSearch_LS-49,<dbpedia:VPython>,1
SemSearch_LS-5,<dbpedia:1_Maccabees>,1
SemSearch_LS-5,<dbpedia:Biblical_canon>,1
SemSearch_LS-5,<dbpedia:Book_of_Enoch>,1
SemSearch_LS-5,<dbpedia:Book_of_Esther>,2
SemSearch_LS-5,<dbpedia:Book_of_Nahum>,2
SemSearch_LS-5,<dbpedia:Book_of_Nehemiah>,1
SemSearch_LS-5,<dbpedia:Book_of_Numbers>,2
SemSearch_LS-5,<dbpedia:Book_of_Ruth>,1
SemSearch_LS-5,<dbpedia:Books_of_Chronicles>,2
SemSearch_LS-5,<dbpedia:Books_of_Kings>,1
SemSearch_LS-5,<dbpedia:Books_of_the_Bible>,1
SemSearch_LS-5,<dbpedia:Books_of_the_Maccabees>,1
SemSearch_LS-5,<dbpedia:Development_of_the_Hebrew_Bible_canon>,1
SemSearch_LS-5,<dbpedia:Development_of_the_Old_Testament_canon>,1
SemSearch_LS-5,<dbpedia:Hebrew_Bible>,2
SemSearch_LS-5,<dbpedia:Josippon>,1
SemSearch_LS-5,<dbpedia:Nevi'im>,2
SemSearch_LS-5,<dbpedia:Orthodox_Tewahedo_biblical_canon>,1
SemSearch_LS-5,<dbpedia:Septuagint>,2
SemSearch_LS-5,<dbpedia:Tanakh>,1
SemSearch_LS-5,<dbpedia:Torah>,1
SemSearch_LS-50,<dbpedia:7_Wonders_of_the_Ancient_World_(video_game)>,1
SemSearch_LS-50,<dbpedia:Colossus_of_Rhodes>,2
SemSearch_LS-50,<dbpedia:Egyptian_pyramids>,2
SemSearch_LS-50,<dbpedia:Giza_Necropolis>,1
SemSearch_LS-50,<dbpedia:Great_Pyramid_of_Giza>,2
SemSearch_LS-50,<dbpedia:Halicarnassus>,1
SemSearch_LS-50,<dbpedia:Hanging_Gardens_of_Babylon>,2
SemSearch_LS-50,<dbpedia:Lighthouse_of_Alexandria>,1
SemSearch_LS-50,<dbpedia:NDTV's_List_of_Seven_Wonders_of_India>,1
SemSearch_LS-50,<dbpedia:New7Wonders_of_the_World>,1
SemSearch_LS-50,<dbpedia:Rhodes_(city)>,2
SemSearch_LS-50,<dbpedia:Seven_Ancient_Wonders>,1
SemSearch_LS-50,<dbpedia:Seven_Wonders_of_the_Ancient_World>,2
SemSearch_LS-50,<dbpedia:Sostratus_of_Cnidus>,1
SemSearch_LS-50,<dbpedia:Statue_of_Zeus_at_Olympia>,2
SemSearch_LS-50,<dbpedia:Temple_of_Artemis>,2
SemSearch_LS-50,<dbpedia:Wonders_of_the_World>,1
SemSearch_LS-6,<dbpedia:Borough_(New_York_City)>,2
SemSearch_LS-6,<dbpedia:Borough_(United_States)>,1
SemSearch_LS-6,"<dbpedia:Borough_Park,_Brooklyn>",1
SemSearch_LS-6,<dbpedia:Borough_of_Manhattan_Community_College>,1
SemSearch_LS-6,<dbpedia:Borough_president>,2
SemSearch_LS-6,<dbpedia:Brooklyn>,2
SemSearch_LS-6,<dbpedia:Brooklyn_Borough_Hall>,1
SemSearch_LS-6,<dbpedia:City_of_Greater_New_York>,1
SemSearch_LS-6,<dbpedia:List_of_New_York_City_Borough_Halls_and_municipal_buildings>,1
SemSearch_LS-6,<dbpedia:List_of_New_York_City_Subway_stations>,1
SemSearch_LS-6,<dbpedia:List_of_law_enforcement_agencies_in_Long_Island>,1
SemSearch_LS-6,<dbpedia:Manhattan>,2
SemSearch_LS-6,<dbpedia:Midtown_Manhattan>,1
SemSearch_LS-6,<dbpedia:New_York_City_Council>,1
SemSearch_LS-6,<dbpedia:Queens>,2
SemSearch_LS-6,<dbpedia:Queens_Center>,1
SemSearch_LS-6,"<dbpedia:Riverdale,_Bronx>",1
SemSearch_LS-6,<dbpedia:Staten_Island>,2
SemSearch_LS-6,<dbpedia:Upper_Manhattan>,1
SemSearch_LS-6,<dbpedia:Verrazano–Narrows_Bridge>,1
SemSearch_LS-7,<dbpedia:103rd_Armor_Regiment>,2
SemSearch_LS-7,<dbpedia:1st_Cavalry_Division_(United_States)>,1
SemSearch_LS-7,<dbpedia:49th_Military_Police_Brigade_(United_States)>,1
SemSearch_LS-7,<dbpedia:Air_Defense_Artillery_Branch_(United_States)>,1
SemSearch_LS-7,<dbpedia:Air_Force_Reserve_Command>,1
SemSearch_LS-7,<dbpedia:Army_Medical_Department_(United_States)>,1
SemSearch_LS-7,<dbpedia:Army_National_Guard>,2
SemSearch_LS-7,<dbpedia:Chaplain_Corps_(United_States_Army)>,1
SemSearch_LS-7,<dbpedia:Chemical_Corps>,2
SemSearch_LS-7,<dbpedia:Coats_of_arms_of_U.S._Armor_and_Cavalry_Regiments>,1
SemSearch_LS-7,<dbpedia:Continental_Army>,1
SemSearch_LS-7,<dbpedia:Division_insignia_of_the_United_States_Army>,1
SemSearch_LS-7,<dbpedia:Field_Artillery_Branch_(United_States)>,2
SemSearch_LS-7,<dbpedia:Flags_of_the_United_States_Armed_Forces>,1
SemSearch_LS-7,<dbpedia:Georgia_Air_National_Guard>,1
