Unnamed: 0,question_id,query,difficulty,function,collection,step,response,retrieved_docs,mmr,hit_rate,precision,recall,f1,correctness_LLM,simple_match,exact_match
28,951,How many Japanese constructors have 0 points in 2 races?,simple,retrieve,formula_1,retrieve constructorResults data,retrieve,"['function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: max:\n The function max aims to retrieve the maximum value from specified columns in a DataFrame, optionally returning a defined number of rows with the highest values. It can handle both single-column and multi-column scenarios, providing either the maximum value or the rows containing the maximum values based on the provided filters.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: min:\n The function min aims to retrieve the minimum values from specified columns in a DataFrame, returning either a single value or a specified number of rows containing the minimum values based on the provided filter criteria. It handles both single-column and multi-column scenarios, ensuring flexibility in the output format.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n']",1.0,1,0.2,1,0.3333333333333333,1,1.0,1
29,951,How many Japanese constructors have 0 points in 2 races?,simple,retrieve,formula_1,retrieve races data,retrieve,"['function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: min:\n The function min aims to retrieve the minimum values from specified columns in a DataFrame, returning either a single value or a specified number of rows containing the minimum values based on the provided filter criteria. It handles both single-column and multi-column scenarios, ensuring flexibility in the output format.\n', 'function name: max:\n The function max aims to retrieve the maximum value from specified columns in a DataFrame, optionally returning a defined number of rows with the highest values. It can handle both single-column and multi-column scenarios, providing either the maximum value or the rows containing the maximum values based on the provided filters.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n']",1.0,1,0.2,1,0.3333333333333333,1,1.0,1
30,951,How many Japanese constructors have 0 points in 2 races?,simple,filter,formula_1,filter constructorStandings for Japanese constructors,filter,"['function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: sum:\n The function sum aims to calculate the sum of specified columns in a DataFrame, optionally grouping the data by certain columns. It takes a filter dictionary to determine which columns to sum and how to group the data, if applicable.\n', 'function name: count:\n The function count aims to count the occurrences of a specified value within a designated column of a DataFrame, optionally grouping the results by another column. It processes the provided filter criteria to perform the counting operation and returns the aggregated results.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n', 'function name: mean:\n The function mean calculates the average values of specified columns in a DataFrame, optionally grouping the data by one or more columns. It takes a filter dictionary to determine which columns to group by and which columns to compute the mean for.\n', 'function name: sortby:\n The function sortby aims to sort a given DataFrame or Series based on a specified column and order (ascending or descending) as defined in the filter_dict. It processes the filter_dict to determine the sorting criteria and applies the sorting operation accordingly.\n']",0.2,1,0.1428571428571428,1,0.25,1,1.0,1
31,951,How many Japanese constructors have 0 points in 2 races?,simple,filter,formula_1,filter constructorResults for constructors with 0 points,filter,"['function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: max:\n The function max aims to retrieve the maximum value from specified columns in a DataFrame, optionally returning a defined number of rows with the highest values. It can handle both single-column and multi-column scenarios, providing either the maximum value or the rows containing the maximum values based on the provided filters.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: sum:\n The function sum aims to calculate the sum of specified columns in a DataFrame, optionally grouping the data by certain columns. It takes a filter dictionary to determine which columns to sum and how to group the data, if applicable.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: min:\n The function min aims to retrieve the minimum values from specified columns in a DataFrame, returning either a single value or a specified number of rows containing the minimum values based on the provided filter criteria. It handles both single-column and multi-column scenarios, ensuring flexibility in the output format.\n']",0.2,1,0.1428571428571428,1,0.25,1,1.0,1
32,951,How many Japanese constructors have 0 points in 2 races?,simple,filter,formula_1,filter races to identify the two specific races,filter,"['function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n']",0.5,1,0.25,1,0.4,1,1.0,1
33,951,How many Japanese constructors have 0 points in 2 races?,simple,combine,formula_1,combine filtered constructorStandings and constructorResults to identify Japanese constructors with 0 points in the two races,combine,"['function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: max:\n The function max aims to retrieve the maximum value from specified columns in a DataFrame, optionally returning a defined number of rows with the highest values. It can handle both single-column and multi-column scenarios, providing either the maximum value or the rows containing the maximum values based on the provided filters.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n', 'function name: sortby:\n The function sortby aims to sort a given DataFrame or Series based on a specified column and order (ascending or descending) as defined in the filter_dict. It processes the filter_dict to determine the sorting criteria and applies the sorting operation accordingly.\n', 'function name: mean:\n The function mean calculates the average values of specified columns in a DataFrame, optionally grouping the data by one or more columns. It takes a filter dictionary to determine which columns to group by and which columns to compute the mean for.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: sum:\n The function sum aims to calculate the sum of specified columns in a DataFrame, optionally grouping the data by certain columns. It takes a filter dictionary to determine which columns to sum and how to group the data, if applicable.\n']",1.0,1,0.1428571428571428,1,0.25,1,1.0,1
34,951,How many Japanese constructors have 0 points in 2 races?,simple,count,formula_1,count the number of Japanese constructors identified,count,"['function name: count:\n The function count aims to count the occurrences of a specified value within a designated column of a DataFrame, optionally grouping the results by another column. It processes the provided filter criteria to perform the counting operation and returns the aggregated results.\n', 'function name: max:\n The function max aims to retrieve the maximum value from specified columns in a DataFrame, optionally returning a defined number of rows with the highest values. It can handle both single-column and multi-column scenarios, providing either the maximum value or the rows containing the maximum values based on the provided filters.\n', 'function name: min:\n The function min aims to retrieve the minimum values from specified columns in a DataFrame, returning either a single value or a specified number of rows containing the minimum values based on the provided filter criteria. It handles both single-column and multi-column scenarios, ensuring flexibility in the output format.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: sum:\n The function sum aims to calculate the sum of specified columns in a DataFrame, optionally grouping the data by certain columns. It takes a filter dictionary to determine which columns to sum and how to group the data, if applicable.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n']",1.0,1,0.1428571428571428,1,0.25,1,1.0,1
35,951,How many Japanese constructors have 0 points in 2 races?,simple,returnResult,formula_1,return finished product,retrieve,"['function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n', 'function name: sortby:\n The function sortby aims to sort a given DataFrame or Series based on a specified column and order (ascending or descending) as defined in the filter_dict. It processes the filter_dict to determine the sorting criteria and applies the sorting operation accordingly.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n']",0.5,1,0.2,1,0.3333333333333333,0,0.0,1
36,737,What is Copycat's race?,simple,retrieve,superhero,retrieve race dataset,retrieve,"['function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: min:\n The function min aims to retrieve the minimum values from specified columns in a DataFrame, returning either a single value or a specified number of rows containing the minimum values based on the provided filter criteria. It handles both single-column and multi-column scenarios, ensuring flexibility in the output format.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: max:\n The function max aims to retrieve the maximum value from specified columns in a DataFrame, optionally returning a defined number of rows with the highest values. It can handle both single-column and multi-column scenarios, providing either the maximum value or the rows containing the maximum values based on the provided filters.\n']",0.5,1,0.2,1,0.3333333333333333,1,1.0,1
37,737,What is Copycat's race?,simple,filter,superhero,filter for Copycat's race,filter,"['function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: sum:\n The function sum aims to calculate the sum of specified columns in a DataFrame, optionally grouping the data by certain columns. It takes a filter dictionary to determine which columns to sum and how to group the data, if applicable.\n', 'function name: count:\n The function count aims to count the occurrences of a specified value within a designated column of a DataFrame, optionally grouping the results by another column. It processes the provided filter criteria to perform the counting operation and returns the aggregated results.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n']",0.2,1,0.1666666666666666,1,0.2857142857142857,1,1.0,1
38,737,What is Copycat's race?,simple,retrieve,superhero,retrieve foreign_data dataset,retrieve,"['function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: min:\n The function min aims to retrieve the minimum values from specified columns in a DataFrame, returning either a single value or a specified number of rows containing the minimum values based on the provided filter criteria. It handles both single-column and multi-column scenarios, ensuring flexibility in the output format.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n']",0.5,1,0.2,1,0.3333333333333333,1,1.0,1
39,737,What is Copycat's race?,simple,filter,superhero,filter for Copycat's characteristics,filter,"['function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: sum:\n The function sum aims to calculate the sum of specified columns in a DataFrame, optionally grouping the data by certain columns. It takes a filter dictionary to determine which columns to sum and how to group the data, if applicable.\n', 'function name: count:\n The function count aims to count the occurrences of a specified value within a designated column of a DataFrame, optionally grouping the results by another column. It processes the provided filter criteria to perform the counting operation and returns the aggregated results.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n']",0.2,1,0.1666666666666666,1,0.2857142857142857,1,1.0,1
40,737,What is Copycat's race?,simple,combine,superhero,combine race from race dataset and characteristics from foreign_data dataset,combine,"['function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: min:\n The function min aims to retrieve the minimum values from specified columns in a DataFrame, returning either a single value or a specified number of rows containing the minimum values based on the provided filter criteria. It handles both single-column and multi-column scenarios, ensuring flexibility in the output format.\n', 'function name: mean:\n The function mean calculates the average values of specified columns in a DataFrame, optionally grouping the data by one or more columns. It takes a filter dictionary to determine which columns to group by and which columns to compute the mean for.\n', 'function name: sum:\n The function sum aims to calculate the sum of specified columns in a DataFrame, optionally grouping the data by certain columns. It takes a filter dictionary to determine which columns to sum and how to group the data, if applicable.\n']",1.0,1,0.1666666666666666,1,0.2857142857142857,1,1.0,1
41,737,What is Copycat's race?,simple,returnResult,superhero,return finished product,retrieve,"['function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n', 'function name: sortby:\n The function sortby aims to sort a given DataFrame or Series based on a specified column and order (ascending or descending) as defined in the filter_dict. It processes the filter_dict to determine the sorting criteria and applies the sorting operation accordingly.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n']",0.5,1,0.2,1,0.3333333333333333,0,0.0,1
42,424,What proportion of cards do not have a text box with a normal layout?,simple,retrieve,card_games,retrieve card dataset,filter_dict,"['function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: min:\n The function min aims to retrieve the minimum values from specified columns in a DataFrame, returning either a single value or a specified number of rows containing the minimum values based on the provided filter criteria. It handles both single-column and multi-column scenarios, ensuring flexibility in the output format.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n']",0.5,1,0.2,1,0.3333333333333333,0,0.0,0
44,424,What proportion of cards do not have a text box with a normal layout?,simple,retrieve,card_games,retrieve posts dataset,filter_dict,"['function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: min:\n The function min aims to retrieve the minimum values from specified columns in a DataFrame, returning either a single value or a specified number of rows containing the minimum values based on the provided filter criteria. It handles both single-column and multi-column scenarios, ensuring flexibility in the output format.\n', 'function name: max:\n The function max aims to retrieve the maximum value from specified columns in a DataFrame, optionally returning a defined number of rows with the highest values. It can handle both single-column and multi-column scenarios, providing either the maximum value or the rows containing the maximum values based on the provided filters.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n']",0.5,1,0.1666666666666666,1,0.2857142857142857,0,0.0,0
46,424,What proportion of cards do not have a text box with a normal layout?,simple,combine,card_games,combine results from card analysis and statistical methods,combine,"['function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: count:\n The function count aims to count the occurrences of a specified value within a designated column of a DataFrame, optionally grouping the results by another column. It processes the provided filter criteria to perform the counting operation and returns the aggregated results.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: mean:\n The function mean calculates the average values of specified columns in a DataFrame, optionally grouping the data by one or more columns. It takes a filter dictionary to determine which columns to group by and which columns to compute the mean for.\n', 'function name: sum:\n The function sum aims to calculate the sum of specified columns in a DataFrame, optionally grouping the data by certain columns. It takes a filter dictionary to determine which columns to sum and how to group the data, if applicable.\n']",1.0,1,0.1666666666666666,1,0.2857142857142857,1,1.0,1
47,424,What proportion of cards do not have a text box with a normal layout?,simple,returnResult,card_games,return finished product,retrieve,"['function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n', 'function name: sortby:\n The function sortby aims to sort a given DataFrame or Series based on a specified column and order (ascending or descending) as defined in the filter_dict. It processes the filter_dict to determine the sorting criteria and applies the sorting operation accordingly.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n']",0.5,1,0.2,1,0.3333333333333333,0,0.0,1
48,341,What are the borderless cards available without powerful foils?,simple,retrieve,card_games,retrieve Magic: The Gathering Card Data,retrieve,"['function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: max:\n The function max aims to retrieve the maximum value from specified columns in a DataFrame, optionally returning a defined number of rows with the highest values. It can handle both single-column and multi-column scenarios, providing either the maximum value or the rows containing the maximum values based on the provided filters.\n', 'function name: min:\n The function min aims to retrieve the minimum values from specified columns in a DataFrame, returning either a single value or a specified number of rows containing the minimum values based on the provided filter criteria. It handles both single-column and multi-column scenarios, ensuring flexibility in the output format.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: mean:\n The function mean calculates the average values of specified columns in a DataFrame, optionally grouping the data by one or more columns. It takes a filter dictionary to determine which columns to group by and which columns to compute the mean for.\n']",1.0,1,0.1666666666666666,1,0.2857142857142857,1,1.0,1
49,341,What are the borderless cards available without powerful foils?,simple,filter,card_games,filter for borderless cards,filter,"['function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: sum:\n The function sum aims to calculate the sum of specified columns in a DataFrame, optionally grouping the data by certain columns. It takes a filter dictionary to determine which columns to sum and how to group the data, if applicable.\n', 'function name: count:\n The function count aims to count the occurrences of a specified value within a designated column of a DataFrame, optionally grouping the results by another column. It processes the provided filter criteria to perform the counting operation and returns the aggregated results.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n', 'function name: max:\n The function max aims to retrieve the maximum value from specified columns in a DataFrame, optionally returning a defined number of rows with the highest values. It can handle both single-column and multi-column scenarios, providing either the maximum value or the rows containing the maximum values based on the provided filters.\n']",0.2,1,0.1666666666666666,1,0.2857142857142857,1,1.0,1
50,341,What are the borderless cards available without powerful foils?,simple,filter,card_games,filter for non-foil cards,filter,"['function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: count:\n The function count aims to count the occurrences of a specified value within a designated column of a DataFrame, optionally grouping the results by another column. It processes the provided filter criteria to perform the counting operation and returns the aggregated results.\n', 'function name: sum:\n The function sum aims to calculate the sum of specified columns in a DataFrame, optionally grouping the data by certain columns. It takes a filter dictionary to determine which columns to sum and how to group the data, if applicable.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n']",0.2,1,0.2,1,0.3333333333333333,1,1.0,1
51,341,What are the borderless cards available without powerful foils?,simple,retrieve,card_games,retrieve Core Set Information,retrieve,"['function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: min:\n The function min aims to retrieve the minimum values from specified columns in a DataFrame, returning either a single value or a specified number of rows containing the minimum values based on the provided filter criteria. It handles both single-column and multi-column scenarios, ensuring flexibility in the output format.\n', 'function name: max:\n The function max aims to retrieve the maximum value from specified columns in a DataFrame, optionally returning a defined number of rows with the highest values. It can handle both single-column and multi-column scenarios, providing either the maximum value or the rows containing the maximum values based on the provided filters.\n', 'function name: sortby:\n The function sortby aims to sort a given DataFrame or Series based on a specified column and order (ascending or descending) as defined in the filter_dict. It processes the filter_dict to determine the sorting criteria and applies the sorting operation accordingly.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: filter:\n The function filter aims to apply specified filtering conditions to a DataFrame, allowing users to refine their data based on various criteria such as location, year range, and specific values. It processes a dictionary of conditions to return a filtered version of the DataFrame that meets the defined criteria.\n', 'function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n']",1.0,1,0.1428571428571428,1,0.25,1,1.0,1
52,341,What are the borderless cards available without powerful foils?,simple,combine,card_games,combine results from Magic: The Gathering Card Data and Core Set Information,combine,"['function name: combine:\n The function combine aims to merge or filter two data products based on specified columns and a matching condition, allowing for either an equal or unequal comparison. It processes the input data to create a unified dataset by either joining or filtering rows according to the criteria defined in the provided filter dictionary.\n', 'function name: retrieve:\n The function filter_dict is designed to filter and retrieve specific product information based on a given product URL. Its goal is to streamline the process of accessing relevant product data from a larger dataset.\n', 'function name: count:\n The function count aims to count the occurrences of a specified value within a designated column of a DataFrame, optionally grouping the results by another column. It processes the provided filter criteria to perform the counting operation and returns the aggregated results.\n', 'function name: returnResult:\n The function filter_dict is designed to extract and return specific columns from a dataset based on the provided criteria. Its goal is to streamline data retrieval by allowing users to specify which columns they are interested in.\n', 'function name: mean:\n The function mean calculates the average values of specified columns in a DataFrame, optionally grouping the data by one or more columns. It takes a filter dictionary to determine which columns to group by and which columns to compute the mean for.\n', 'function name: sum:\n The function sum aims to calculate the sum of specified columns in a DataFrame, optionally grouping the data by certain columns. It takes a filter dictionary to determine which columns to sum and how to group the data, if applicable.\n']",1.0,1,0.1666666666666666,1,0.2857142857142857,1,1.0,1
