customer_id,gender,age,payment_method
C336812,Female,53.0,Cash
C298476,Female,62.0,Cash
C251484,Male,29.0,Credit Card
C115666,Male,67.0,Debit Card
C759862,Male,46.0,Cash
C147741,Female,44.0,Credit Card
C269916,Male,31.0,Credit Card
C478286,Female,38.0,Cash
C147876,Male,47.0,Credit Card
C210167,Female,47.0,Cash
C226468,Female,50.0,Cash
C190913,Male,47.0,Cash
C184051,Female,57.0,Cash
C588358,Male,62.0,Cash
C917946,Female,68.0,Cash
C109398,Female,34.0,Cash
C102713,Male,64.0,Credit Card
C568322,Female,52.0,Cash
C116864,Female,28.0,Cash
C826311,Female,26.0,Cash
C271283,Male,42.0,Cash
C144795,Female,35.0,Credit Card
C192044,Female,40.0,Credit Card
C492754,Female,24.0,Cash
C308186,Female,24.0,Debit Card
C159237,Female,66.0,Debit Card
C339052,Male,58.0,Credit Card
C625691,Female,33.0,Credit Card
C304701,Female,35.0,Credit Card
C305536,Male,48.0,Credit Card
C153044,Male,42.0,Cash
C274617,Female,47.0,Debit Card
C177875,Female,25.0,Credit Card
C793601,Male,64.0,Credit Card
C666317,Male,44.0,Cash
C312095,Male,39.0,Cash
C473815,Female,52.0,Debit Card
C122281,Female,50.0,Debit Card
C394081,Female,27.0,Credit Card
C207382,Female,45.0,Cash
C174635,Female,20.0,Credit Card
C538514,Male,63.0,Cash
C144262,Male,66.0,Cash
C388199,Female,46.0,Credit Card
C315075,Female,64.0,Cash
C733811,Female,44.0,Cash
C136998,Male,43.0,Credit Card
C308595,Female,56.0,Credit Card
C245906,Female,57.0,Credit Card
C183427,Female,30.0,Cash
C145751,Female,31.0,Credit Card
C336224,Female,50.0,Credit Card
C242279,Male,46.0,Cash
C138054,Male,45.0,Debit Card
C285073,Female,36.0,Credit Card
C655903,Female,56.0,Credit Card
C338638,Female,50.0,Credit Card
C323712,Male,39.0,Cash
C169696,Male,23.0,Debit Card
C212735,Male,50.0,Debit Card
C244266,Female,19.0,Debit Card
C311355,Female,40.0,Cash
C107267,Female,28.0,Debit Card
C277108,Female,62.0,Debit Card
C822256,Female,37.0,Debit Card
C262764,Female,63.0,Debit Card
C192824,Female,29.0,Cash
C505692,Female,35.0,Cash
C201441,Female,28.0,Credit Card
C888623,Male,56.0,Debit Card
C320066,Male,68.0,Credit Card
C269903,Male,48.0,Cash
C955045,Female,25.0,Cash
C134351,Female,34.0,Cash
C152127,Male,68.0,Cash
C319220,Male,24.0,Debit Card
C306781,Female,67.0,Cash
C314322,Female,69.0,Cash
C124780,Female,26.0,Cash
C299770,Female,67.0,Credit Card
C386236,Female,48.0,Debit Card
C241236,Female,57.0,Cash
C183287,Female,56.0,Credit Card
C418514,Female,67.0,Cash
C609386,Male,28.0,Cash
C191576,Male,54.0,Debit Card
C294058,Male,61.0,Cash
C846574,Male,63.0,Cash
C336668,Male,31.0,Cash
C110489,Female,52.0,Cash
C389158,Male,22.0,Credit Card
C269798,Female,60.0,Credit Card
C335601,Male,63.0,Cash
C270173,Female,38.0,Credit Card
C134444,Male,36.0,Cash
C263829,Male,44.0,Credit Card
C195222,Female,21.0,Cash
C325429,Female,45.0,Credit Card
C825390,Female,46.0,Cash
C256993,Female,68.0,Debit Card
C199708,Female,40.0,Cash
C936042,Female,56.0,Cash
C163853,Female,65.0,Debit Card
C311454,Female,69.0,Credit Card
C386545,Male,63.0,Credit Card
C151854,Female,19.0,Cash
C255435,Female,62.0,Debit Card
C123799,Male,26.0,Cash
C842517,Female,18.0,Cash
C176516,Male,25.0,Debit Card
C520629,Male,22.0,Credit Card
C207121,Female,39.0,Cash
C826033,Female,63.0,Credit Card
C177953,Female,23.0,Cash
C273080,Female,39.0,Cash
C205044,Male,56.0,Debit Card
C207371,Female,35.0,Credit Card
C525711,Female,68.0,Credit Card
C247046,Male,31.0,Credit Card
C435207,Male,58.0,Cash
C968676,Male,18.0,Credit Card
C141850,Female,42.0,Credit Card
C639119,Female,35.0,Cash
C162937,Female,60.0,Debit Card
C194090,Female,26.0,Cash
C221808,Female,22.0,Cash
C123172,Female,38.0,Cash
C317814,Male,68.0,Cash
C177539,Male,68.0,Credit Card
C309403,Male,40.0,Cash
C325085,Female,52.0,Cash
C168758,Male,35.0,Cash
C154351,Male,61.0,Debit Card
C249917,Female,26.0,Cash
C869307,Male,31.0,Cash
C727982,Female,42.0,Cash
C324738,Female,40.0,Cash
C108243,Female,40.0,Cash
C251682,Female,21.0,Credit Card
C173866,Female,49.0,Cash
C950605,Male,19.0,Credit Card
C332214,Female,54.0,Cash
C327878,Female,41.0,Credit Card
C178687,Female,29.0,Cash
C314867,Female,56.0,Debit Card
C324765,Female,19.0,Credit Card
C179986,Female,39.0,Cash
C107703,Male,49.0,Debit Card
C300302,Female,56.0,Cash
C184512,Male,66.0,Debit Card
C322513,Male,22.0,Credit Card
C319256,Female,66.0,Credit Card
C350778,Male,26.0,Cash
C754535,Male,21.0,Cash
C193048,Male,31.0,Cash
C331258,Female,54.0,Credit Card
C148649,Female,51.0,Cash
C655983,Female,46.0,Cash
C685587,Female,30.0,Credit Card
C520743,Female,44.0,Credit Card
C873135,Male,30.0,Cash
C178907,Female,40.0,Cash
C127012,Male,23.0,Debit Card
C339980,Female,44.0,Cash
C300750,Male,59.0,Debit Card
C746424,Female,50.0,Cash
C290119,Female,37.0,Cash
C395206,Male,49.0,Debit Card
C672438,Female,19.0,Credit Card
C145947,Male,47.0,Cash
C213417,Female,64.0,Cash
C313646,Female,64.0,Cash
C111346,Male,65.0,Cash
C303609,Female,20.0,Cash
C159465,Female,51.0,Cash
C198287,Male,44.0,Debit Card
C307456,Female,52.0,Credit Card
C428460,Male,32.0,Cash
C152566,Male,59.0,Cash
C136285,Male,35.0,Cash
C334154,Male,68.0,Cash
C309560,Male,33.0,Credit Card
C213083,Female,27.0,Cash
C206805,Female,52.0,Cash
C166895,Female,25.0,Cash
C116415,Male,40.0,Cash
C147574,Female,62.0,Cash
C175658,Male,43.0,Debit Card
C157997,Female,32.0,Cash
C141046,Female,40.0,Credit Card
C309211,Female,54.0,Credit Card
C141766,Female,28.0,Credit Card
C233846,Male,23.0,Debit Card
C101414,Male,59.0,Cash
C868498,Female,58.0,Credit Card
C317053,Female,44.0,Debit Card
C186477,Female,34.0,Credit Card
C151685,Female,41.0,Debit Card
C509738,Female,47.0,Credit Card
C285457,Male,38.0,Credit Card
C104905,Male,19.0,Credit Card
C288756,Male,30.0,Cash
C327593,Female,37.0,Cash
C834598,Male,19.0,Debit Card
C301683,Male,36.0,Credit Card
C335888,Male,36.0,Credit Card
C248205,Female,33.0,Debit Card
C142558,Female,57.0,Credit Card
C218364,Female,48.0,Credit Card
C261382,Female,24.0,Debit Card
C120879,Female,59.0,Credit Card
C251532,Female,31.0,Credit Card
C316764,Female,59.0,Cash
C231174,Male,52.0,Cash
C161675,Female,65.0,Cash
C205635,Female,45.0,Debit Card
C776502,Male,59.0,Credit Card
C693872,Female,48.0,Credit Card
C217298,Female,54.0,Debit Card
C183346,Female,67.0,Cash
C274972,Male,43.0,Cash
C199730,Female,47.0,Debit Card
C253766,Female,54.0,Credit Card
C201943,Female,64.0,Cash
C316811,Male,45.0,Cash
C119606,Female,52.0,Credit Card
C321025,Female,55.0,Credit Card
C602839,Male,64.0,Cash
C204007,Female,18.0,Cash
C132248,Female,41.0,Debit Card
C293653,Female,52.0,Debit Card
C388069,Female,67.0,Cash
C229836,Female,18.0,Debit Card
C312026,Male,41.0,Cash
C729106,Male,38.0,Cash
C176228,Male,68.0,Credit Card
C972168,Male,37.0,Cash
C997497,Female,35.0,Credit Card
C133910,Male,24.0,Cash
C305995,Female,44.0,Credit Card
C296109,Male,43.0,Cash
C167705,Female,42.0,Cash
C684304,Female,52.0,Cash
C283121,Female,67.0,Cash
C231769,Male,53.0,Credit Card
C891862,Female,26.0,Cash
C251250,Male,29.0,Cash
C334969,Female,38.0,Credit Card
C280948,Female,31.0,Cash
C411569,Male,62.0,Debit Card
C111545,Female,21.0,Cash
C310193,Male,27.0,Debit Card
C216757,Female,29.0,Debit Card
C303624,Male,68.0,Cash
C207209,Male,41.0,Credit Card
C144800,Male,50.0,Cash
C251120,Female,41.0,Credit Card
C201876,Female,48.0,Credit Card
C120126,Female,31.0,Cash
C166556,Female,62.0,Credit Card
C246114,Female,24.0,Credit Card
C846872,Female,21.0,Credit Card
C121727,Male,22.0,Credit Card
C116703,Male,57.0,Cash
C132967,Female,23.0,Cash
C162134,Female,59.0,Credit Card
C301056,Male,41.0,Cash
C272817,Female,41.0,Debit Card
C237536,Female,43.0,Debit Card
C471793,Female,37.0,Cash
C294093,Male,66.0,Credit Card
C328196,Male,22.0,Credit Card
C219708,Female,20.0,Debit Card
C157932,Female,43.0,Credit Card
C328655,Male,32.0,Cash
C780792,Male,25.0,Debit Card
C293181,Female,47.0,Debit Card
C283129,Female,63.0,Cash
C109682,Female,49.0,Debit Card
C199527,Female,54.0,Credit Card
C131359,Male,38.0,Debit Card
C172314,Male,64.0,Debit Card
C163097,Female,36.0,Cash
C116364,Male,63.0,Cash
C221962,Female,50.0,Cash
C873916,Female,59.0,Credit Card
C322407,Female,39.0,Debit Card
C931299,Female,30.0,Credit Card
C139105,Female,40.0,Debit Card
C115329,Male,35.0,Credit Card
C280050,Female,43.0,Cash
C245461,Male,27.0,Credit Card
C953758,Male,47.0,Credit Card
C118617,Female,43.0,Cash
C373990,Female,51.0,Debit Card
C312230,Female,62.0,Cash
C320420,Female,51.0,Credit Card
C277351,Female,54.0,Debit Card
C190681,Female,27.0,Cash
C727720,Female,23.0,Debit Card
C308917,Female,43.0,Cash
C135888,Female,46.0,Credit Card
C872534,Female,48.0,Credit Card
C102478,Male,67.0,Cash
C643332,Female,25.0,Credit Card
C288195,Female,27.0,Credit Card
C167540,Female,65.0,Debit Card
C437835,Female,55.0,Cash
C180432,Female,50.0,Credit Card
C290206,Male,32.0,Debit Card
C214294,Female,42.0,Debit Card
C249908,Female,67.0,Credit Card
C230142,Male,52.0,Cash
C260859,Female,20.0,Credit Card
C959220,Female,21.0,Credit Card
C692947,Female,60.0,Debit Card
C334221,Female,22.0,Credit Card
C829234,Female,67.0,Cash
C225343,Female,62.0,Cash
C529915,Female,30.0,Credit Card
C165521,Female,68.0,Credit Card
C823992,Male,46.0,Credit Card
C271289,Female,29.0,Cash
C328915,Female,30.0,Cash
C123726,Female,28.0,Cash
C548613,Female,67.0,Credit Card
C604248,Female,54.0,Credit Card
C150774,Female,52.0,Credit Card
C261323,Male,45.0,Cash
C204836,Female,43.0,Credit Card
C249204,Female,49.0,Cash
C119090,Male,39.0,Cash
C970822,Male,42.0,Credit Card
C187454,Male,66.0,Cash
C285707,Female,55.0,Cash
C251560,Female,69.0,Debit Card
C113472,Female,28.0,Credit Card
C137734,Female,66.0,Cash
C549520,Female,32.0,Credit Card
C155497,Female,59.0,Cash
C312514,Female,46.0,Debit Card
C606378,Female,63.0,Cash
C249842,Female,33.0,Credit Card
C370708,Female,39.0,Debit Card
C187030,Male,40.0,Credit Card
C218746,Female,38.0,Cash
C126764,Female,54.0,Credit Card
C108644,Female,38.0,Debit Card
C242765,Female,37.0,Credit Card
C574426,Female,52.0,Debit Card
C499352,Female,31.0,Credit Card
C138150,Female,48.0,Cash
C110626,Male,51.0,Cash
C195855,Female,25.0,Cash
C286022,Female,46.0,Credit Card
C308416,Female,53.0,Credit Card
C182148,Female,62.0,Cash
C328556,Male,40.0,Cash
C663202,Female,57.0,Credit Card
C726816,Female,54.0,Debit Card
C224656,Female,55.0,Cash
C139081,Male,54.0,Credit Card
C257392,Female,56.0,Cash
C182855,Male,26.0,Debit Card
C221631,Female,19.0,Cash
C161802,Male,58.0,Cash
C138892,Female,37.0,Credit Card
C153281,Male,57.0,Cash
C130161,Male,59.0,Debit Card
C218057,Female,34.0,Cash
C360837,Male,22.0,Credit Card
C156878,Female,46.0,Credit Card
C913614,Male,65.0,Credit Card
C171672,Male,37.0,Debit Card
C330585,Male,47.0,Credit Card
C180629,Female,57.0,Debit Card
C188132,Female,32.0,Cash
C175235,Female,22.0,Credit Card
C300663,Male,20.0,Cash
C612491,Female,56.0,Debit Card
C768881,Female,63.0,Credit Card
C734463,Female,50.0,Credit Card
C326841,Female,62.0,Credit Card
C245173,Male,52.0,Cash
C185785,Female,36.0,Debit Card
C128304,Male,37.0,Debit Card
C218979,Female,32.0,Credit Card
C284955,Male,63.0,Cash
C184508,Male,61.0,Cash
C238235,Female,49.0,Credit Card
C116517,Female,69.0,Debit Card
C296132,Male,68.0,Cash
C101863,Female,68.0,Debit Card
C322414,Female,66.0,Cash
C301371,Male,25.0,Debit Card
C207145,Male,68.0,Credit Card
C206509,Female,33.0,Credit Card
C216428,Male,45.0,Cash
C169485,Male,48.0,Credit Card
C325728,Male,36.0,Debit Card
C296651,Female,20.0,Cash
C323904,Female,54.0,Credit Card
C300881,Female,57.0,Cash
C125512,Male,26.0,Debit Card
C235775,Female,37.0,Credit Card
C224350,Female,37.0,Credit Card
C270008,Female,26.0,Cash
C405572,Female,41.0,Credit Card
C303041,Male,55.0,Cash
C311735,Female,49.0,Credit Card
C759643,Female,40.0,Credit Card
C429808,Female,30.0,Cash
C694110,Female,40.0,Credit Card
C133449,Female,48.0,Cash
C122527,Male,18.0,Cash
C257888,Female,48.0,Cash
C671805,Male,18.0,Cash
C910053,Female,43.0,Credit Card
C946880,Female,67.0,Cash
C166510,Male,41.0,Credit Card
C790786,Female,27.0,Credit Card
C126031,Female,62.0,Debit Card
C297083,Female,25.0,Credit Card
C362873,Female,31.0,Debit Card
C136425,Male,20.0,Debit Card
C206018,Male,20.0,Credit Card
C224448,Female,47.0,Debit Card
C227455,Male,60.0,Cash
C120180,Female,22.0,Debit Card
C153654,Female,38.0,Debit Card
C167118,Female,42.0,Cash
C336920,Male,66.0,Cash
C137963,Female,33.0,Cash
C267568,Female,39.0,Credit Card
C271792,Female,54.0,Credit Card
C142254,Female,33.0,Cash
C826422,Male,34.0,Debit Card
C319618,Male,27.0,Debit Card
C821242,Female,18.0,Credit Card
C249222,Male,33.0,Credit Card
C918865,Female,29.0,Debit Card
C247478,Female,26.0,Credit Card
C402260,Female,56.0,Cash
C308147,Male,50.0,Debit Card
C323205,Female,34.0,Cash
C694679,Female,66.0,Cash
C322796,Male,47.0,Debit Card
C177577,Female,18.0,Debit Card
C202411,Female,37.0,Credit Card
C280675,Male,40.0,Credit Card
C167037,Male,38.0,Cash
C305770,Male,29.0,Cash
C265013,Female,34.0,Credit Card
C201431,Male,32.0,Cash
C296171,Female,68.0,Cash
C102696,Male,58.0,Debit Card
C227549,Female,57.0,Debit Card
C513542,Male,39.0,Cash
C149624,Female,28.0,Debit Card
C237902,Female,51.0,Cash
C608369,Female,25.0,Debit Card
C220259,Female,27.0,Debit Card
C544097,Female,31.0,Credit Card
C726422,Male,38.0,Cash
C314192,Female,25.0,Credit Card
C236746,Female,54.0,Credit Card
C103072,Female,61.0,Cash
C228740,Male,25.0,Debit Card
C215644,Female,43.0,Cash
C296734,Female,25.0,Cash
C306790,Male,24.0,Credit Card
C474733,Female,68.0,Cash
C183277,Female,60.0,Credit Card
C174271,Female,29.0,Cash
C175858,Male,63.0,Cash
C224377,Male,33.0,Cash
C260989,Male,20.0,Credit Card
C300169,Male,37.0,Cash
C207834,Female,31.0,Credit Card
C192364,Female,57.0,Cash
C285257,Female,21.0,Cash
C325816,Female,55.0,Cash
C227193,Female,60.0,Credit Card
C260618,Male,67.0,Cash
C255300,Female,21.0,Cash
C252689,Male,60.0,Cash
C159366,Female,58.0,Credit Card
C878551,Female,31.0,Credit Card
C200329,Female,59.0,Cash
C142248,Female,55.0,Cash
C245210,Male,29.0,Credit Card
C327787,Male,24.0,Cash
C132953,Male,38.0,Cash
C666083,Female,61.0,Credit Card
C337365,Female,54.0,Debit Card
C169507,Female,52.0,Credit Card
C939940,Female,54.0,Debit Card
C106130,Male,35.0,Cash
C369253,Female,69.0,Cash
C942484,Male,31.0,Debit Card
C194858,Male,66.0,Cash
C223988,Female,62.0,Cash
C869853,Male,40.0,Cash
C327811,Male,59.0,Cash
C194912,Female,41.0,Cash
C276863,Female,37.0,Credit Card
C257487,Female,69.0,Cash
C168568,Female,42.0,Cash
C211546,Female,46.0,Cash
C117924,Male,28.0,Debit Card
C876964,Female,53.0,Cash
C122486,Female,24.0,Cash
C151246,Female,26.0,Credit Card
C223057,Female,63.0,Credit Card
C208569,Female,31.0,Credit Card
C587549,Male,21.0,Cash
C816524,Male,45.0,Cash
C823968,Male,36.0,Cash
C313024,Female,32.0,Debit Card
C212757,Female,20.0,Credit Card
C128925,Female,57.0,Credit Card
C213959,Female,68.0,Credit Card
C399778,Female,40.0,Cash
C192247,Female,44.0,Cash
C135452,Male,63.0,Cash
C941519,Female,55.0,Credit Card
C212938,Male,28.0,Credit Card
C104852,Male,42.0,Credit Card
C107312,Female,61.0,Cash
C277839,Female,26.0,Cash
C220189,Male,36.0,Credit Card
C198190,Female,52.0,Cash
C290318,Female,55.0,Cash
C280965,Female,45.0,Cash
C751835,Female,28.0,Debit Card
C130692,Female,64.0,Cash
C594385,Male,58.0,Cash
C131597,Male,61.0,Cash
C208251,Male,35.0,Credit Card
C232462,Male,26.0,Debit Card
C191200,Female,49.0,Cash
C262037,Female,53.0,Credit Card
C315170,Female,43.0,Debit Card
C952583,Male,35.0,Cash
C216977,Male,67.0,Credit Card
C767070,Female,41.0,Credit Card
C270725,Female,31.0,Debit Card
C654506,Female,21.0,Debit Card
C300318,Female,49.0,Debit Card
C302017,Male,41.0,Cash
C329380,Female,38.0,Cash
C415737,Female,53.0,Cash
C801669,Male,62.0,Credit Card
C273020,Female,65.0,Cash
C240290,Male,47.0,Debit Card
C109924,Female,31.0,Debit Card
C287350,Female,31.0,Cash
C336384,Male,51.0,Cash
C359558,Male,51.0,Credit Card
C589603,Male,26.0,Cash
C191427,Female,51.0,Debit Card
C790648,Male,52.0,Credit Card
C365201,Male,20.0,Cash
C202604,Female,50.0,Debit Card
C206100,Male,62.0,Cash
C121231,Female,29.0,Cash
C193436,Male,38.0,Credit Card
C248435,Male,25.0,Cash
C139969,Female,50.0,Debit Card
C191517,Female,47.0,Credit Card
C397160,Male,27.0,Debit Card
C205939,Female,54.0,Credit Card
C205555,Female,54.0,Cash
C176036,Female,19.0,Cash
C187846,Male,62.0,Cash
C216024,Female,42.0,Credit Card
C226566,Female,40.0,Credit Card
C262986,Female,50.0,Debit Card
C117779,Female,38.0,Cash
C225998,Female,28.0,Debit Card
C245259,Male,39.0,Credit Card
C255359,Male,30.0,Cash
C147906,Female,42.0,Cash
C143061,Male,44.0,Cash
C226026,Male,37.0,Cash
C134130,Male,33.0,Cash
C103314,Male,42.0,Cash
C220668,Male,50.0,Cash
C743246,Male,29.0,Cash
C900955,Female,18.0,Credit Card
C121724,Male,62.0,Cash
C525179,Male,29.0,Debit Card
C265661,Female,46.0,Credit Card
C202247,Male,59.0,Cash
C114246,Female,37.0,Cash
C286161,Female,50.0,Cash
C168422,Female,57.0,Debit Card
C148773,Female,23.0,Credit Card
C800034,Male,64.0,Cash
C239720,Female,64.0,Cash
C306106,Female,64.0,Cash
C236334,Male,38.0,Cash
C123724,Female,49.0,Cash
C303860,Male,18.0,Credit Card
C559418,Female,31.0,Debit Card
C326833,Female,44.0,Cash
C319128,Female,66.0,Debit Card
C184107,Female,24.0,Debit Card
C142497,Female,20.0,Credit Card
C130792,Female,65.0,Cash
C172979,Female,43.0,Cash
C400051,Female,37.0,Cash
C123890,Female,68.0,Cash
C307517,Female,38.0,Cash
C233698,Male,47.0,Debit Card
C330719,Female,43.0,Credit Card
C661268,Male,35.0,Debit Card
C907176,Male,37.0,Credit Card
C805896,Female,67.0,Credit Card
C240459,Female,41.0,Cash
C143030,Female,38.0,Cash
C326562,Female,27.0,Credit Card
C108070,Male,44.0,Cash
C814539,Female,40.0,Cash
C816805,Female,42.0,Credit Card
C263747,Female,53.0,Debit Card
C285559,Female,23.0,Credit Card
C117138,Female,32.0,Credit Card
C932117,Male,39.0,Cash
C212381,Male,32.0,Cash
C254832,Male,65.0,Cash
C296960,Male,34.0,Credit Card
C259777,Male,47.0,Cash
C197303,Female,19.0,Cash
C805568,Female,18.0,Credit Card
C150959,Male,22.0,Credit Card
C106552,Female,21.0,Cash
C257477,Female,51.0,Cash
C110955,Female,62.0,Credit Card
C268111,Male,29.0,Credit Card
C135885,Female,20.0,Credit Card
C227815,Female,50.0,Cash
C290180,Female,42.0,Debit Card
C962298,Female,43.0,Cash
C624134,Female,56.0,Cash
C306704,Female,27.0,Debit Card
C911263,Female,29.0,Credit Card
C161297,Male,44.0,Cash
C470613,Female,39.0,Cash
C169658,Female,39.0,Credit Card
C263312,Female,23.0,Credit Card
C506430,Female,32.0,Cash
C109594,Male,40.0,Cash
C318144,Male,66.0,Cash
C199969,Female,37.0,Cash
C601847,Female,37.0,Cash
C149204,Female,66.0,Cash
C124549,Female,46.0,Credit Card
C241942,Female,41.0,Credit Card
C535211,Male,55.0,Credit Card
C276221,Male,28.0,Cash
C172370,Male,54.0,Cash
C313295,Male,34.0,Credit Card
C176364,Male,18.0,Cash
C110014,Female,69.0,Cash
C191253,Female,43.0,Credit Card
C264541,Male,41.0,Cash
C138677,Male,18.0,Credit Card
C252992,Female,62.0,Credit Card
C328084,Female,26.0,Cash
C323591,Female,31.0,Cash
C839595,Female,24.0,Credit Card
C120394,Female,41.0,Cash
C286763,Female,60.0,Debit Card
C125754,Female,36.0,Cash
C750571,Female,26.0,Cash
C186108,Female,56.0,Cash
C111500,Female,24.0,Cash
C316721,Female,36.0,Debit Card
C871118,Female,29.0,Credit Card
C225528,Male,50.0,Debit Card
C546016,Male,32.0,Cash
C197122,Male,29.0,Cash
C210388,Female,51.0,Cash
C236004,Female,35.0,Credit Card
C106802,Male,58.0,Cash
C185029,Male,40.0,Cash
C291544,Female,37.0,Cash
C207815,Male,28.0,Cash
C721576,Female,20.0,Cash
C168945,Female,19.0,Credit Card
C972657,Female,33.0,Credit Card
C763430,Male,44.0,Debit Card
C473395,Male,66.0,Debit Card
C181643,Female,40.0,Credit Card
C145632,Female,35.0,Credit Card
C284319,Male,51.0,Cash
C246128,Male,34.0,Cash
C182689,Female,55.0,Cash
C220550,Male,26.0,Cash
C208164,Male,32.0,Debit Card
C336233,Male,28.0,Credit Card
C149981,Female,60.0,Credit Card
C100828,Male,63.0,Credit Card
C260980,Female,69.0,Credit Card
C961465,Female,34.0,Cash
C272662,Male,55.0,Credit Card
C444555,Male,41.0,Debit Card
C209081,Female,28.0,Credit Card
C912059,Male,20.0,Credit Card
C237229,Male,55.0,Debit Card
C292818,Male,29.0,Cash
C100720,Female,52.0,Credit Card
C307620,Female,50.0,Credit Card
C190092,Male,23.0,Cash
C985731,Female,46.0,Debit Card
C318216,Male,47.0,Cash
C864618,Female,34.0,Credit Card
C758709,Female,38.0,Cash
C175442,Female,41.0,Cash
C452094,Female,47.0,Cash
C618619,Male,57.0,Cash
C952028,Female,24.0,Cash
C103651,Female,68.0,Debit Card
C487747,Female,39.0,Cash
C122501,Female,33.0,Cash
C175099,Female,43.0,Credit Card
C318595,Female,36.0,Credit Card
C210499,Male,30.0,Credit Card
C309305,Male,40.0,Debit Card
C260762,Female,59.0,Cash
C304297,Female,25.0,Debit Card
C332855,Female,42.0,Cash
C844704,Male,69.0,Cash
C272596,Female,22.0,Cash
C125478,Female,56.0,Credit Card
C284978,Female,37.0,Credit Card
C238587,Male,26.0,Cash
C145986,Female,37.0,Credit Card
C945098,Male,41.0,Credit Card
C256258,Female,66.0,Cash
C217294,Female,21.0,Credit Card
C221558,Male,51.0,Credit Card
C201553,Female,60.0,Credit Card
C628409,Female,44.0,Credit Card
C125568,Male,34.0,Credit Card
C216537,Male,38.0,Credit Card
C152835,Female,28.0,Credit Card
C326064,Female,45.0,Credit Card
C458859,Male,22.0,Cash
C202430,Male,24.0,Credit Card
C164698,Female,26.0,Cash
C194572,Female,43.0,Cash
C567725,Female,43.0,Cash
C261098,Female,62.0,Cash
C201198,Female,56.0,Cash
C156989,Male,56.0,Cash
C300969,Female,42.0,Debit Card
C175176,Female,47.0,Debit Card
C790683,Male,68.0,Cash
C277078,Male,64.0,Cash
C184339,Female,60.0,Cash
C200693,Female,43.0,Credit Card
C225174,Female,53.0,Credit Card
C263335,Female,61.0,Cash
C323735,Male,35.0,Credit Card
C285730,Female,27.0,Cash
C141714,Male,52.0,Cash
C148206,Female,56.0,Credit Card
C503167,Male,43.0,Debit Card
C213463,Male,31.0,Cash
C509812,Male,31.0,Cash
C290525,Male,43.0,Cash
C328708,Male,40.0,Credit Card
C241006,Female,36.0,Cash
C111818,Female,47.0,Credit Card
C265860,Male,57.0,Debit Card
C126398,Female,68.0,Cash
C624123,Male,38.0,Debit Card
C421088,Female,55.0,Cash
C955993,Female,60.0,Debit Card
C198969,Male,30.0,Credit Card
C305373,Male,39.0,Cash
C328280,Female,41.0,Debit Card
C414825,Male,26.0,Cash
C340561,Female,66.0,Cash
C137055,Male,64.0,Cash
C189641,Female,59.0,Credit Card
C313090,Female,53.0,Credit Card
C123119,Male,26.0,Credit Card
C199469,Female,46.0,Credit Card
C182328,Female,50.0,Credit Card
C934167,Male,48.0,Credit Card
C118294,Female,63.0,Credit Card
C107358,Female,41.0,Debit Card
C198778,Male,62.0,Cash
C404636,Female,65.0,Cash
C454990,Female,24.0,Credit Card
C165728,Female,69.0,Cash
C748993,Female,66.0,Cash
C240809,Female,51.0,Credit Card
C668780,Male,57.0,Cash
C246232,Female,54.0,Debit Card
C323703,Female,25.0,Credit Card
C127208,Male,41.0,Debit Card
C208792,Female,25.0,Cash
C563998,Female,24.0,Cash
C296916,Female,52.0,Cash
C203948,Male,26.0,Cash
C619550,Male,53.0,Debit Card
C260131,Female,61.0,Credit Card
C140341,Female,34.0,Cash
C303326,Female,69.0,Cash
C193977,Male,33.0,Debit Card
C546143,Female,31.0,Credit Card
C209287,Male,50.0,Cash
C221907,Male,69.0,Credit Card
C315862,Female,45.0,Cash
C288487,Male,36.0,Cash
C132532,Female,60.0,Cash
C302466,Female,50.0,Debit Card
C228801,Female,46.0,Debit Card
C272262,Female,68.0,Credit Card
C847560,Female,48.0,Cash
C673253,Female,64.0,Credit Card
C528726,Male,30.0,Cash
C241035,Male,35.0,Credit Card
C677322,Female,27.0,Debit Card
C235299,Male,46.0,Debit Card
C275089,Female,42.0,Credit Card
C320431,Male,27.0,Cash
C130343,Male,29.0,Debit Card
C233674,Female,37.0,Cash
C290638,Female,25.0,Cash
C937578,Female,24.0,Cash
C657430,Female,65.0,Credit Card
C402199,Male,41.0,Credit Card
C276892,Female,48.0,Debit Card
C291610,Female,34.0,Credit Card
C121341,Female,54.0,Cash
C202994,Male,58.0,Credit Card
C112319,Female,52.0,Cash
C238184,Male,23.0,Credit Card
C621543,Female,32.0,Cash
C286111,Male,39.0,Credit Card
C449026,Female,55.0,Debit Card
C199178,Female,37.0,Credit Card
C369336,Female,21.0,Credit Card
C277099,Female,60.0,Cash
C213982,Male,22.0,Cash
C331370,Male,65.0,Cash
C217156,Female,48.0,Cash
C919731,Female,45.0,Cash
C720307,Male,48.0,Credit Card
C175215,Female,42.0,Credit Card
C304904,Male,30.0,Debit Card
C671194,Male,37.0,Credit Card
C572138,Male,38.0,Debit Card
C127454,Male,36.0,Cash
C507966,Male,37.0,Credit Card
C662831,Female,51.0,Debit Card
C134043,Female,54.0,Credit Card
C860040,Female,50.0,Cash
C174588,Male,41.0,Credit Card
C109749,Female,20.0,Debit Card
C314414,Female,21.0,Cash
C237741,Female,46.0,Credit Card
C284802,Female,63.0,Cash
C282656,Female,34.0,Cash
C132718,Male,35.0,Credit Card
