invoice_no,customer_id,category,quantity,price,invoice_date,shopping_mall
I531514,C392957,Food & Beverage,4,20.92,05-01-2023,Istinye Park
I245042,C208901,Cosmetics,1,40.66,06-02-2023,Kanyon
I312025,C267641,Food & Beverage,5,26.15,26-01-2023,Istinye Park
I132994,C313833,Food & Beverage,3,15.69,15-02-2023,Kanyon
I182063,C298511,Toys,4,143.36,26-02-2023,Kanyon
I339222,C100545,Technology,4,4200.0,07-01-2023,Mall of Istanbul
I805262,C253359,Food & Beverage,4,20.92,05-02-2023,Metrocity
I298941,C555149,Clothing,4,1200.32,20-01-2023,Mall of Istanbul
I167938,C178674,Technology,1,1050.0,30-01-2023,Metrocity
I256760,C610108,Food & Beverage,4,20.92,19-01-2023,Mall of Istanbul
I309947,C245187,Clothing,1,300.08,05-01-2023,Metrocity
I711092,C231287,Clothing,4,1200.32,24-02-2023,Kanyon
I334563,C140873,Clothing,2,600.16,08-03-2023,Zorlu Center
I104254,C253672,Food & Beverage,1,5.23,10-02-2023,Kanyon
I107825,C203807,Books,2,30.3,18-02-2023,Kanyon
I257339,C431969,Toys,2,71.68,27-01-2023,Metropol AVM
I115060,C285934,Clothing,1,300.08,22-02-2023,Mall of Istanbul
I125570,C152235,Clothing,3,900.24,02-01-2023,Istinye Park
I241905,C223932,Toys,1,35.84,07-03-2023,Mall of Istanbul
I417021,C216751,Food & Beverage,5,26.15,04-03-2023,Emaar Square Mall
I133536,C281143,Clothing,3,900.24,18-02-2023,Kanyon
I125256,C376347,Clothing,2,600.16,16-01-2023,Zorlu Center
I287263,C122692,Shoes,4,2400.68,07-01-2023,Metropol AVM
I206829,C256807,Clothing,3,900.24,16-01-2023,Cevahir AVM
I436639,C229553,Clothing,5,1500.4,09-02-2023,Cevahir AVM
I129157,C206381,Toys,4,143.36,22-02-2023,Viaport Outlet
I247699,C315699,Toys,5,179.2,16-01-2023,Metrocity
I156792,C254946,Food & Beverage,5,26.15,12-02-2023,Metropol AVM
I251037,C346457,Clothing,4,1200.32,24-02-2023,Metropol AVM
I201770,C227819,Books,2,30.3,20-01-2023,Kanyon
I162340,C109409,Clothing,2,600.16,09-01-2023,Metropol AVM
I220269,C338406,Shoes,3,1800.51,27-01-2023,Kanyon
I293617,C100713,Technology,3,3150.0,13-01-2023,Metrocity
I235400,C283634,Food & Beverage,5,26.15,15-02-2023,Mall of Istanbul
I308587,C179237,Souvenir,5,58.65,31-01-2023,Metropol AVM
I127310,C128802,Toys,1,35.84,05-03-2023,Istinye Park
I185458,C320648,Clothing,5,1500.4,02-01-2023,Metrocity
I326299,C893097,Clothing,3,900.24,07-02-2023,Cevahir AVM
I311515,C277498,Toys,4,143.36,10-02-2023,Metrocity
I161894,C179397,Souvenir,1,11.73,26-02-2023,Forum Istanbul
I150707,C304730,Shoes,1,600.17,08-02-2023,Kanyon
I474034,C324190,Clothing,4,1200.32,22-02-2023,Kanyon
I188668,C307637,Food & Beverage,4,20.92,26-02-2023,Viaport Outlet
I244368,C159252,Food & Beverage,3,15.69,02-02-2023,Zorlu Center
I329207,C322719,Cosmetics,5,203.3,22-02-2023,Kanyon
I118581,C242905,Technology,5,5250.0,06-03-2023,Kanyon
I950164,C263857,Souvenir,1,11.73,27-02-2023,Istinye Park
I444053,C115986,Cosmetics,4,162.64,10-01-2023,Mall of Istanbul
I882785,C207221,Food & Beverage,1,5.23,22-02-2023,Mall of Istanbul
I299631,C317609,Clothing,3,900.24,03-02-2023,Mall of Istanbul
I133294,C280130,Toys,1,35.84,23-02-2023,Mall of Istanbul
I139874,C530204,Cosmetics,4,162.64,18-02-2023,Istinye Park
I964757,C217696,Cosmetics,5,203.3,05-02-2023,Mall of Istanbul
I208562,C110615,Shoes,2,1200.34,05-01-2023,Mall of Istanbul
I292060,C234263,Food & Beverage,3,15.69,04-01-2023,Zorlu Center
I157302,C243582,Food & Beverage,4,20.92,25-01-2023,Kanyon
I270589,C241404,Food & Beverage,3,15.69,05-01-2023,Istinye Park
I704957,C274643,Souvenir,2,23.46,04-01-2023,Mall of Istanbul
I843754,C242259,Food & Beverage,1,5.23,19-01-2023,Mall of Istanbul
I270786,C183100,Food & Beverage,3,15.69,04-03-2023,Forum Istanbul
I141983,C153003,Clothing,5,1500.4,13-02-2023,Metropol AVM
I258825,C240039,Food & Beverage,1,5.23,23-01-2023,Viaport Outlet
I297163,C302490,Clothing,1,300.08,27-01-2023,Kanyon
I192531,C179443,Food & Beverage,4,20.92,23-01-2023,Metropol AVM
I107937,C289763,Food & Beverage,1,5.23,27-01-2023,Kanyon
I241613,C277643,Technology,3,3150.0,01-02-2023,Zorlu Center
I322438,C511843,Clothing,5,1500.4,07-02-2023,Kanyon
I198868,C132191,Cosmetics,1,40.66,22-02-2023,Cevahir AVM
I157228,C240288,Souvenir,5,58.65,22-02-2023,Metrocity
I177451,C172221,Books,2,30.3,17-02-2023,Zorlu Center
I216900,C190578,Clothing,1,300.08,02-03-2023,Zorlu Center
I246040,C186499,Toys,5,179.2,22-02-2023,Cevahir AVM
I188834,C118306,Clothing,1,300.08,08-03-2023,Mall of Istanbul
I533383,C289653,Clothing,4,1200.32,14-01-2023,Metropol AVM
I294338,C302205,Technology,1,1050.0,06-02-2023,Mall of Istanbul
I178791,C115699,Food & Beverage,2,10.46,06-03-2023,Metrocity
I198444,C153745,Souvenir,3,35.19,11-02-2023,Istinye Park
I135733,C329615,Clothing,4,1200.32,25-01-2023,Metrocity
I164832,C160308,Clothing,1,300.08,13-01-2023,Forum Istanbul
I331622,C230873,Toys,1,35.84,30-01-2023,Viaport Outlet
I314313,C943035,Clothing,1,300.08,08-03-2023,Emaar Square Mall
I237985,C199842,Food & Beverage,4,20.92,09-02-2023,Istinye Park
I337766,C549399,Food & Beverage,2,10.46,10-02-2023,Cevahir AVM
I116740,C718384,Cosmetics,3,121.98,20-02-2023,Mall of Istanbul
I335448,C313150,Books,5,75.75,19-02-2023,Forum Istanbul
I189095,C156192,Cosmetics,3,121.98,23-01-2023,Zorlu Center
I574062,C335389,Clothing,5,1500.4,10-02-2023,Metrocity
I138549,C597126,Clothing,3,900.24,19-02-2023,Mall of Istanbul
I261372,C225054,Food & Beverage,5,26.15,03-01-2023,Viaport Outlet
I170774,C120980,Toys,3,107.52,26-02-2023,Mall of Istanbul
I414220,C321091,Clothing,1,300.08,03-01-2023,Kanyon
I246703,C523518,Food & Beverage,2,10.46,02-02-2023,Istinye Park
I741221,C238649,Food & Beverage,5,26.15,27-01-2023,Forum Istanbul
I251259,C153581,Toys,3,107.52,05-03-2023,Kanyon
I169880,C889118,Shoes,1,600.17,01-01-2023,Metropol AVM
I269961,C257347,Clothing,2,600.16,07-02-2023,Kanyon
I196011,C236167,Clothing,3,900.24,03-02-2023,Metrocity
I322756,C326667,Food & Beverage,5,26.15,11-01-2023,Mall of Istanbul
I321083,C818948,Clothing,3,900.24,04-01-2023,Metropol AVM
I271926,C922993,Food & Beverage,5,26.15,30-01-2023,Istinye Park
I122066,C337241,Clothing,2,600.16,18-02-2023,Mall of Istanbul
I265152,C166381,Clothing,5,1500.4,18-01-2023,Kanyon
I311448,C292382,Clothing,1,300.08,01-02-2023,Emaar Square Mall
I165508,C928071,Clothing,3,900.24,11-02-2023,Mall of Istanbul
I150767,C993218,Technology,2,2100.0,04-02-2023,Kanyon
I218199,C566022,Food & Beverage,3,15.69,07-01-2023,Metrocity
I158299,C167350,Shoes,2,1200.34,29-01-2023,Kanyon
I126923,C684401,Toys,5,179.2,09-02-2023,Metropol AVM
I109674,C161650,Technology,1,1050.0,18-01-2023,Metrocity
I324740,C580162,Clothing,5,1500.4,04-01-2023,Istinye Park
I302270,C188082,Souvenir,3,35.19,26-02-2023,Metrocity
I217670,C294283,Clothing,1,300.08,27-01-2023,Istinye Park
I207402,C108808,Toys,1,35.84,16-01-2023,Istinye Park
I114509,C713134,Cosmetics,1,40.66,02-03-2023,Istinye Park
I765202,C188568,Clothing,2,600.16,09-02-2023,Kanyon
I185903,C183219,Clothing,3,900.24,13-02-2023,Metropol AVM
I321647,C671128,Shoes,1,600.17,31-01-2023,Metrocity
I244011,C212998,Toys,2,71.68,25-02-2023,Metropol AVM
I202306,C166014,Toys,1,35.84,12-02-2023,Metrocity
I217444,C226873,Clothing,4,1200.32,22-01-2023,Kanyon
I108228,C274978,Food & Beverage,3,15.69,02-01-2023,Cevahir AVM
I290532,C121436,Food & Beverage,1,5.23,16-02-2023,Metrocity
I905445,C233240,Cosmetics,4,162.64,25-01-2023,Metrocity
I244692,C332082,Food & Beverage,1,5.23,21-01-2023,Metrocity
I116254,C187135,Cosmetics,1,40.66,10-02-2023,Mall of Istanbul
I745304,C230849,Souvenir,4,46.92,15-01-2023,Zorlu Center
I213069,C546912,Clothing,3,900.24,10-02-2023,Emaar Square Mall
I505106,C179977,Food & Beverage,2,10.46,19-02-2023,Kanyon
I260039,C646619,Clothing,3,900.24,18-02-2023,Mall of Istanbul
I866949,C204299,Toys,5,179.2,14-02-2023,Mall of Istanbul
I138114,C287147,Shoes,5,3000.85,05-02-2023,Zorlu Center
I178416,C625042,Food & Beverage,3,15.69,07-02-2023,Cevahir AVM
I266352,C145023,Clothing,3,900.24,02-01-2023,Kanyon
I289794,C196601,Clothing,4,1200.32,12-02-2023,Istinye Park
I150806,C321243,Books,4,60.6,29-01-2023,Cevahir AVM
I237714,C332512,Cosmetics,1,40.66,25-01-2023,Cevahir AVM
I207251,C240050,Food & Beverage,4,20.92,19-01-2023,Istinye Park
I260374,C264985,Clothing,4,1200.32,04-01-2023,Metrocity
I235459,C158609,Toys,2,71.68,31-01-2023,Mall of Istanbul
I241286,C900101,Clothing,5,1500.4,08-02-2023,Kanyon
I238595,C277050,Books,5,75.75,03-03-2023,Kanyon
I185707,C270819,Food & Beverage,4,20.92,08-02-2023,Istinye Park
I172651,C702850,Clothing,4,1200.32,10-02-2023,Zorlu Center
I240172,C898240,Clothing,5,1500.4,03-01-2023,Metropol AVM
I235813,C329878,Food & Beverage,5,26.15,27-01-2023,Istinye Park
I298802,C156710,Cosmetics,4,162.64,03-02-2023,Kanyon
I281638,C209454,Food & Beverage,4,20.92,08-01-2023,Viaport Outlet
I131224,C111267,Shoes,3,1800.51,24-01-2023,Kanyon
I109978,C229154,Cosmetics,4,162.64,29-01-2023,Metrocity
I214864,C309666,Clothing,1,300.08,09-01-2023,Metrocity
I162108,C931031,Clothing,2,600.16,26-02-2023,Viaport Outlet
I958632,C185820,Cosmetics,3,121.98,16-02-2023,Istinye Park
I753047,C146816,Clothing,3,900.24,01-03-2023,Forum Istanbul
I853460,C733652,Clothing,5,1500.4,21-02-2023,Mall of Istanbul
I725667,C134834,Souvenir,5,58.65,17-02-2023,Mall of Istanbul
I272883,C186582,Food & Beverage,1,5.23,19-02-2023,Mall of Istanbul
I808767,C232418,Cosmetics,3,121.98,22-02-2023,Istinye Park
I221202,C325800,Food & Beverage,4,20.92,04-01-2023,Istinye Park
I210842,C271181,Clothing,5,1500.4,11-01-2023,Viaport Outlet
I321900,C157135,Toys,4,143.36,03-02-2023,Zorlu Center
I236469,C125948,Food & Beverage,3,15.69,16-02-2023,Mall of Istanbul
I456999,C265902,Clothing,1,300.08,26-01-2023,Kanyon
I461775,C495615,Food & Beverage,3,15.69,09-02-2023,Mall of Istanbul
I121810,C503270,Food & Beverage,5,26.15,25-01-2023,Kanyon
I142916,C113294,Souvenir,1,11.73,20-01-2023,Emaar Square Mall
I204703,C284146,Food & Beverage,3,15.69,26-02-2023,Metrocity
I213310,C290006,Cosmetics,2,81.32,23-02-2023,Kanyon
I164875,C261139,Clothing,4,1200.32,23-02-2023,Emaar Square Mall
I791371,C777060,Clothing,2,600.16,13-01-2023,Istinye Park
I694287,C126110,Souvenir,5,58.65,09-02-2023,Mall of Istanbul
I754126,C330848,Food & Beverage,4,20.92,06-03-2023,Mall of Istanbul
I201173,C206019,Toys,2,71.68,28-01-2023,Metropol AVM
I151807,C179333,Clothing,5,1500.4,07-02-2023,Zorlu Center
I261046,C153222,Clothing,4,1200.32,13-01-2023,Cevahir AVM
I335832,C141390,Shoes,4,2400.68,06-03-2023,Forum Istanbul
I264747,C184553,Shoes,3,1800.51,03-01-2023,Istinye Park
I107604,C319691,Food & Beverage,3,15.69,21-02-2023,Emaar Square Mall
I170509,C204402,Food & Beverage,2,10.46,04-01-2023,Metrocity
I189509,C111140,Toys,4,143.36,04-02-2023,Forum Istanbul
I194942,C266950,Shoes,4,2400.68,10-01-2023,Zorlu Center
I997249,C306383,Clothing,2,600.16,03-02-2023,Metrocity
I144967,C128505,Shoes,2,1200.34,05-01-2023,Emaar Square Mall
I272064,C227679,Souvenir,4,46.92,29-01-2023,Emaar Square Mall
I783605,C311272,Toys,2,71.68,09-01-2023,Zorlu Center
I457685,C280122,Clothing,5,1500.4,05-01-2023,Mall of Istanbul
I112006,C124359,Food & Beverage,4,20.92,24-01-2023,Mall of Istanbul
I248890,C298276,Cosmetics,5,203.3,10-01-2023,Kanyon
I155159,C122471,Cosmetics,4,162.64,07-03-2023,Kanyon
I276561,C263604,Cosmetics,5,203.3,17-02-2023,Zorlu Center
I311832,C224312,Souvenir,1,11.73,02-02-2023,Metropol AVM
I165582,C224955,Cosmetics,5,203.3,03-01-2023,Mall of Istanbul
I316413,C228509,Cosmetics,4,162.64,04-03-2023,Mall of Istanbul
I194724,C246303,Clothing,2,600.16,31-01-2023,Kanyon
I332814,C156079,Souvenir,1,11.73,11-02-2023,Kanyon
I328688,C152557,Technology,4,4200.0,11-01-2023,Emaar Square Mall
I236322,C171909,Toys,2,71.68,12-02-2023,Cevahir AVM
I763478,C255610,Clothing,3,900.24,05-03-2023,Viaport Outlet
I113763,C258444,Toys,3,107.52,08-02-2023,Emaar Square Mall
I308047,C219753,Food & Beverage,1,5.23,01-01-2023,Istinye Park
I734969,C317506,Shoes,2,1200.34,03-03-2023,Zorlu Center
I151496,C131780,Clothing,1,300.08,16-02-2023,Mall of Istanbul
I288166,C637338,Clothing,3,900.24,04-02-2023,Kanyon
I340908,C200291,Food & Beverage,4,20.92,15-02-2023,Mall of Istanbul
I295796,C503929,Toys,2,71.68,03-01-2023,Mall of Istanbul
I334225,C194209,Clothing,5,1500.4,13-02-2023,Forum Istanbul
I332466,C201221,Clothing,5,1500.4,23-01-2023,Kanyon
I278859,C595042,Shoes,3,1800.51,11-01-2023,Metrocity
I534805,C293973,Cosmetics,1,40.66,25-02-2023,Cevahir AVM
I417628,C794476,Clothing,4,1200.32,10-02-2023,Istinye Park
I682126,C277064,Souvenir,1,11.73,05-03-2023,Kanyon
I190741,C143047,Books,3,45.45,03-03-2023,Mall of Istanbul
I802055,C304663,Food & Beverage,2,10.46,21-02-2023,Istinye Park
I250223,C137998,Cosmetics,2,81.32,15-01-2023,Istinye Park
I164564,C224744,Clothing,5,1500.4,06-01-2023,Istinye Park
I275167,C228537,Clothing,3,900.24,03-01-2023,Forum Istanbul
I256173,C111961,Clothing,5,1500.4,03-03-2023,Kanyon
I334008,C240937,Clothing,5,1500.4,02-03-2023,Mall of Istanbul
I544243,C212653,Toys,2,71.68,23-02-2023,Mall of Istanbul
I152881,C836378,Shoes,2,1200.34,02-01-2023,Metropol AVM
I294620,C176791,Cosmetics,3,121.98,07-03-2023,Kanyon
I134332,C288685,Clothing,1,300.08,02-02-2023,Mall of Istanbul
I327309,C295970,Clothing,5,1500.4,30-01-2023,Cevahir AVM
I683216,C122507,Food & Beverage,3,15.69,22-02-2023,Forum Istanbul
I215638,C147499,Clothing,5,1500.4,17-01-2023,Metrocity
I565929,C315821,Souvenir,1,11.73,07-01-2023,Zorlu Center
I335995,C280299,Clothing,5,1500.4,23-02-2023,Emaar Square Mall
I230900,C175229,Cosmetics,5,203.3,15-01-2023,Kanyon
I103718,C289058,Food & Beverage,2,10.46,06-03-2023,Kanyon
I240999,C227627,Shoes,5,3000.85,06-02-2023,Metropol AVM
I284433,C110379,Toys,1,35.84,28-01-2023,Emaar Square Mall
I105941,C242784,Clothing,2,600.16,31-01-2023,Mall of Istanbul
I319971,C798334,Clothing,4,1200.32,07-01-2023,Mall of Istanbul
I759931,C395907,Shoes,4,2400.68,03-03-2023,Kanyon
I972482,C138267,Food & Beverage,2,10.46,28-01-2023,Mall of Istanbul
I320170,C120040,Clothing,5,1500.4,19-02-2023,Mall of Istanbul
I200791,C743303,Clothing,1,300.08,08-03-2023,Metrocity
I238852,C207285,Toys,5,179.2,08-01-2023,Kanyon
I863900,C308263,Books,4,60.6,02-03-2023,Cevahir AVM
I271193,C123059,Cosmetics,1,40.66,03-02-2023,Metrocity
I469320,C199460,Clothing,5,1500.4,12-02-2023,Metropol AVM
I148094,C185315,Clothing,3,900.24,22-01-2023,Kanyon
I232372,C197043,Cosmetics,5,203.3,12-02-2023,Metrocity
I159799,C284113,Clothing,2,600.16,20-01-2023,Mall of Istanbul
I978735,C324524,Clothing,5,1500.4,26-02-2023,Metrocity
I152279,C329246,Cosmetics,4,162.64,02-02-2023,Metrocity
I910420,C240888,Clothing,5,1500.4,07-02-2023,Metrocity
I103064,C274479,Toys,2,71.68,04-03-2023,Metrocity
I114026,C165060,Cosmetics,1,40.66,22-01-2023,Istinye Park
I298687,C202546,Shoes,4,2400.68,06-02-2023,Cevahir AVM
I106207,C346604,Clothing,5,1500.4,09-02-2023,Mall of Istanbul
I330425,C227687,Clothing,5,1500.4,23-02-2023,Mall of Istanbul
I333306,C205600,Food & Beverage,2,10.46,11-02-2023,Mall of Istanbul
I123722,C328716,Clothing,5,1500.4,02-02-2023,Mall of Istanbul
I149421,C137592,Shoes,1,600.17,02-01-2023,Metropol AVM
I162744,C155121,Souvenir,2,23.46,20-01-2023,Metropol AVM
I133511,C156966,Cosmetics,5,203.3,04-01-2023,Mall of Istanbul
I209423,C316197,Toys,5,179.2,14-02-2023,Mall of Istanbul
I279949,C997269,Clothing,2,600.16,21-01-2023,Metrocity
I189284,C232581,Cosmetics,1,40.66,07-01-2023,Istinye Park
I168205,C258930,Books,5,75.75,08-01-2023,Metropol AVM
I274021,C131861,Shoes,1,600.17,02-01-2023,Kanyon
I314904,C558449,Toys,4,143.36,20-01-2023,Kanyon
I120823,C231538,Souvenir,3,35.19,21-01-2023,Istinye Park
I220659,C130596,Food & Beverage,4,20.92,13-02-2023,Metropol AVM
I317541,C217077,Food & Beverage,4,20.92,11-01-2023,Emaar Square Mall
I204831,C232513,Toys,3,107.52,20-02-2023,Kanyon
I311529,C653081,Clothing,3,900.24,08-03-2023,Forum Istanbul
I100414,C233655,Souvenir,2,23.46,10-01-2023,Mall of Istanbul
I167624,C200886,Clothing,3,900.24,22-02-2023,Kanyon
I203906,C130116,Toys,1,35.84,11-02-2023,Metropol AVM
I970025,C241046,Food & Beverage,3,15.69,09-02-2023,Kanyon
I247779,C107207,Souvenir,3,35.19,28-02-2023,Mall of Istanbul
I101423,C666388,Books,3,45.45,03-02-2023,Viaport Outlet
I253592,C268460,Clothing,3,900.24,02-03-2023,Kanyon
I101795,C207950,Clothing,4,1200.32,25-01-2023,Metrocity
I132763,C304579,Technology,5,5250.0,08-02-2023,Metrocity
I262841,C748386,Clothing,2,600.16,05-03-2023,Kanyon
I817932,C148812,Toys,2,71.68,05-02-2023,Metrocity
I596210,C150566,Cosmetics,5,203.3,25-02-2023,Zorlu Center
I229955,C162788,Clothing,1,300.08,10-02-2023,Kanyon
I149224,C184217,Food & Beverage,3,15.69,25-01-2023,Emaar Square Mall
I311640,C307063,Clothing,5,1500.4,13-01-2023,Metrocity
I250161,C122492,Clothing,3,900.24,15-01-2023,Kanyon
I122753,C258047,Clothing,2,600.16,05-03-2023,Zorlu Center
I847679,C245255,Clothing,4,1200.32,07-03-2023,Mall of Istanbul
I164781,C122643,Toys,1,35.84,01-01-2023,Forum Istanbul
I447859,C307248,Clothing,1,300.08,16-02-2023,Istinye Park
I178767,C133508,Clothing,1,300.08,27-01-2023,Metropol AVM
I270532,C235131,Cosmetics,1,40.66,03-02-2023,Kanyon
I105301,C252937,Food & Beverage,3,15.69,03-02-2023,Metrocity
I560884,C190629,Clothing,2,600.16,30-01-2023,Metrocity
I126211,C134373,Clothing,4,1200.32,22-02-2023,Kanyon
I103514,C139241,Clothing,4,1200.32,09-02-2023,Kanyon
I280954,C212158,Toys,3,107.52,24-02-2023,Forum Istanbul
I730435,C884591,Cosmetics,1,40.66,10-02-2023,Cevahir AVM
I261280,C339883,Clothing,3,900.24,14-01-2023,Metropol AVM
I212910,C190278,Technology,2,2100.0,06-03-2023,Metropol AVM
I437479,C182462,Clothing,3,900.24,15-01-2023,Mall of Istanbul
I203471,C290804,Shoes,3,1800.51,30-01-2023,Zorlu Center
I579394,C178154,Food & Beverage,2,10.46,16-01-2023,Mall of Istanbul
I192590,C258758,Clothing,1,300.08,05-02-2023,Kanyon
I476585,C158892,Books,5,75.75,27-01-2023,Forum Istanbul
I290618,C314049,Books,3,45.45,12-02-2023,Zorlu Center
I662255,C215855,Technology,4,4200.0,16-02-2023,Zorlu Center
I317254,C263944,Clothing,2,600.16,06-02-2023,Cevahir AVM
I334790,C640045,Clothing,2,600.16,26-01-2023,Kanyon
I333643,C256887,Food & Beverage,4,20.92,14-01-2023,Kanyon
I310027,C236493,Clothing,4,1200.32,13-02-2023,Mall of Istanbul
I267413,C146774,Souvenir,3,35.19,22-02-2023,Metrocity
I315238,C943704,Food & Beverage,2,10.46,02-02-2023,Istinye Park
I311539,C123045,Toys,5,179.2,22-01-2023,Metropol AVM
I272873,C139815,Food & Beverage,5,26.15,02-03-2023,Metropol AVM
I850865,C571871,Clothing,4,1200.32,13-02-2023,Metrocity
I154282,C236752,Clothing,5,1500.4,10-02-2023,Forum Istanbul
I175243,C294790,Cosmetics,4,162.64,20-02-2023,Istinye Park
I137939,C349910,Technology,4,4200.0,20-01-2023,Metrocity
I115312,C151408,Toys,1,35.84,07-02-2023,Metrocity
I131106,C179948,Clothing,1,300.08,24-01-2023,Kanyon
I134968,C287117,Clothing,3,900.24,15-02-2023,Emaar Square Mall
I289152,C491284,Shoes,4,2400.68,04-03-2023,Istinye Park
I189980,C215433,Technology,5,5250.0,15-02-2023,Kanyon
I268751,C446073,Clothing,4,1200.32,22-02-2023,Istinye Park
I209466,C120585,Food & Beverage,1,5.23,20-01-2023,Mall of Istanbul
I325647,C999886,Food & Beverage,3,15.69,08-03-2023,Kanyon
I374529,C252773,Food & Beverage,1,5.23,25-02-2023,Forum Istanbul
I235718,C307840,Food & Beverage,2,10.46,16-02-2023,Zorlu Center
I601235,C290322,Clothing,1,300.08,04-02-2023,Mall of Istanbul
I636270,C263636,Shoes,1,600.17,26-01-2023,Mall of Istanbul
I163763,C157424,Toys,4,143.36,02-02-2023,Metropol AVM
I299120,C647231,Clothing,5,1500.4,04-03-2023,Mall of Istanbul
I766439,C100190,Toys,1,35.84,26-01-2023,Kanyon
I491795,C309486,Cosmetics,4,162.64,20-01-2023,Zorlu Center
I158541,C122447,Cosmetics,5,203.3,01-02-2023,Kanyon
I284065,C339326,Food & Beverage,2,10.46,19-01-2023,Mall of Istanbul
I121448,C613530,Cosmetics,4,162.64,07-02-2023,Cevahir AVM
I289870,C276387,Cosmetics,3,121.98,15-01-2023,Viaport Outlet
I318430,C524372,Food & Beverage,1,5.23,01-02-2023,Emaar Square Mall
I198815,C231583,Clothing,5,1500.4,09-01-2023,Zorlu Center
I111618,C109766,Shoes,4,2400.68,22-02-2023,Metrocity
I133832,C599435,Food & Beverage,3,15.69,03-01-2023,Viaport Outlet
I189983,C350540,Clothing,1,300.08,06-01-2023,Istinye Park
I285624,C603606,Shoes,1,600.17,05-03-2023,Viaport Outlet
I572490,C151209,Shoes,3,1800.51,02-03-2023,Mall of Istanbul
I424303,C413385,Cosmetics,3,121.98,07-01-2023,Mall of Istanbul
I251532,C146686,Food & Beverage,5,26.15,06-02-2023,Zorlu Center
I262770,C313022,Clothing,5,1500.4,05-02-2023,Metrocity
I139547,C287649,Clothing,1,300.08,20-02-2023,Metrocity
I461149,C218414,Clothing,4,1200.32,25-01-2023,Kanyon
I773492,C761075,Clothing,4,1200.32,05-01-2023,Metrocity
I124823,C715864,Books,1,15.15,20-01-2023,Mall of Istanbul
I880451,C251504,Food & Beverage,2,10.46,05-01-2023,Zorlu Center
I308597,C326309,Toys,2,71.68,05-03-2023,Viaport Outlet
I193417,C120630,Toys,1,35.84,30-01-2023,Istinye Park
I272274,C299403,Shoes,3,1800.51,17-01-2023,Mall of Istanbul
I241309,C119309,Food & Beverage,2,10.46,29-01-2023,Istinye Park
I338693,C293675,Souvenir,2,23.46,06-01-2023,Metropol AVM
I122299,C226896,Technology,5,5250.0,27-02-2023,Istinye Park
I276145,C158475,Cosmetics,3,121.98,26-02-2023,Forum Istanbul
I189632,C182791,Toys,1,35.84,05-01-2023,Mall of Istanbul
I107128,C167841,Technology,5,5250.0,06-02-2023,Metropol AVM
I747027,C253653,Clothing,4,1200.32,03-03-2023,Istinye Park
I324733,C220853,Souvenir,5,58.65,19-02-2023,Cevahir AVM
I286865,C833124,Clothing,1,300.08,21-02-2023,Viaport Outlet
I241340,C278798,Toys,4,143.36,08-01-2023,Kanyon
I489828,C333192,Cosmetics,3,121.98,04-02-2023,Metrocity
I249590,C178892,Clothing,3,900.24,14-02-2023,Kanyon
I319534,C187430,Cosmetics,2,81.32,28-01-2023,Metrocity
I101574,C178897,Food & Beverage,2,10.46,02-02-2023,Kanyon
I197507,C155051,Clothing,2,600.16,27-01-2023,Metropol AVM
I344351,C726171,Cosmetics,3,121.98,09-01-2023,Mall of Istanbul
I287848,C623250,Clothing,2,600.16,06-02-2023,Metrocity
I335491,C220263,Toys,2,71.68,01-03-2023,Mall of Istanbul
I274327,C134087,Toys,3,107.52,01-02-2023,Kanyon
I357820,C221092,Shoes,1,600.17,18-01-2023,Mall of Istanbul
I252158,C215971,Technology,1,1050.0,18-02-2023,Mall of Istanbul
I314516,C619561,Clothing,3,900.24,04-03-2023,Kanyon
I582276,C447516,Toys,2,71.68,20-01-2023,Mall of Istanbul
I243427,C287907,Clothing,2,600.16,09-02-2023,Istinye Park
I296844,C318821,Clothing,4,1200.32,14-01-2023,Emaar Square Mall
I175624,C124382,Shoes,1,600.17,17-02-2023,Metrocity
I180143,C300719,Technology,4,4200.0,07-02-2023,Metrocity
I132427,C176333,Clothing,5,1500.4,24-01-2023,Zorlu Center
I332757,C262614,Technology,3,3150.0,14-02-2023,Cevahir AVM
I183688,C304277,Toys,4,143.36,16-01-2023,Mall of Istanbul
I704906,C491785,Toys,4,143.36,25-02-2023,Mall of Istanbul
I305993,C266194,Toys,1,35.84,19-01-2023,Emaar Square Mall
I208694,C224245,Clothing,3,900.24,13-01-2023,Metropol AVM
I692834,C232364,Toys,2,71.68,16-01-2023,Mall of Istanbul
I226140,C250477,Books,3,45.45,14-02-2023,Mall of Istanbul
I246897,C312071,Clothing,2,600.16,11-02-2023,Mall of Istanbul
I179553,C275746,Books,4,60.6,31-01-2023,Metropol AVM
I814972,C797422,Toys,2,71.68,15-01-2023,Zorlu Center
I239770,C192022,Toys,4,143.36,27-01-2023,Kanyon
I166585,C278540,Clothing,4,1200.32,06-03-2023,Metrocity
I121655,C588517,Food & Beverage,5,26.15,08-02-2023,Kanyon
I270097,C328545,Books,3,45.45,06-03-2023,Mall of Istanbul
I615663,C209414,Clothing,1,300.08,16-01-2023,Mall of Istanbul
I334762,C152286,Clothing,3,900.24,19-01-2023,Viaport Outlet
I272839,C305923,Clothing,3,900.24,10-01-2023,Metrocity
I180498,C320800,Clothing,2,600.16,04-01-2023,Metropol AVM
I434781,C753593,Clothing,1,300.08,19-01-2023,Metrocity
I254753,C170102,Cosmetics,4,162.64,24-02-2023,Istinye Park
