id,artist,asciiName,availability,borderColor,cardKingdomFoilId,cardKingdomId,colorIdentity,colorIndicator,colors,convertedManaCost,duelDeck,edhrecRank,faceConvertedManaCost,faceName,flavorName,flavorText,frameEffects,frameVersion,hand,hasAlternativeDeckLimit,hasContentWarning,hasFoil,hasNonFoil,isAlternative,isFullArt,isOnlineOnly,isOversized,isPromo,isReprint,isReserved,isStarter,isStorySpotlight,isTextless,isTimeshifted,keywords,layout,leadershipSkills,life,loyalty,manaCost,mcmId,mcmMetaId,mtgArenaId,mtgjsonV4Id,mtgoFoilId,mtgoId,multiverseId,name,number,originalReleaseDate,originalText,originalType,otherFaceIds,power,printings,promoTypes,purchaseUrls,rarity,scryfallId,scryfallIllustrationId,scryfallOracleId,setCode,side,subtypes,supertypes,tcgplayerProductId,text,toughness,type,types,uuid,variations,watermark
13422,Chris Rallis,,"mtgo,paper",borderless,239859.0,238897.0,R,,R,3.0,,5487.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Partner,normal,"{'brawl': False, 'commander': True, 'oathbreaker': True}",,0,{2}{R},510560.0,322255.0,,8af4a236-f9d6-57f2-a0b3-3f04aca5c197,,,500771.0,"Jeska, Thrice Reborn",513,,"Jeska, Thrice Reborn enters the battlefield with a loyalty counter on it for each time you've cast a commander from the command zone this game.
0: Choose target creature. Until your next turn, if that creature would deal combat damage to one of your oppon",Legendary Planeswalker — Jeska,,,CMR,boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/51fb2016f7f25c05', 'cardKingdomFoil': 'https://mtgjson.com/links/dfa6a80bc374594b', 'cardmarket': 'https://mtgjson.com/links/1b46f99b474ee596', 'tcgplayer': 'https://mtgjson.com/links/56ca8a2cacb36162'}",mythic,2de336a3-224f-49e0-b4ff-34bf3de398bf,d92cca3e-8e4e-480e-acca-5d71d7fd1287,b1fbfcf3-6921-4417-a58e-0f5e5d34a105,CMR,,Jeska,Legendary,226650.0,"Jeska, Thrice Reborn enters the battlefield with a loyalty counter on her for each time you've cast a commander from the command zone this game.
[0]: Choose target creature. Until your next turn, if that creature would deal combat damage to one of your op",,Legendary Planeswalker — Jeska,Planeswalker,0732d9c5-ded3-58ee-88dc-1331769cc554,dc7953a6-d2d2-5db6-bf30-9e5902c8c0c0,
18057,Dmitry Burmak,,"mtgo,paper",borderless,228007.0,227482.0,"B,G",,"B,G",6.0,,2350.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,5,{4}{B}{G},398924.0,280879.0,,67caa4b5-c550-594a-9aff-7358eb473115,,,,"Garruk, Cursed Huntsman",270,,,,,,"ELD,PELD,PRM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/f888e5e3400f7b68', 'cardKingdomFoil': 'https://mtgjson.com/links/953d8e1108ac8eca', 'cardmarket': 'https://mtgjson.com/links/4d20ebec97f9bd89', 'tcgplayer': 'https://mtgjson.com/links/a2344e72fdc2b459'}",mythic,ea9f8dd7-b774-40c5-9e67-3eb87bb72541,2cb89733-187c-4c14-9dab-f7220c3e48af,e0cef79c-ad47-4cbc-9d73-a913e487ccb7,ELD,,Garruk,Legendary,198413.0,"[0]: Create two 2/2 black and green Wolf creature tokens with ""When this creature dies, put a loyalty counter on each Garruk you control.""
[−3]: Destroy target creature. Draw a card.
[−6]: You get an emblem with ""Creatures you control get +3/+3 and have t",,Legendary Planeswalker — Garruk,Planeswalker,6f6a1a8c-be54-5003-bcf2-5d7412678d3c,562674f3-9cb1-5fca-a574-6319fe190dc3,
18058,Wesley Burt,,"mtgo,paper",borderless,228008.0,227483.0,"G,U",,"G,U",3.0,,924.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,4,{1}{G}{U},398664.0,280814.0,,202c6f3d-2094-516d-bd3e-1c3e7d16be3e,,,,"Oko, Thief of Crowns",271,,,,,,"ELD,PELD,PRM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/986800d453ba65c9', 'cardKingdomFoil': 'https://mtgjson.com/links/4244006031661d34', 'cardmarket': 'https://mtgjson.com/links/e219b4d426be1474', 'tcgplayer': 'https://mtgjson.com/links/6c32958f96c8fa2c'}",mythic,95da027e-34c1-4098-827d-1647693ad8f4,4c64f0e1-8d5d-449f-afe8-333f7b41789d,60c60923-ff1b-43f7-8768-731499fcffc9,ELD,,Oko,Legendary,198357.0,"[+2]: Create a Food token. (It's an artifact with ""{2}, {T}, Sacrifice this artifact: You gain 3 life."")
[+1]: Target artifact or creature loses all abilities and becomes a green Elk creature with base power and toughness 3/3.
[−5]: Exchange control of ta",,Legendary Planeswalker — Oko,Planeswalker,f203bad8-9c07-507c-9699-fc8fec69e2d2,46153afe-5e05-5082-852a-648c03924bcf,
18059,Howard Lyon,,"mtgo,paper",borderless,228009.0,227484.0,"R,U",,"R,U",3.0,,3565.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,5,{1}{U}{R},400359.0,281409.0,,6d3476d8-bd98-5cbb-9103-1507f641bbd1,,,,The Royal Scions,272,,,,,,"ELD,PELD,PRM",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/67d36e252d62d4d5', 'cardKingdomFoil': 'https://mtgjson.com/links/3f93398a2b0e6896', 'cardmarket': 'https://mtgjson.com/links/7b922d26945406ca', 'tcgplayer': 'https://mtgjson.com/links/fe80b248316e41b7'}",mythic,b10e8af9-e3db-4cea-967f-11798dbcfa54,1df0874f-4b47-42e3-8bab-a78cf8683bda,4ecde8d1-e4ec-4bd9-8a80-49885b032557,ELD,,"Will,Rowan",Legendary,198991.0,"[+1]: Draw a card, then discard a card.
[+1]: Target creature gets +2/+0 and gains first strike and trample until end of turn.
[−8]: Draw four cards. When you do, The Royal Scions deals damage to any target equal to the number of cards in your hand.",,Legendary Planeswalker — Will Rowan,Planeswalker,8e6befac-3f64-5666-ac47-99d5e82db820,0b84effe-4c47-53d1-b497-3a408b009c01,
22906,Antonio José Manzanedo,,"arena,mtgo,paper",borderless,232699.0,232701.0,"G,R",,"G,R",5.0,,7213.0,,,"Godzilla, King of the Monsters",,legendary,2015,,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,Trample,normal,"{'brawl': True, 'commander': True, 'oathbreaker': False}",,,{3}{R}{G},,,71341.0,1bff68ff-38d0-5a26-9613-38618ed9b961,,80583.0,482524.0,"Zilortha, Strength Incarnate",275,,"Trample
Lethal damage dealt to creatures you control is determined by their power rather than their toughness.",Legendary Creature — Dinosaur,,7,IKO,"godzillaseries,buyabox","{'cardKingdom': 'https://mtgjson.com/links/57e7d7d77a50c363', 'cardKingdomFoil': 'https://mtgjson.com/links/4ceaa54fa9d7c758', 'tcgplayer': 'https://mtgjson.com/links/73c257fa5a7fc613'}",mythic,9a0639a0-c898-4a07-975c-a02bdd53175b,8d559a97-e193-48f3-93c4-e8161ce0613a,2dba8d8d-891e-482e-8014-879f701d0619,IKO,,Dinosaur,Legendary,212041.0,"Trample
Lethal damage dealt to creatures you control is determined by their power rather than their toughness.",3,Legendary Creature — Dinosaur,Creature,bf553e3b-7b79-5cf1-a40e-a0115baa6b81,,
22907,Kieran Yanner,,"arena,mtgo,paper",borderless,233126.0,232155.0,R,,R,5.0,,5598.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,5,{3}{R}{R},450998.0,300328.0,73765.0,df5762bc-c295-5504-9161-8acdd09f7a52,,,,"Lukka, Coppercoat Outcast",276,,,,,,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/2c408cd9ce483eb3', 'cardKingdomFoil': 'https://mtgjson.com/links/948b78626f112da2', 'cardmarket': 'https://mtgjson.com/links/3dd81e91a9846934', 'tcgplayer': 'https://mtgjson.com/links/f2ca3b839d01d9f2'}",mythic,2a8f74c3-c552-4331-a47c-e8155841bb27,aaa3ae2e-77eb-482c-83ad-5658b408e225,1ca97394-4e8c-4698-bea1-554f9b10927b,IKO,,Lukka,Legendary,211995.0,"[+1]: Exile the top three cards of your library. Creature cards exiled this way gain ""You may cast this card from exile as long as you control a Lukka planeswalker.""
[−2]: Exile target creature you control, then reveal cards from the top of your library u",,Legendary Planeswalker — Lukka,Planeswalker,62ec689f-4d8b-5ea0-9b13-9cff3d9c990e,cc7b9bd8-7943-5ae5-9a2b-ed50e2227966,
22908,Kev Walker,,"arena,mtgo,paper",borderless,233127.0,232156.0,G,,G,5.0,,2233.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,3,{3}{G}{G},451003.0,300323.0,73766.0,8d948f7c-b053-50e9-bb7e-b87da4fd768b,,,,"Vivien, Monsters' Advocate",277,,,,,,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/56cf00c72271d87a', 'cardKingdomFoil': 'https://mtgjson.com/links/67a1087a22aab551', 'cardmarket': 'https://mtgjson.com/links/8c21de5050b24896', 'tcgplayer': 'https://mtgjson.com/links/3eb72ceec9b5c7ae'}",mythic,3e7ce2ee-2ebc-4336-a9f3-02380ea9784b,20a95117-d15b-42b0-9ea5-9303d2a2977c,7256b03e-4fd5-4a0a-9b20-7b88870edfec,IKO,,Vivien,Legendary,211994.0,"You may look at the top card of your library any time.
You may cast creature spells from the top of your library.
[+1]: Create a 3/3 green Beast creature token. Put your choice of a vigilance counter, a reach counter, or a trample counter on it.
[−2]: Whe",,Legendary Planeswalker — Vivien,Planeswalker,5e52bd2a-f453-58d1-ab8a-9d42295f445e,193ae10e-2032-5153-994d-567deff6d5da,
22909,Kev Walker,,"arena,mtgo,paper",borderless,233201.0,232695.0,"R,U,W",,"R,U,W",4.0,,5074.0,,,,,,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,,normal,"{'brawl': True, 'commander': False, 'oathbreaker': True}",,4,{1}{U}{R}{W},454858.0,301578.0,73767.0,ebe1621b-93f1-5c13-ab62-9da14e5e5b91,,,,Narset of the Ancient Way,278,,,,,,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/4b263f1b5c1c1cca', 'cardKingdomFoil': 'https://mtgjson.com/links/7419d287e8ee3670', 'cardmarket': 'https://mtgjson.com/links/2ccc250cb28303c2', 'tcgplayer': 'https://mtgjson.com/links/522884ff7d33507f'}",mythic,91ac6589-75ee-4fbf-8056-1860c1482592,046981f9-52cf-43ab-b7bc-637647bddad6,b7ac6e89-941f-4ad9-a437-38ec38ec5263,IKO,,Narset,Legendary,212635.0,"[+1]: You gain 2 life. Add {U}, {R}, or {W}. Spend this mana only to cast a noncreature spell.
[−2]: Draw a card, then you may discard a card. When you discard a nonland card this way, Narset of the Ancient Way deals damage equal to that card's converted ",,Legendary Planeswalker — Narset,Planeswalker,f0aedec3-750f-5e6c-89d4-8bb95bf57d8a,34e92a87-95e4-5849-97c4-f2473912b2fa,
22910,Denis Medri,,"arena,mtgo,paper",borderless,233193.0,232454.0,W,,W,4.0,,4167.0,,,,,showcase,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Lifelink,Mutate",normal,,,,{3}{W},453218.0,301313.0,73652.0,e7895132-6e15-51e2-905d-6ee6adc9d664,,,,Cubwarden,279,,,,,3,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/7f12a6359a9657eb', 'cardKingdomFoil': 'https://mtgjson.com/links/87a63c07d554c891', 'cardmarket': 'https://mtgjson.com/links/ddadeeb8b8dcf884', 'tcgplayer': 'https://mtgjson.com/links/62b1ae22bc93f22f'}",rare,17398d7f-baf3-4605-aced-21582a81c73a,2e503cff-25dc-481e-8f08-c9660ab96e3e,8c1b3f1b-40d8-4cd5-bedf-92c3c534be84,IKO,,Cat,,212281.0,"Mutate {2}{W}{W} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Lifelink
Whenever this creature mutates, create two 1/1 white Cat",5,Creature — Cat,Creature,6661f745-7e01-5d62-b31f-edd24558d501,b178049d-5bb8-581e-8b69-dedc93bdcffc,
22917,Antonio Bravo,,"arena,mtgo,paper",borderless,233196.0,232673.0,U,,U,3.0,,2897.0,,,,,showcase,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Flash,Mutate",normal,,,,{1}{U}{U},453538.0,301133.0,73659.0,a64edc08-652c-5b8f-8602-f6bbe9821458,,,,Sea-Dasher Octopus,286,,,,,2,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/73e60a29eef529ac', 'cardKingdomFoil': 'https://mtgjson.com/links/832080f4f0a89836', 'cardmarket': 'https://mtgjson.com/links/fa0417121c0145dc', 'tcgplayer': 'https://mtgjson.com/links/47345dc01589799c'}",rare,bd6986a8-e258-46f0-88a9-8f84732f359e,899da53d-dcec-4cad-80fc-be42cdb9cc9e,0b718d21-6873-4613-ad15-660d30527fcd,IKO,,Octopus,,212540.0,"Mutate {1}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flash
Whenever this creature deals combat damage to a player, draw a",2,Creature — Octopus,Creature,f2bd9f3f-bc04-5aa8-b022-899c84d83062,ffed3087-c310-5a19-a05c-f87c9e8a0d26,
22920,Kev Walker,,"arena,mtgo,paper",borderless,233148.0,232203.0,B,,B,4.0,,3512.0,,,,,showcase,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Flash,Flying,Mutate",normal,,,,{2}{B}{B},451768.0,300598.0,73662.0,e31988d2-f5cc-59e6-9a86-6c16c6047b1f,,,,Dirge Bat,289,,,,,3,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/35febcfd1bcf59d5', 'cardKingdomFoil': 'https://mtgjson.com/links/fa2605094fb126bc', 'cardmarket': 'https://mtgjson.com/links/42b872086c605c81', 'tcgplayer': 'https://mtgjson.com/links/038cd81503f63ff3'}",rare,bef6998d-bda7-4847-b3d6-30e1596bf730,a3913233-107a-4061-ae55-e907195797f1,4746828f-46ea-439f-88de-5e54cc536545,IKO,,Bat,,212067.0,"Mutate {4}{B}{B} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flash
Flying
Whenever this creature mutates, destroy target creat",3,Creature — Bat,Creature,cc2778a4-a8dc-55c8-8b0d-e5e09c4a868d,"793cba6b-4f65-5834-b055-b83822576a86,fd9ff43c-fee9-5bdb-ab0a-d4c55f2178fd",
22923,Daniel Warren Johnson,,"arena,mtgo,paper",borderless,233149.0,232204.0,R,,R,4.0,,6226.0,,,,,showcase,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Flying,Mutate",normal,,,,{2}{R}{R},451783.0,300603.0,73665.0,9831bf14-a923-5980-b490-ca08753fa165,,,,Everquill Phoenix,292,,,,,4,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/66ffd719ac59d840', 'cardKingdomFoil': 'https://mtgjson.com/links/a3c2fcae73dca745', 'cardmarket': 'https://mtgjson.com/links/420bc382ec13ee98', 'tcgplayer': 'https://mtgjson.com/links/25a9ce1b2a42445f'}",rare,7fe3c735-d091-4a32-8d10-38a7f23e5c65,560357a4-6f1d-4b96-b4d2-f16e29eea51a,56ba78c1-d1eb-4cc1-b70d-98c35d2972ba,IKO,,Phoenix,,212063.0,"Mutate {3}{R} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flying
Whenever this creature mutates, create a red artifact token n",4,Creature — Phoenix,Creature,be20d529-183f-5f99-82d6-a3d35cc4c7e9,"df2fd1f3-1b61-53ec-87a2-cc959b65af71,1a8426ed-5ac5-5715-9d28-9f0c41c12b74",
22926,Andrew Huerta,,"arena,mtgo,paper",borderless,233150.0,232205.0,G,,G,4.0,,2317.0,,,,,showcase,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Mutate,Reach,Trample",normal,,,,{3}{G},451813.0,300613.0,73668.0,e7dfe7af-850c-57af-965c-c31d592fb83d,,,,Gemrazer,295,,,,,4,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/8cb44f41e287ee4a', 'cardKingdomFoil': 'https://mtgjson.com/links/cadbc56c2ea5a652', 'cardmarket': 'https://mtgjson.com/links/7a810721c95f16fd', 'tcgplayer': 'https://mtgjson.com/links/edafdbe68e3fe7ed'}",rare,d75546a5-81fd-41c1-a081-d8980f6bd60a,acbd2895-a754-4e79-afb5-5d6bb718e4c9,3dfb0c0a-b68f-43b9-8475-28d0192fc4ed,IKO,,Beast,,212072.0,"Mutate {1}{G}{G} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Reach, trample
Whenever this creature mutates, destroy target art",4,Creature — Beast,Creature,14c9bb0e-89a9-5b12-8f95-cae9eda7cf90,"ad472671-1604-5585-8ae8-603a73b41915,72af5eef-c83e-5498-b3ea-4245b9e4c376",
22930,Daniel Warren Johnson,,"arena,mtgo,paper",borderless,233143.0,232172.0,"B,G,U",,"B,G,U",5.0,,4101.0,,,,,"showcase,legendary",2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Mutate,Trample",normal,"{'brawl': True, 'commander': True, 'oathbreaker': False}",,,{2}{B}{G}{U},451163.0,300463.0,73672.0,97a3fc9d-6e38-50e3-9281-30b6493e9768,,,,"Brokkos, Apex of Forever",299,,,,,6,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/3bf4a3c2a0dd2423', 'cardKingdomFoil': 'https://mtgjson.com/links/59afdafd26acd2b0', 'cardmarket': 'https://mtgjson.com/links/df62db487d6ccca2', 'tcgplayer': 'https://mtgjson.com/links/9e0ecbbb6b321354'}",mythic,5ec4dfeb-d2a8-4b34-8605-75a79c706fe0,2249533f-c9f8-4261-90fb-83d0f1f91b79,e9137b54-3464-4f57-95e3-f94bf2ac854e,IKO,,"Nightmare,Beast,Elemental",Legendary,212039.0,"Mutate {2}{U/B}{G}{G} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Trample
You may cast Brokkos, Apex of Forever from your grav",6,Legendary Creature — Nightmare Beast Elemental,Creature,7b0aad4c-3f93-5250-a60a-3a121d8eac02,"575bd36a-9beb-505b-8df8-4447687bfa8f,a95d4adb-9fc8-5331-816e-a26c844e4195",
22931,Justine Mara Andersen,,"arena,mtgo,paper",borderless,233129.0,232158.0,"G,R,U",,"G,R,U",5.0,,5019.0,,,,,"showcase,legendary",2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Flying,Mutate,Trample",normal,"{'brawl': True, 'commander': True, 'oathbreaker': False}",,,{2}{G}{U}{R},451013.0,300348.0,73673.0,28dc588c-8ee7-577b-b07c-41cafee8e683,,,,"Illuna, Apex of Wishes",300,,,,,6,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/db58ab2ba7d45fa4', 'cardKingdomFoil': 'https://mtgjson.com/links/28073b8bb3bfe2fb', 'cardmarket': 'https://mtgjson.com/links/b7a1f628408e95bf', 'tcgplayer': 'https://mtgjson.com/links/8e592c223aa72045'}",mythic,5c974c68-1a9f-457a-8bcb-265d29fee8e4,dfd40e40-8bec-4c11-a6fc-926bcbe64ba1,08daa30f-7ce0-4a72-b539-fbb0c585fd73,IKO,,"Beast,Elemental,Dinosaur",Legendary,212001.0,"Mutate {3}{R/G}{U}{U} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flying, trample
Whenever this creature mutates, exile cards ",6,Legendary Creature — Beast Elemental Dinosaur,Creature,0898a67d-e593-5028-b0e2-66f9fe5c11b4,"f3f01bdc-5679-5f7d-94cc-caa5c889f620,824d322b-6117-5f32-a56a-5c67cb6a6baf",
22934,Tomasz Jedruszek,,"arena,mtgo,paper",borderless,233151.0,232206.0,"B,G,W",,"B,G,W",5.0,,2816.0,,,,,"showcase,legendary",2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Deathtouch,Lifelink,Mutate",normal,"{'brawl': True, 'commander': True, 'oathbreaker': False}",,,{2}{W}{B}{G},451833.0,300618.0,73676.0,15ac0add-36a7-545d-9ccb-dea18aee9323,,,,"Nethroi, Apex of Death",303,,,,,5,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/88b6de646f3ad694', 'cardKingdomFoil': 'https://mtgjson.com/links/98e6d06f18127cc5', 'cardmarket': 'https://mtgjson.com/links/28da8a2e5fe07150', 'tcgplayer': 'https://mtgjson.com/links/b37f9ab63a0ab292'}",mythic,ba04c102-e4c1-43a8-9c2f-d1f3c9bf5edf,f3c90913-add4-46da-8ee1-3d26598539a0,66bef5a7-79b7-4a9c-98dc-8670f867f04c,IKO,,"Cat,Nightmare,Beast",Legendary,212075.0,"Mutate {4}{G/W}{B}{B} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Deathtouch, lifelink
Whenever this creature mutates, return ",5,Legendary Creature — Cat Nightmare Beast,Creature,5be41c2f-a7dc-5933-84b1-44c341c78e81,"6468e77d-1c96-59a8-8ef9-94b8732f1c23,6f8ddb82-805d-573a-beca-5d8f369c8108",
22937,Andrew Huerta,,"arena,mtgo,paper",borderless,233130.0,232159.0,"B,R,W",,"B,R,W",4.0,,6572.0,,,,,"showcase,legendary",2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"Double strike,Mutate",normal,"{'brawl': True, 'commander': True, 'oathbreaker': False}",,,{1}{R}{W}{B},451118.0,300443.0,73679.0,e34e8466-7be7-5b56-80a6-732626dc5899,,,,"Snapdax, Apex of the Hunt",306,,,,,3,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/4d6eff5cd12edf99', 'cardKingdomFoil': 'https://mtgjson.com/links/45945111b235114e', 'cardmarket': 'https://mtgjson.com/links/7c2dcbce19025743', 'tcgplayer': 'https://mtgjson.com/links/a9c249b97b33bcbc'}",mythic,ceffd13b-8039-44ed-bd7f-68d46476dbe7,1adb1159-752d-4f7c-86fa-1f2e89d53c4b,b2b78623-5a10-4ef7-b983-3d82478269c3,IKO,,"Dinosaur,Cat,Nightmare",Legendary,212024.0,"Mutate {2}{B/R}{W}{W} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Double strike
Whenever this creature mutates, it deals 4 dam",5,Legendary Creature — Dinosaur Cat Nightmare,Creature,c0f52b87-d699-5af0-9baf-54bdc823a027,"a7c56c17-1fe6-5520-bf32-10c4573ad68d,277249ba-20b2-5f24-8439-828c86f81386",
22939,Tomasz Jedruszek,,"arena,mtgo,paper",borderless,233131.0,232160.0,"R,U,W",,"R,U,W",3.0,,5979.0,,,,,"showcase,legendary",2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,"First strike,Flying,Mutate",normal,"{'brawl': True, 'commander': True, 'oathbreaker': False}",,,{U}{R}{W},451053.0,300423.0,73681.0,3edbf3d8-ecdd-5a2d-b651-aa8769e2274d,,,,"Vadrok, Apex of Thunder",308,,,,,3,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/153cb48ba48a9ba6', 'cardKingdomFoil': 'https://mtgjson.com/links/4a8a45cd5d68bb32', 'cardmarket': 'https://mtgjson.com/links/67feb275d7c668cc', 'tcgplayer': 'https://mtgjson.com/links/bd8c50cc98326605'}",mythic,658b75a1-c12c-4904-8a65-4eb75d1d32f7,60e2856b-8b69-41b2-85ac-e1ee9ba3ba17,775c41fa-2316-43c9-af34-ac9c9b0db7e2,IKO,,"Elemental,Dinosaur,Cat",Legendary,212015.0,"Mutate {1}{W/U}{R}{R} (If you cast this spell for its mutate cost, put it over or under target non-Human creature you own. They mutate into the creature on top plus all abilities from under it.)
Flying, first strike
Whenever this creature mutates, you may",3,Legendary Creature — Elemental Dinosaur Cat,Creature,517e63e2-22dd-5747-9d10-608850ce3c30,"f07d63b4-4708-56d6-930d-abae98a2d071,fe1607a2-4ffe-566c-a75f-dcbb6fa17b38",
22940,Robbie Trevino,,"arena,mtgo,paper",borderless,233212.0,232732.0,"B,G,W",,,0.0,,833.0,,,,,showcase,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Cycling,normal,,,,,454993.0,301678.0,73682.0,f7d58269-f37c-5268-b5c0-e6dddc6698e6,,,,Indatha Triome,309,,,,,,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/7d686582477064be', 'cardKingdomFoil': 'https://mtgjson.com/links/ead22f4904ae8141', 'cardmarket': 'https://mtgjson.com/links/d5c4a73708097826', 'tcgplayer': 'https://mtgjson.com/links/9aace37d2b964578'}",rare,9bf2b208-79c6-4c4c-bf66-871352ed600f,45e09f99-852b-404d-b1c8-3f6ae24bd93d,ec2b3779-55f7-4169-aa66-6312fb52721f,IKO,,"Plains,Swamp,Forest",,212690.0,"({T}: Add {W}, {B}, or {G}.)
Indatha Triome enters the battlefield tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",,Land — Plains Swamp Forest,Land,3bda577e-629e-5ddf-9f2a-ded7a7718307,4a559698-608b-5d25-8ac1-1ae604e30383,
22941,Robbie Trevino,,"arena,mtgo,paper",borderless,233213.0,232733.0,"G,R,U",,,0.0,,716.0,,,,,showcase,2015,,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,Cycling,normal,,,,,455003.0,301683.0,73683.0,6017deda-64bc-5310-8572-f1e1de2022d8,,,,Ketria Triome,310,,,,,,"IKO,PIKO",boosterfun,"{'cardKingdom': 'https://mtgjson.com/links/f87eabcb44f52b48', 'cardKingdomFoil': 'https://mtgjson.com/links/02f38e993160e341', 'cardmarket': 'https://mtgjson.com/links/6c21dd95ac3b5032', 'tcgplayer': 'https://mtgjson.com/links/2616e1c613bf858e'}",rare,f5b5b9bb-ee9f-4a52-bd74-fd2759c8e3d3,e85b6b67-b52b-4c4b-8b5a-5cfb4989ed0c,6bae00e8-06cf-4ac4-a1cc-757e454109fe,IKO,,"Forest,Island,Mountain",,212698.0,"({T}: Add {G}, {U}, or {R}.)
Ketria Triome enters the battlefield tapped.
Cycling {3} ({3}, Discard this card: Draw a card.)",,Land — Forest Island Mountain,Land,b1d108dc-bbe1-58fa-bf01-ffb40f5f2c2e,d110dabf-b35c-5392-b1c8-bb2331a01148,
