atom_id,molecule_id,element,atom_id2,bond_id,bond_type
TR146_12,TR146,n,TR146_14,TR146_12_14,=
TR146_12,TR146,n,TR146_5,TR146_5_12,-
TR146_2,TR146,n,TR146_1,TR146_1_2,-
TR146_2,TR146,n,TR146_3,TR146_2_3,=
TR146_6,TR146,n,TR146_3,TR146_3_6,-
TR146_6,TR146,n,TR146_16,TR146_6_16,-
TR146_6,TR146,n,TR146_7,TR146_6_7,-
TR146_8,TR146,n,TR146_7,TR146_7_8,-
TR146_8,TR146,n,TR146_10,TR146_8_10,-
TR146_8,TR146,n,TR146_17,TR146_8_17,-
TR147_14,TR147,n,TR147_15,TR147_14_15,-
TR147_14,TR147,n,TR147_16,TR147_14_16,-
TR147_14,TR147,n,TR147_9,TR147_9_14,-
TR147_3,TR147,n,TR147_2,TR147_2_3,-
TR147_3,TR147,n,TR147_17,TR147_3_17,-
TR147_3,TR147,n,TR147_4,TR147_3_4,-
TR148_1,TR148,n,TR148_11,TR148_1_11,-
TR148_1,TR148,n,TR148_2,TR148_1_2,-
TR148_1,TR148,n,TR148_3,TR148_1_3,-
TR148_4,TR148,n,TR148_2,TR148_2_4,-
TR148_4,TR148,n,TR148_12,TR148_4_12,-
TR148_4,TR148,n,TR148_13,TR148_4_13,-
TR149_2,TR149,n,TR149_1,TR149_1_2,-
TR149_2,TR149,n,TR149_5,TR149_2_5,-
TR149_2,TR149,n,TR149_9,TR149_2_9,-
TR149_3,TR149,n,TR149_1,TR149_1_3,-
TR149_3,TR149,n,TR149_10,TR149_3_10,-
TR149_3,TR149,n,TR149_6,TR149_3_6,-
TR151_1,TR151,n,TR151_2,TR151_1_2,-
TR151_1,TR151,n,TR151_3,TR151_1_3,-
TR151_1,TR151,n,TR151_4,TR151_1_4,-
TR151_22,TR151,n,TR151_21,TR151_21_22,-
TR151_22,TR151,n,TR151_23,TR151_22_23,-
TR151_22,TR151,n,TR151_24,TR151_22_24,-
TR153_7,TR153,n,TR153_6,TR153_6_7,-
TR153_7,TR153,n,TR153_13,TR153_7_13,-
TR153_7,TR153,n,TR153_14,TR153_7_14,-
TR154_1,TR154,n,TR154_2,TR154_1_2,=
TR154_1,TR154,n,TR154_3,TR154_1_3,-
TR154_2,TR154,n,TR154_1,TR154_1_2,=
TR154_2,TR154,n,TR154_4,TR154_2_4,-
TR157_14,TR157,n,TR157_11,TR157_11_14,-
TR157_14,TR157,n,TR157_15,TR157_14_15,-
TR157_14,TR157,n,TR157_16,TR157_14_16,=
TR157_2,TR157,p,TR157_1,TR157_1_2,-
TR157_2,TR157,p,TR157_3,TR157_2_3,-
TR157_2,TR157,p,TR157_4,TR157_2_4,-
TR157_2,TR157,p,TR157_5,TR157_2_5,-
TR158_2,TR158,n,TR158_1,TR158_1_2,-
TR158_2,TR158,n,TR158_4,TR158_2_4,-
TR158_2,TR158,n,TR158_5,TR158_2_5,-
TR158_2,TR158,n,TR158_6,TR158_2_6,-
TR160_7,TR160,n,TR160_6,TR160_6_7,-
TR160_7,TR160,n,TR160_13,TR160_7_13,-
TR160_7,TR160,n,TR160_14,TR160_7_14,-
TR161_10,TR161,n,TR161_18,TR161_10_18,-
TR161_10,TR161,n,TR161_19,TR161_10_19,-
TR161_10,TR161,n,TR161_7,TR161_7_10,-
TR161_2,TR161,n,TR161_1,TR161_1_2,-
TR161_2,TR161,n,TR161_13,TR161_2_13,-
TR161_2,TR161,n,TR161_14,TR161_2_14,-
TR162_8,TR162,n,TR162_4,TR162_4_8,-
TR162_8,TR162,n,TR162_16,TR162_8_16,-
TR162_8,TR162,n,TR162_17,TR162_8_17,-
TR162_9,TR162,n,TR162_6,TR162_6_9,-
TR162_9,TR162,n,TR162_18,TR162_9_18,-
TR162_9,TR162,n,TR162_19,TR162_9_19,-
TR163_1,TR163,n,TR163_2,TR163_1_2,=
TR163_3,TR163,n,TR163_2,TR163_2_3,=
TR163_3,TR163,n,TR163_4,TR163_3_4,=
TR164_1,TR164,n,TR164_2,TR164_1_2,-
TR164_1,TR164,n,TR164_3,TR164_1_3,-
TR164_1,TR164,n,TR164_4,TR164_1_4,-
TR164_2,TR164,n,TR164_1,TR164_1_2,-
TR164_2,TR164,n,TR164_5,TR164_2_5,=
TR165_5,TR165,n,TR165_3,TR165_3_5,-
TR165_5,TR165,n,TR165_14,TR165_5_14,-
TR165_5,TR165,n,TR165_15,TR165_5_15,-
TR166_1,TR166,n,TR166_2,TR166_1_2,-
TR166_1,TR166,n,TR166_3,TR166_1_3,-
TR166_1,TR166,n,TR166_4,TR166_1_4,-
TR166_11,TR166,n,TR166_10,TR166_10_11,-
TR166_11,TR166,n,TR166_13,TR166_11_13,-
TR166_11,TR166,n,TR166_14,TR166_11_14,-
TR168_11,TR168,n,TR168_12,TR168_11_12,-
TR168_11,TR168,n,TR168_22,TR168_11_22,-
TR168_11,TR168,n,TR168_6,TR168_6_11,-
TR168_14,TR168,n,TR168_13,TR168_13_14,-
TR168_14,TR168,n,TR168_27,TR168_14_27,-
TR168_14,TR168,n,TR168_28,TR168_14_28,-
TR169_7,TR169,n,TR169_3,TR169_3_7,-
TR169_7,TR169,n,TR169_15,TR169_7_15,-
TR169_7,TR169,n,TR169_16,TR169_7_16,-
TR169_8,TR169,n,TR169_4,TR169_4_8,-
TR169_8,TR169,n,TR169_10,TR169_8_10,=
TR169_8,TR169,n,TR169_11,TR169_8_11,-
TR169_9,TR169,n,TR169_6,TR169_6_9,-
TR169_9,TR169,n,TR169_17,TR169_9_17,-
TR169_9,TR169,n,TR169_18,TR169_9_18,-
TR171_7,TR171,n,TR171_6,TR171_6_7,-
TR171_7,TR171,n,TR171_15,TR171_7_15,-
TR171_7,TR171,n,TR171_16,TR171_7_16,-
TR172_1,TR172,n,TR172_2,TR172_1_2,-
TR172_1,TR172,n,TR172_5,TR172_1_5,-
TR172_1,TR172,n,TR172_6,TR172_1_6,-
TR173_11,TR173,n,TR173_10,TR173_10_11,-
TR173_11,TR173,n,TR173_24,TR173_11_24,-
TR173_11,TR173,n,TR173_25,TR173_11_25,-
TR173_6,TR173,n,TR173_2,TR173_2_6,-
TR173_6,TR173,n,TR173_10,TR173_6_10,-
TR173_6,TR173,n,TR173_17,TR173_6_17,-
TR174_7,TR174,n,TR174_6,TR174_6_7,-
TR174_7,TR174,n,TR174_13,TR174_7_13,-
TR174_7,TR174,n,TR174_14,TR174_7_14,-
TR174_8,TR174,n,TR174_3,TR174_3_8,-
TR174_8,TR174,n,TR174_15,TR174_8_15,-
TR174_8,TR174,n,TR174_16,TR174_8_16,-
TR177_1,TR177,n,TR177_15,TR177_1_15,-
TR177_1,TR177,n,TR177_2,TR177_1_2,-
TR177_1,TR177,n,TR177_3,TR177_1_3,-
TR178_5,TR178,n,TR178_3,TR178_3_5,-
TR178_5,TR178,n,TR178_7,TR178_5_7,=
TR179_1,TR179,n,TR179_2,TR179_1_2,-
TR179_1,TR179,n,TR179_3,TR179_1_3,=
TR179_9,TR179,n,TR179_8,TR179_8_9,=
TR179_9,TR179,n,TR179_10,TR179_9_10,-
TR180_1,TR180,n,TR180_2,TR180_1_2,-
TR180_1,TR180,n,TR180_3,TR180_1_3,=
TR180_1,TR180,n,TR180_4,TR180_1_4,-
TR180_11,TR180,n,TR180_10,TR180_10_11,-
TR180_11,TR180,n,TR180_17,TR180_11_17,-
TR180_11,TR180,n,TR180_18,TR180_11_18,-
TR180_9,TR180,n,TR180_7,TR180_7_9,-
TR180_9,TR180,n,TR180_15,TR180_9_15,-
TR180_9,TR180,n,TR180_16,TR180_9_16,-
TR181_15,TR181,n,TR181_13,TR181_13_15,-
TR181_15,TR181,n,TR181_17,TR181_15_17,-
TR181_15,TR181,n,TR181_18,TR181_15_18,-
TR181_16,TR181,n,TR181_14,TR181_14_16,-
TR181_16,TR181,n,TR181_19,TR181_16_19,-
TR181_16,TR181,n,TR181_20,TR181_16_20,-
TR184_16,TR184,n,TR184_13,TR184_13_16,-
TR184_16,TR184,n,TR184_17,TR184_16_17,=
TR184_16,TR184,n,TR184_18,TR184_16_18,-
TR186_14,TR186,n,TR186_12,TR186_12_14,-
TR186_14,TR186,n,TR186_16,TR186_14_16,-
TR186_14,TR186,n,TR186_17,TR186_14_17,-
TR186_15,TR186,n,TR186_13,TR186_13_15,-
TR186_15,TR186,n,TR186_18,TR186_15_18,-
TR186_15,TR186,n,TR186_19,TR186_15_19,-
TR187_1,TR187,n,TR187_10,TR187_1_10,-
TR187_1,TR187,n,TR187_11,TR187_1_11,-
TR187_1,TR187,n,TR187_2,TR187_1_2,-
TR190_1,TR190,n,TR190_16,TR190_1_16,-
TR190_1,TR190,n,TR190_2,TR190_1_2,-
TR190_1,TR190,n,TR190_3,TR190_1_3,-
TR190_14,TR190,n,TR190_12,TR190_12_14,-
TR190_14,TR190,n,TR190_15,TR190_14_15,=
TR192_5,TR192,p,TR192_2,TR192_2_5,-
TR192_5,TR192,p,TR192_10,TR192_5_10,-
TR192_5,TR192,p,TR192_11,TR192_5_11,-
TR192_5,TR192,p,TR192_9,TR192_5_9,-
TR193_11,TR193,n,TR193_10,TR193_10_11,-
TR193_11,TR193,n,TR193_12,TR193_11_12,-
TR193_11,TR193,n,TR193_17,TR193_11_17,-
TR193_7,TR193,n,TR193_1,TR193_1_7,-
TR193_7,TR193,n,TR193_48,TR193_7_48,-
TR193_7,TR193,n,TR193_8,TR193_7_8,-
TR195_3,TR195,n,TR195_2,TR195_2_3,-
TR195_3,TR195,n,TR195_5,TR195_3_5,-
TR195_3,TR195,n,TR195_6,TR195_3_6,-
TR195_4,TR195,n,TR195_2,TR195_2_4,-
TR195_4,TR195,n,TR195_17,TR195_4_17,-
TR195_4,TR195,n,TR195_7,TR195_4_7,-
TR196_19,TR196,n,TR196_18,TR196_18_19,-
TR196_19,TR196,n,TR196_33,TR196_19_33,-
TR196_19,TR196,n,TR196_34,TR196_19_34,-
TR200_7,TR200,n,TR200_1,TR200_1_7,-
TR200_7,TR200,n,TR200_13,TR200_7_13,-
TR200_7,TR200,n,TR200_14,TR200_7_14,-
TR200_8,TR200,n,TR200_5,TR200_5_8,-
TR200_8,TR200,n,TR200_15,TR200_8_15,-
TR200_8,TR200,n,TR200_16,TR200_8_16,-
TR205_14,TR205,n,TR205_12,TR205_12_14,-
TR205_14,TR205,n,TR205_24,TR205_14_24,-
TR205_14,TR205,n,TR205_25,TR205_14_25,-
TR205_15,TR205,n,TR205_13,TR205_13_15,-
TR205_15,TR205,n,TR205_26,TR205_15_26,-
TR205_15,TR205,n,TR205_27,TR205_15_27,-
TR208_1,TR208,n,TR208_2,TR208_1_2,=
TR208_1,TR208,n,TR208_3,TR208_1_3,-
TR208_2,TR208,n,TR208_1,TR208_1_2,=
TR208_2,TR208,n,TR208_4,TR208_2_4,-
TR211_7,TR211,n,TR211_3,TR211_3_7,-
TR211_7,TR211,n,TR211_8,TR211_7_8,=
TR211_8,TR211,n,TR211_7,TR211_7_8,=
TR211_8,TR211,n,TR211_9,TR211_8_9,-
TR214_4,TR214,n,TR214_2,TR214_2_4,-
TR214_4,TR214,n,TR214_11,TR214_4_11,-
TR214_4,TR214,n,TR214_6,TR214_4_6,-
TR216_14,TR216,n,TR216_13,TR216_13_14,-
TR216_14,TR216,n,TR216_36,TR216_14_36,-
TR216_14,TR216,n,TR216_37,TR216_14_37,-
TR219_1,TR219,n,TR219_11,TR219_1_11,-
TR219_1,TR219,n,TR219_12,TR219_1_12,-
TR219_1,TR219,n,TR219_2,TR219_1_2,-
TR219_10,TR219,n,TR219_15,TR219_10_15,-
TR219_10,TR219,n,TR219_16,TR219_10_16,-
TR219_10,TR219,n,TR219_9,TR219_9_10,-
TR220_10,TR220,n,TR220_12,TR220_10_12,=
TR220_10,TR220,n,TR220_7,TR220_7_10,-
TR220_12,TR220,n,TR220_10,TR220_10_12,=
TR220_12,TR220,n,TR220_13,TR220_12_13,-
TR222_7,TR222,n,TR222_3,TR222_3_7,-
TR222_7,TR222,n,TR222_9,TR222_7_9,=
TR222_8,TR222,n,TR222_6,TR222_6_8,-
TR222_8,TR222,n,TR222_16,TR222_8_16,-
TR222_8,TR222,n,TR222_25,TR222_8_25,-
TR222_9,TR222,n,TR222_7,TR222_7_9,=
TR222_9,TR222,n,TR222_10,TR222_9_10,-
TR225_12,TR225,n,TR225_10,TR225_10_12,-
TR225_12,TR225,n,TR225_13,TR225_12_13,=
TR225_13,TR225,n,TR225_12,TR225_12_13,=
TR225_13,TR225,n,TR225_14,TR225_13_14,-
TR225_49,TR225,n,TR225_47,TR225_47_49,-
TR225_49,TR225,n,TR225_50,TR225_49_50,=
TR225_50,TR225,n,TR225_49,TR225_49_50,=
TR225_50,TR225,n,TR225_51,TR225_50_51,-
TR226_1,TR226,n,TR226_2,TR226_1_2,=
TR226_1,TR226,n,TR226_3,TR226_1_3,-
TR226_2,TR226,n,TR226_1,TR226_1_2,=
TR226_2,TR226,n,TR226_4,TR226_2_4,-
TR233_13,TR233,n,TR233_23,TR233_13_23,-
TR233_13,TR233,n,TR233_24,TR233_13_24,-
TR233_13,TR233,n,TR233_8,TR233_8_13,-
TR234_4,TR234,n,TR234_3,TR234_3_4,-
TR234_4,TR234,n,TR234_5,TR234_4_5,=
TR238_1,TR238,n,TR238_2,TR238_1_2,-
TR238_1,TR238,n,TR238_3,TR238_1_3,-
TR238_1,TR238,n,TR238_4,TR238_1_4,-
TR238_18,TR238,n,TR238_17,TR238_17_18,-
TR238_18,TR238,n,TR238_19,TR238_18_19,-
TR238_18,TR238,n,TR238_20,TR238_18_20,-
TR245_1,TR245,n,TR245_10,TR245_1_10,-
TR245_1,TR245,n,TR245_11,TR245_1_11,-
TR245_1,TR245,n,TR245_2,TR245_1_2,-
TR245_3,TR245,n,TR245_2,TR245_2_3,=
TR245_3,TR245,n,TR245_5,TR245_3_5,-
TR245_4,TR245,n,TR245_2,TR245_2_4,-
TR245_4,TR245,n,TR245_6,TR245_4_6,=
TR245_7,TR245,n,TR245_5,TR245_5_7,-
TR245_7,TR245,n,TR245_12,TR245_7_12,-
TR245_7,TR245,n,TR245_13,TR245_7_13,-
TR245_8,TR245,n,TR245_5,TR245_5_8,=
TR245_8,TR245,n,TR245_6,TR245_6_8,-
TR245_9,TR245,n,TR245_6,TR245_6_9,-
TR245_9,TR245,n,TR245_14,TR245_9_14,-
TR245_9,TR245,n,TR245_15,TR245_9_15,-
TR248_14,TR248,n,TR248_26,TR248_14_26,-
TR248_14,TR248,n,TR248_27,TR248_14_27,-
TR248_14,TR248,n,TR248_6,TR248_6_14,-
TR248_15,TR248,n,TR248_11,TR248_11_15,-
TR248_15,TR248,n,TR248_28,TR248_15_28,-
TR248_15,TR248,n,TR248_29,TR248_15_29,-
TR266_1,TR266,n,TR266_14,TR266_1_14,-
TR266_1,TR266,n,TR266_2,TR266_1_2,-
TR266_1,TR266,n,TR266_3,TR266_1_3,-
TR266_4,TR266,n,TR266_2,TR266_2_4,-
TR266_4,TR266,n,TR266_8,TR266_4_8,-
TR266_4,TR266,n,TR266_9,TR266_4_9,-
TR276_7,TR276,n,TR276_4,TR276_4_7,-
TR276_7,TR276,n,TR276_8,TR276_7_8,=
TR278_1,TR278,n,TR278_10,TR278_1_10,-
TR278_1,TR278,n,TR278_11,TR278_1_11,-
TR278_1,TR278,n,TR278_2,TR278_1_2,-
TR281_12,TR281,n,TR281_13,TR281_12_13,-
TR281_12,TR281,n,TR281_14,TR281_12_14,=
TR281_12,TR281,n,TR281_4,TR281_4_12,-
TR281_7,TR281,n,TR281_5,TR281_5_7,-
TR281_7,TR281,n,TR281_18,TR281_7_18,-
TR281_7,TR281,n,TR281_9,TR281_7_9,-
TR281_8,TR281,n,TR281_2,TR281_2_8,-
TR281_8,TR281,n,TR281_19,TR281_8_19,-
TR281_8,TR281,n,TR281_20,TR281_8_20,-
TR285_20,TR285,n,TR285_35,TR285_20_35,-
TR285_20,TR285,n,TR285_36,TR285_20_36,-
TR285_20,TR285,n,TR285_7,TR285_7_20,=
TR285_21,TR285,n,TR285_12,TR285_12_21,-
TR285_21,TR285,n,TR285_37,TR285_21_37,-
TR285_21,TR285,n,TR285_38,TR285_21_38,-
TR285_22,TR285,n,TR285_17,TR285_17_22,-
TR285_22,TR285,n,TR285_39,TR285_22_39,-
TR285_22,TR285,n,TR285_40,TR285_22_40,-
TR287_2,TR287,p,TR287_1,TR287_1_2,-
TR287_2,TR287,p,TR287_3,TR287_2_3,-
TR287_2,TR287,p,TR287_4,TR287_2_4,-
TR287_2,TR287,p,TR287_8,TR287_2_8,-
TR293_7,TR293,n,TR293_5,TR293_5_7,-
TR293_7,TR293,n,TR293_12,TR293_7_12,-
TR293_7,TR293,n,TR293_24,TR293_7_24,-
TR293_8,TR293,n,TR293_2,TR293_2_8,-
TR293_8,TR293,n,TR293_15,TR293_8_15,-
TR293_8,TR293,n,TR293_16,TR293_8_16,-
TR293_9,TR293,n,TR293_4,TR293_4_9,-
TR293_9,TR293,n,TR293_10,TR293_9_10,-
TR293_9,TR293,n,TR293_11,TR293_9_11,=
TR298_1,TR298,p,TR298_2,TR298_1_2,-
TR298_1,TR298,p,TR298_3,TR298_1_3,-
TR298_1,TR298,p,TR298_4,TR298_1_4,-
TR298_1,TR298,p,TR298_5,TR298_1_5,-
TR298_5,TR298,n,TR298_1,TR298_1_5,-
TR298_5,TR298,n,TR298_6,TR298_5_6,-
TR298_5,TR298,n,TR298_7,TR298_5_7,-
TR299_11,TR299,n,TR299_21,TR299_11_21,-
TR299_11,TR299,n,TR299_22,TR299_11_22,-
TR299_11,TR299,n,TR299_6,TR299_6_11,-
TR299_14,TR299,n,TR299_24,TR299_14_24,-
TR299_14,TR299,n,TR299_25,TR299_14_25,-
TR299_14,TR299,n,TR299_8,TR299_8_14,-
TR299_17,TR299,n,TR299_10,TR299_10_17,-
TR299_17,TR299,n,TR299_27,TR299_17_27,-
TR299_17,TR299,n,TR299_28,TR299_17_28,-
TR299_19,TR299,n,TR299_13,TR299_13_19,-
TR299_19,TR299,n,TR299_30,TR299_19_30,-
TR299_19,TR299,n,TR299_31,TR299_19_31,-
TR307_10,TR307,n,TR307_12,TR307_10_12,-
TR307_10,TR307,n,TR307_21,TR307_10_21,-
TR307_10,TR307,n,TR307_9,TR307_9_10,-
TR307_44,TR307,n,TR307_43,TR307_43_44,-
TR307_44,TR307,n,TR307_46,TR307_44_46,-
TR307_44,TR307,n,TR307_55,TR307_44_55,-
TR322_11,TR322,n,TR322_12,TR322_11_12,-
TR322_11,TR322,n,TR322_22,TR322_11_22,-
TR322_11,TR322,n,TR322_9,TR322_9_11,-
TR323_1,TR323,p,TR323_2,TR323_1_2,-
TR323_1,TR323,p,TR323_3,TR323_1_3,-
TR323_1,TR323,p,TR323_4,TR323_1_4,-
TR323_1,TR323,p,TR323_5,TR323_1_5,-
TR328_3,TR328,n,TR328_1,TR328_1_3,-
TR328_3,TR328,n,TR328_6,TR328_3_6,-
TR328_3,TR328,n,TR328_7,TR328_3_7,-
TR332_3,TR332,n,TR332_2,TR332_2_3,=
TR332_3,TR332,n,TR332_5,TR332_3_5,-
TR333_1,TR333,n,TR333_18,TR333_1_18,-
TR333_1,TR333,n,TR333_2,TR333_1_2,-
TR333_1,TR333,n,TR333_3,TR333_1_3,-
TR334_1,TR334,n,TR334_2,TR334_1_2,-
TR334_1,TR334,n,TR334_3,TR334_1_3,=
TR334_1,TR334,n,TR334_4,TR334_1_4,-
TR334_11,TR334,n,TR334_10,TR334_10_11,-
TR334_11,TR334,n,TR334_16,TR334_11_16,-
TR334_11,TR334,n,TR334_17,TR334_11_17,-
TR335_15,TR335,n,TR335_11,TR335_11_15,-
TR335_15,TR335,n,TR335_16,TR335_15_16,-
TR335_15,TR335,n,TR335_40,TR335_15_40,-
TR335_22,TR335,n,TR335_17,TR335_17_22,-
TR335_22,TR335,n,TR335_27,TR335_22_27,=
TR335_22,TR335,n,TR335_28,TR335_22_28,-
TR335_23,TR335,n,TR335_19,TR335_19_23,-
TR335_23,TR335,n,TR335_29,TR335_23_29,=
TR335_23,TR335,n,TR335_30,TR335_23_30,-
TR335_7,TR335,n,TR335_5,TR335_5_7,-
TR335_7,TR335,n,TR335_36,TR335_7_36,-
TR335_7,TR335,n,TR335_8,TR335_7_8,-
TR336_4,TR336,n,TR336_3,TR336_3_4,-
TR336_4,TR336,n,TR336_27,TR336_4_27,-
TR336_4,TR336,n,TR336_5,TR336_4_5,-
TR336_7,TR336,n,TR336_6,TR336_6_7,-
TR336_7,TR336,n,TR336_8,TR336_7_8,-
TR336_7,TR336,n,TR336_9,TR336_7_9,-
TR339_1,TR339,n,TR339_2,TR339_1_2,-
TR339_1,TR339,n,TR339_3,TR339_1_3,=
TR339_1,TR339,n,TR339_4,TR339_1_4,-
TR339_9,TR339,n,TR339_7,TR339_7_9,-
TR339_9,TR339,n,TR339_15,TR339_9_15,-
TR339_9,TR339,n,TR339_16,TR339_9_16,-
TR341_1,TR341,n,TR341_2,TR341_1_2,=
TR341_1,TR341,n,TR341_3,TR341_1_3,-
TR341_11,TR341,n,TR341_22,TR341_11_22,-
TR341_11,TR341,n,TR341_6,TR341_6_11,-
TR341_11,TR341,n,TR341_9,TR341_9_11,-
TR341_15,TR341,n,TR341_12,TR341_12_15,-
TR341_15,TR341,n,TR341_16,TR341_15_16,=
TR341_15,TR341,n,TR341_17,TR341_15_17,-
TR341_3,TR341,n,TR341_1,TR341_1_3,-
TR341_3,TR341,n,TR341_5,TR341_3_5,-
TR341_3,TR341,n,TR341_6,TR341_3_6,-
TR342_1,TR342,p,TR342_2,TR342_1_2,-
TR342_1,TR342,p,TR342_3,TR342_1_3,-
TR342_1,TR342,p,TR342_4,TR342_1_4,-
TR342_1,TR342,p,TR342_5,TR342_1_5,-
TR344_25,TR344,n,TR344_24,TR344_24_25,-
TR344_25,TR344,n,TR344_44,TR344_25_44,-
TR344_25,TR344,n,TR344_45,TR344_25_45,-
TR344_27,TR344,n,TR344_18,TR344_18_27,-
TR344_27,TR344,n,TR344_28,TR344_27_28,-
TR344_27,TR344,n,TR344_29,TR344_27_29,-
TR348_15,TR348,n,TR348_27,TR348_15_27,-
TR348_15,TR348,n,TR348_28,TR348_15_28,-
TR348_15,TR348,n,TR348_2,TR348_2_15,-
TR348_43,TR348,n,TR348_30,TR348_30_43,-
TR348_43,TR348,n,TR348_55,TR348_43_55,-
TR348_43,TR348,n,TR348_56,TR348_43_56,-
TR351_7,TR351,n,TR351_6,TR351_6_7,-
TR351_7,TR351,n,TR351_13,TR351_7_13,-
TR351_7,TR351,n,TR351_14,TR351_7_14,-
TR352_2,TR352,n,TR352_1,TR352_1_2,-
TR352_2,TR352,n,TR352_5,TR352_2_5,-
TR352_2,TR352,n,TR352_8,TR352_2_8,-
TR357_10,TR357,n,TR357_23,TR357_10_23,-
TR357_10,TR357,n,TR357_6,TR357_6_10,-
TR357_10,TR357,n,TR357_8,TR357_8_10,-
TR357_15,TR357,n,TR357_13,TR357_13_15,-
TR357_15,TR357,n,TR357_24,TR357_15_24,-
TR357_15,TR357,n,TR357_25,TR357_15_25,-
TR357_5,TR357,n,TR357_2,TR357_2_5,-
TR357_5,TR357,n,TR357_18,TR357_5_18,-
TR357_5,TR357,n,TR357_8,TR357_5_8,-
TR358_16,TR358,n,TR358_11,TR358_11_16,-
TR358_16,TR358,n,TR358_18,TR358_16_18,-
TR358_16,TR358,n,TR358_37,TR358_16_37,-
TR360_7,TR360,n,TR360_6,TR360_6_7,-
TR360_7,TR360,n,TR360_8,TR360_7_8,-
TR360_7,TR360,n,TR360_9,TR360_7_9,-
TR368_3,TR368,n,TR368_1,TR368_1_3,-
TR368_3,TR368,n,TR368_4,TR368_3_4,-
TR368_3,TR368,n,TR368_5,TR368_3_5,-
TR368_7,TR368,n,TR368_4,TR368_4_7,-
TR368_7,TR368,n,TR368_11,TR368_7_11,=
TR372_13,TR372,n,TR372_25,TR372_13_25,-
TR372_13,TR372,n,TR372_26,TR372_13_26,-
TR372_13,TR372,n,TR372_5,TR372_5_13,-
TR372_14,TR372,n,TR372_10,TR372_10_14,-
TR372_14,TR372,n,TR372_27,TR372_14_27,-
TR372_14,TR372,n,TR372_28,TR372_14_28,-
TR377_5,TR377,n,TR377_3,TR377_3_5,#
TR377_6,TR377,n,TR377_4,TR377_4_6,#
TR383_11,TR383,n,TR383_21,TR383_11_21,-
TR383_11,TR383,n,TR383_22,TR383_11_22,-
TR383_11,TR383,n,TR383_6,TR383_6_11,-
TR386_2,TR386,n,TR386_1,TR386_1_2,-
TR386_2,TR386,n,TR386_6,TR386_2_6,=
TR386_2,TR386,n,TR386_7,TR386_2_7,-
TR386_3,TR386,n,TR386_1,TR386_1_3,-
TR386_3,TR386,n,TR386_8,TR386_3_8,=
TR386_3,TR386,n,TR386_9,TR386_3_9,-
TR386_4,TR386,n,TR386_1,TR386_1_4,-
TR386_4,TR386,n,TR386_10,TR386_4_10,=
TR386_4,TR386,n,TR386_11,TR386_4_11,-
TR386_5,TR386,n,TR386_1,TR386_1_5,-
TR386_5,TR386,n,TR386_12,TR386_5_12,=
TR386_5,TR386,n,TR386_13,TR386_5_13,-
TR387_12,TR387,n,TR387_24,TR387_12_24,-
TR387_12,TR387,n,TR387_25,TR387_12_25,-
TR387_12,TR387,n,TR387_9,TR387_9_12,-
TR387_35,TR387,n,TR387_32,TR387_32_35,-
TR387_35,TR387,n,TR387_47,TR387_35_47,-
TR387_35,TR387,n,TR387_48,TR387_35_48,-
TR388_3,TR388,n,TR388_2,TR388_2_3,-
TR388_3,TR388,n,TR388_11,TR388_3_11,-
TR388_3,TR388,n,TR388_4,TR388_3_4,-
TR388_5,TR388,n,TR388_1,TR388_1_5,-
TR388_5,TR388,n,TR388_4,TR388_4_5,-
TR388_5,TR388,n,TR388_12,TR388_5_12,-
TR389_2,TR389,n,TR389_3,TR389_2_3,=
TR389_3,TR389,n,TR389_2,TR389_2_3,=
TR389_3,TR389,n,TR389_4,TR389_3_4,=
TR389_4,TR389,n,TR389_3,TR389_3_4,=
TR390_13,TR390,n,TR390_23,TR390_13_23,-
TR390_13,TR390,n,TR390_24,TR390_13_24,-
TR390_13,TR390,n,TR390_5,TR390_5_13,-
TR390_14,TR390,n,TR390_10,TR390_10_14,-
TR390_14,TR390,n,TR390_25,TR390_14_25,-
TR390_14,TR390,n,TR390_26,TR390_14_26,-
TR391_1,TR391,p,TR391_2,TR391_1_2,-
TR391_1,TR391,p,TR391_3,TR391_1_3,-
TR391_1,TR391,p,TR391_4,TR391_1_4,-
TR391_1,TR391,p,TR391_5,TR391_1_5,-
TR394_7,TR394,n,TR394_6,TR394_6_7,-
TR394_7,TR394,n,TR394_16,TR394_7_16,-
TR394_7,TR394,n,TR394_9,TR394_7_9,-
TR395_2,TR395,n,TR395_1,TR395_1_2,-
TR395_2,TR395,n,TR395_6,TR395_2_6,-
TR395_2,TR395,n,TR395_7,TR395_2_7,-
TR397_11,TR397,n,TR397_64,TR397_11_64,-
TR397_11,TR397,n,TR397_65,TR397_11_65,-
TR397_11,TR397,n,TR397_6,TR397_6_11,-
TR397_13,TR397,n,TR397_16,TR397_13_16,-
TR397_13,TR397,n,TR397_7,TR397_7_13,=
TR397_39,TR397,n,TR397_37,TR397_37_39,-
TR397_39,TR397,n,TR397_40,TR397_39_40,=
TR397_40,TR397,n,TR397_39,TR397_39_40,=
TR397_40,TR397,n,TR397_41,TR397_40_41,-
TR397_54,TR397,n,TR397_52,TR397_52_54,-
TR397_54,TR397,n,TR397_82,TR397_54_82,-
TR397_54,TR397,n,TR397_83,TR397_54_83,-
TR397_7,TR397,n,TR397_4,TR397_4_7,-
TR397_7,TR397,n,TR397_13,TR397_7_13,=
