cds,rtype,sname,dname,cname,enroll12,NumTstTakr,AvgScrRead,AvgScrMath,AvgScrWrite,NumGE1500,CDSCode,NCESDist,NCESSchool,StatusType,County,District,School,Street,StreetAbr,City,Zip,State,MailStreet,MailStrAbr,MailCity,MailZip,MailState,Phone,Ext,Website,OpenDate,ClosedDate,Charter,CharterNum,FundingType,DOC,DOCType,SOC,SOCType,EdOpsCode,EdOpsName,EILCode,EILName,GSoffered,GSserved,Virtual,Magnet,Latitude,Longitude,AdmFName1,AdmLName1,AdmEmail1,AdmFName2,AdmLName2,AdmEmail2,AdmFName3,AdmLName3,AdmEmail3,LastUpdate
47704664735403,S,Mt. Shasta High,Siskiyou Union High,Siskiyou,57,32,529.0,501.0,513.0,17.0,47704664735403,636940.0,6279.0,Active,Siskiyou,Siskiyou Union High,Mt. Shasta High,710 Everitt Memorial Highway,710 Everitt Memorial Hwy.,Mount Shasta,96067-2042,CA,710 Everitt Memorial Highway,710 Everitt Memorial Hwy.,Mount Shasta,96067-2042,CA,(530) 926-2614,,,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,41.348148,-122.31398,Jennifer,McKinnon,jmckinnon@sisuhsd.net,,,,,,,2015-06-18
19645350000000,D,,El Segundo Unified,Los Angeles,336,229,523.0,518.0,513.0,126.0,19645350000000,612210.0,,Active,Los Angeles,El Segundo Unified,,641 Sheldon Street,641 Sheldon St.,El Segundo,90245-3036,CA,641 Sheldon Street,641 Sheldon St.,El Segundo,90245-3036,CA,(310) 615-2650,,www.elsegundousd.com,,,,,,54,Unified School District,,,,,,,,,,,33.924218,-118.41129,Melissa,Moore,mmoore@esusd.k12.ca.us,,,,,,,2015-06-23
22655322235356,S,Mariposa County High,Mariposa County Unified,Mariposa,121,39,534.0,550.0,513.0,28.0,22655322235356,623940.0,3602.0,Active,Mariposa,Mariposa County Unified,Mariposa County High,5074 Old Highway,5074 Old Hwy.,Mariposa,95338-0127,CA,PO Box 127,PO Box 127,Mariposa,95338,CA,(209) 742-0260,,http://mchs-mcusd-ca.schoolloop.com/,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.48937,-119.96386,Celeste,Azevedo,cazevedo@mcusd.org,,,,,,,2016-06-15
19645351932763,S,El Segundo High,El Segundo Unified,Los Angeles,323,229,523.0,518.0,513.0,126.0,19645351932763,612210.0,1388.0,Active,Los Angeles,El Segundo Unified,El Segundo High,640 Main Street,640 Main St.,El Segundo,90245-3057,CA,641 Sheldon Street,641 Sheldon St.,El Segundo,90245,CA,(310) 615-2661,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,33.924213,-118.41588,Jaime,Mancilla,jmancilla@esusd.k12.ca.us,,,,,,,2015-06-18
55723895536503,S,Sonora High,Sonora Union High,Tuolumne,241,73,530.0,524.0,514.0,43.0,55723895536503,637260.0,6306.0,Active,Tuolumne,Sonora Union High,Sonora High,430 North Washington Street,430 North Washington St.,Sonora,95370-5526,CA,430 North Washington Street,430 North Washington St.,Sonora,95370-5526,CA,(209) 532-5511,,http://sonorahs.k12.ca.us/shs/,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,37.99251,-120.38368,Ben,Howell,bhowell@sonorahs.k12.ca.us,,,,,,,2015-07-09
1612590111856,S,American Indian Public High,Oakland Unified,Alameda,27,30,505.0,603.0,514.0,22.0,1612590111856,628050.0,11563.0,Active,Alameda,Oakland Unified,American Indian Public High,746 Grand Avenue,746 Grand Ave.,Oakland,94607-2714,CA,746 Grand Avenue,746 Grand Ave.,Oakland,94607-2714,CA,(510) 893-8701,,www.aimschools.org,2006-06-22,,1.0,0765,Directly funded,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.811503,-122.24905,Joel,Julien,joel.julien@aimschools.org,,,,,,,2016-07-20
15737420000000,D,,Sierra Sands Unified,Kern,371,116,518.0,536.0,514.0,70.0,15737420000000,636800.0,,Active,Kern,Sierra Sands Unified,,113 West Felspar Avenue,113 West Felspar Ave.,Ridgecrest,93555-3520,CA,113 West Felspar Avenue,113 West Felspar Ave.,Ridgecrest,93555-3520,CA,(760) 499-1600,,www.ssusd.org,,,,,,54,Unified School District,,,,,,,,,,,35.633167,-117.67158,Ernest,Bell,superintendent@ssusd.org,,,,,,,2016-04-04
56726035635008,S,Royal High,Simi Valley Unified,Ventura,471,148,520.0,529.0,514.0,90.0,56726035635008,636840.0,6264.0,Active,Ventura,Simi Valley Unified,Royal High,1402 Royal Avenue,1402 Royal Ave.,Simi Valley,93065-3333,CA,1402 Royal Avenue,1402 Royal Ave.,Simi Valley,93065-3333,CA,(805) 306-4875,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,34.264414,-118.77282,Keith,Derrick,keith.derrick@simivalleyusd.org,,,,,,,2015-10-13
15737421531367,S,Burroughs High,Sierra Sands Unified,Kern,319,116,518.0,536.0,514.0,70.0,15737421531367,636800.0,6232.0,Active,Kern,Sierra Sands Unified,Burroughs High,500 East French Street,500 East French St.,Ridgecrest,93555-3832,CA,500 East French Street,500 East French St.,Ridgecrest,93555-3832,CA,(760) 499-1800,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,35.630925,-117.66206,Bryan,Auld,bauld@ssusd.org,,,,,,,2015-06-18
42767864235230,S,San Marcos Senior High,Santa Barbara Unified,Santa Barbara,457,201,518.0,532.0,514.0,116.0,42767864235230,601414.0,6029.0,Active,Santa Barbara,Santa Barbara Unified,San Marcos Senior High,4750 Hollister Avenue,4750 Hollister Ave.,Santa Barbara,93110-1921,CA,4750 Hollister Avenue,4750 Hollister Ave.,Santa Barbara,93110-1921,CA,(805) 967-4581,,www.sbunified.org,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,34.43722,-119.78661,Ed,Behrens,ebehrens@sbunified.org,,,,,,,2015-06-18
9737830930073,S,Golden Sierra Junior Senior High,Black Oak Mine Unified,El Dorado,100,27,537.0,541.0,514.0,20.0,9737830930073,605240.0,495.0,Active,El Dorado,Black Oak Mine Unified,Golden Sierra Junior Senior High,5101 Garden Valley Road,5101 Garden Valley Rd.,Garden Valley,95633-0175,CA,5101 Garden Valley Road,5101 Garden Valley Rd.,Garden Valley,95633-0175,CA,(530) 333-8330,,http://bomusd.org,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,7-12,7-12,N,0.0,38.848227,-120.85818,Jeremy,Meyers,jmeyers@bomusd.org,Ron,Morris,rmorris@bomusd.org,,,,2016-08-18
9737830000000,D,,Black Oak Mine Unified,El Dorado,121,27,537.0,541.0,514.0,20.0,9737830000000,605240.0,,Active,El Dorado,Black Oak Mine Unified,,6540 Wentworth Springs Road,6540 Wentworth Springs Rd.,Georgetown,95634-9001,CA,6540 Wentworth Springs Road,6540 Wentworth Springs Rd.,Georgetown,95634-9001,CA,(530) 333-8300,,www.bomusd.org,,,,,,54,Unified School District,,,,,,,,,,,38.912124,-120.83039,Jeremy,Meyers,jmeyers@bomusd.org,,,,,,,2016-09-15
30665973035045,S,Newport Harbor High,Newport-Mesa Unified,Orange,568,249,519.0,529.0,514.0,150.0,30665973035045,627240.0,4124.0,Active,Orange,Newport-Mesa Unified,Newport Harbor High,600 Irvine Avenue,600 Irvine Ave.,Newport Beach,92663-5412,CA,"2985 Bear Street, Building A","2985 Bear St., Bldg. A",Costa Mesa,92626-4300,CA,(949) 515-6300,,www.nmusd.us,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,33.623857,-117.91321,Sean,Boulton,sboulton@nmusd.us,,,,,,,2015-06-18
34674470000000,D,,San Juan Unified,Sacramento,4419,1402,526.0,532.0,514.0,806.0,34674470000000,634620.0,,Active,Sacramento,San Juan Unified,,3738 Walnut Avenue,3738 Walnut Ave.,Carmichael,95608-3056,CA,PO Box 477,PO Box 477,Carmichael,95609-0477,CA,(916) 971-7700,,www.sanjuan.edu,,,,,,54,Unified School District,,,,,,,,,,,38.633301,-121.34598,Kent,Kern,kkern@sanjuan.edu,,,,,,,2015-06-23
19647331932623,S,El Camino Real Charter High,Los Angeles Unified,Los Angeles,943,428,517.0,532.0,514.0,246.0,19647331932623,622710.0,2977.0,Active,Los Angeles,Los Angeles Unified,El Camino Real Charter High,5440 Valley Circle Boulevard,5440 Valley Cir. Blvd.,Woodland Hills,91367-5949,CA,5440 Valley Circle Boulevard,5440 Valley Cir. Blvd.,Woodland Hills,91367-5949,CA,(818) 595-7500,,http://ecrchs.net,1980-07-01,,1.0,1314,Directly funded,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,34.169285,-118.64335,David,Fehte,d.fehte@ecrchs.net,,,,,,,2016-09-27
49706074931507,S,El Molino High,West Sonoma County Union High,Sonoma,162,65,532.0,523.0,514.0,38.0,49706074931507,602670.0,194.0,Active,Sonoma,West Sonoma County Union High,El Molino High,7050 Covey Road,7050 Covey Rd.,Forestville,95436-9642,CA,7050 Covey Road,7050 Covey Rd.,Forestville,95436-9642,CA,(707) 824-6550,,,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,38.482108,-122.89018,Matthew,Dunkle,mdunkle.ehs@wscuhsd.k12.ca.us,Danielle,Barese,dbarese.ehs@wscuhsd.k12.ca.us,,,,2015-06-18
1766530000000,D,,SBE - Livermore Valley Charter Preparatory High,Alameda,107,75,516.0,523.0,515.0,45.0,1766530000000,601344.0,,Closed,Alameda,SBE - Livermore Valley Charter Preparatory High,,2451 Portola Avenue,2451 Portola Ave.,Livermore,94551-1756,CA,2451 Portola Avenue,2451 Portola Ave.,Livermore,94551-1756,CA,,,www.tvlcboard.org,,,,,,2,State Board of Education,,,,,,,,,,,37.691041,-121.77055,,,,,,,,,,2016-01-14
43695830102368,S,Ann Sobrato High,Morgan Hill Unified,Santa Clara,312,161,522.0,536.0,515.0,101.0,43695830102368,625830.0,11453.0,Active,Santa Clara,Morgan Hill Unified,Ann Sobrato High,401 Burnett Avenue,401 Burnett Ave.,Morgan Hill,95037-2641,CA,401 Burnett Avenue,401 Burnett Ave.,Morgan Hill,95037-2641,CA,(408) 201-6200,,,2004-08-26,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,37.158768,-121.66775,Courtney,Macko,mackoc@mhusd.org,,,,,,,2015-08-17
12626870000000,D,,Northern Humboldt Union High,Humboldt,419,168,546.0,533.0,515.0,108.0,12626870000000,603030.0,,Active,Humboldt,Northern Humboldt Union High,,2755 McKinleyville Avenue,2755 McKinleyville Ave.,McKinleyville,95519-3400,CA,2755 McKinleyville Avenue,2755 McKinleyville Ave.,McKinleyville,95519-3400,CA,(707) 839-6481,,www.nohum.k12.ca.us,,,,,,56,High School District,,,,,,,,,,,40.95307,-124.1104,Chris,Hartley,chartley@nohum.k12.ca.us,,,,,,,2015-06-23
40687590000000,D,,Lucia Mar Unified,San Luis Obispo,871,317,528.0,535.0,515.0,186.0,40687590000000,623080.0,,Active,San Luis Obispo,Lucia Mar Unified,,602 Orchard Street,602 Orchard St.,Arroyo Grande,93420-4000,CA,602 Orchard Street,602 Orchard St.,Arroyo Grande,93420-4000,CA,(805) 474-3000,,www.lmusd.org,,,,,,54,Unified School District,,,,,,,,,,,35.115363,-120.57605,Raynee,Daley,raynee.daley@lmusd.org,,,,,,,2015-08-06
37681630000000,D,,Julian Union Elementary,San Diego,794,57,533.0,507.0,515.0,33.0,37681630000000,619140.0,,Active,San Diego,Julian Union Elementary,,1704 Cape Horn,1704 Cape Horn,Julian,92036,CA,PO Box 337,PO Box 337,Julian,92036-0337,CA,(760) 765-0661,,www.sdcoe.k12.ca.us/districts/julianel,,,,,,52,Elementary School District,,,,,,,,,,,33.0787,-116.5952,Brian,Duffy,brian.duffy@juesd.net,,,,,,,2015-03-24
43696740000000,D,,Santa Clara Unified,Santa Clara,1071,462,516.0,531.0,515.0,257.0,43696740000000,635430.0,,Active,Santa Clara,Santa Clara Unified,,1889 Lawrence Road,1889 Lawrence Rd.,Santa Clara,95052-0397,CA,PO Box 397,PO Box 397,Santa Clara,95052-0397,CA,(408) 423-2000,,www.santaclarausd.org,,,,,,54,Unified School District,,,,,,,,,,,37.356972999999996,-121.99573,Stanley,Rose,srose@scusd.net,,,,,,,2015-06-23
36678433635042,S,Redlands Senior High,Redlands Unified,San Bernardino,549,262,523.0,538.0,515.0,150.0,36678433635042,632070.0,4946.0,Active,San Bernardino,Redlands Unified,Redlands Senior High,840 East Citrus Avenue,840 East Citrus Ave.,Redlands,92374-5399,CA,840 East Citrus Avenue,840 East Citrus Ave.,Redlands,92374-5399,CA,(909) 307-5500,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,34.055429,-117.17236,Katherine,Pearne,kate_pearne@redlands.k12.ca.us,,,,,,,2015-07-22
23656152335024,S,Ukiah High,Ukiah Unified,Mendocino,333,106,519.0,533.0,515.0,60.0,23656152335024,640300.0,6665.0,Active,Mendocino,Ukiah Unified,Ukiah High,1000 Low Gap Road,1000 Low Gap Rd.,Ukiah,95482-3737,CA,1000 Low Gap Road,1000 Low Gap Rd.,Ukiah,95482-3737,CA,(707) 472-5750,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,39.166553,-123.24884,Gordon,Oslund,goslund@uusd.net,,,,,,,2015-06-18
37681303730066,S,Valhalla High,Grossmont Union High,San Diego,550,220,528.0,540.0,516.0,144.0,37681303730066,616230.0,2028.0,Active,San Diego,Grossmont Union High,Valhalla High,1725 Hillsdale Road,1725 Hillsdale Rd.,El Cajon,92019-3742,CA,1725 Hillsdale Road,1725 Hillsdale Rd.,El Cajon,92019-3742,CA,(619) 593-5500,,http://valhalla.guhsd.net/,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,32.762192,-116.92037,Mary Beth,Kastan,mkastan@guhsd.net,,,,,,,2015-06-18
42693284236345,S,Santa Ynez Valley Union High,Santa Ynez Valley Union High,Santa Barbara,245,147,521.0,530.0,516.0,87.0,42693284236345,635850.0,6136.0,Active,Santa Barbara,Santa Ynez Valley Union High,Santa Ynez Valley Union High,2975 East Highway 246,2975 East Highway 246,Santa Ynez,93460-0398,CA,PO Box 398,PO Box 398,Santa Ynez,93460-0398,CA,(805) 688-6487,3571.0,www.syvpirates.org/,1896-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,34.6082,-120.09944,Mark,Swanitz,mswanitz@syvuhsd.org,,,,,,,2015-06-18
49753584930228,S,Windsor High,Windsor Unified,Sonoma,367,160,518.0,496.0,516.0,86.0,49753584930228,600034.0,5470.0,Active,Sonoma,Windsor Unified,Windsor High,8695 Windsor Road,8695 Windsor Rd.,Windsor,95492-9511,CA,8695 Windsor Road,8695 Windsor Rd.,Windsor,95492-9511,CA,(707) 837-7767,,,1995-09-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,38.542964,-122.81687,Mark,Elin,melin@wusd.org,,,,,,,2015-06-18
9618530932756,S,El Dorado High,El Dorado Union High,El Dorado,305,115,534.0,522.0,516.0,66.0,9618530932756,612070.0,1342.0,Active,El Dorado,El Dorado Union High,El Dorado High,561 Canal Street,561 Canal St.,Placerville,95667-4312,CA,561 Canal Street,561 Canal St.,Placerville,95667-4312,CA,(530) 622-3634,,,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,38.732336,-120.81274,Chas,Prior,cprior@eduhsd.net,,,,,,,2016-08-23
49753580000000,D,,Windsor Unified,Sonoma,429,160,518.0,496.0,516.0,86.0,49753580000000,600034.0,,Active,Sonoma,Windsor Unified,,"9291 Old Redwood Highway, Building 500","9291 Old Redwood Hwy., Bldg. 500",Windsor,95492-9217,CA,"9291 Old Redwood Highway, Building 500","9291 Old Redwood Hwy., Bldg. 500",Windsor,95492-9217,CA,(707) 837-7701,,www.wusd.org,,,,,,54,Unified School District,,,,,,,,,,,38.549616,-122.81372,Steven,Jorgensen,sjorgensen@wusd.org,,,,,,,2015-06-23
42693280000000,D,,Santa Ynez Valley Union High,Santa Barbara,257,147,521.0,530.0,516.0,87.0,42693280000000,635850.0,,Active,Santa Barbara,Santa Ynez Valley Union High,,2975 East Highway 246,2975 East Highway 246,Santa Ynez,93460,CA,PO Box 398,PO Box 398,Santa Ynez,93460-0398,CA,(805) 688-6487,3200.0,www.syvuhsd.org,,,,,,56,High School District,,,,,,,,,,,34.6082,-120.09944,Scott,Cory,scory@syvuhsd.org,,,,,,,2015-03-24
31750850000000,D,,Rocklin Unified,Placer,1037,604,533.0,544.0,517.0,390.0,31750850000000,600013.0,,Active,Placer,Rocklin Unified,,2615 Sierra Meadows Drive,2615 Sierra Meadows Dr.,Rocklin,95677-2811,CA,2615 Sierra Meadows Drive,2615 Sierra Meadows Dr.,Rocklin,95677-2811,CA,(916) 624-2428,,www.rocklin.k12.ca.us,,,,,,54,Unified School District,,,,,,,,,,,38.793429,-121.22256,Roger,Stock,rstock@rocklin.k12.ca.us,,,,,,,2015-06-23
30665143037090,S,Sonora High,Fullerton Joint Union High,Orange,461,219,511.0,530.0,517.0,131.0,30665143037090,614760.0,1814.0,Active,Orange,Fullerton Joint Union High,Sonora High,401 South Palm Street,401 South Palm St.,La Habra,90631-5735,CA,401 South Palm Street,401 South Palm St.,La Habra,90631-5735,CA,(562) 266-2003,,,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,1.0,33.928013,-117.92434,Adam,Bailey,abailey@fjuhsd.org,,,,,,,2015-10-26
30739240000000,D,,Los Alamitos Unified,Orange,728,517,528.0,541.0,517.0,308.0,30739240000000,622590.0,,Active,Orange,Los Alamitos Unified,,10293 Bloomfield Street,10293 Bloomfield St.,Los Alamitos,90720-2264,CA,10293 Bloomfield Street,10293 Bloomfield St.,Los Alamitos,90720-2264,CA,(562) 799-4700,80401.0,www.losal.org,,,,,,54,Unified School District,,,,,,,,,,,33.812758,-118.06325,Sherry,Kropp,skropp@losal.org,,,,,,,2015-06-23
37684036120893,S,California Virtual Academy @ San Diego,Spencer Valley Elementary,San Diego,278,29,562.0,538.0,517.0,22.0,37684036120893,637680.0,10641.0,Active,San Diego,Spencer Valley Elementary,California Virtual Academy @ San Diego,50 Moreland Road,50 Moreland Rd.,Simi Valley,93065-1800,CA,50 Moreland Road,50 Moreland Rd.,Simi Valley,93065-1800,CA,(805) 581-0202,,www.caliva.org,2002-09-09,,1.0,0493,Directly funded,52,Elementary School District,65.0,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,P,0.0,34.275868,-118.79798,Katrina,Abston,kabston@caliva.org,,,,,,,2016-04-08
21654660000000,D,,San Rafael City High,Marin,528,283,509.0,518.0,517.0,154.0,21654660000000,635110.0,,Active,Marin,San Rafael City High,,310 Nova Albion Way,310 Nova Albion Way,San Rafael,94903-3500,CA,310 Nova Albion Way,310 Nova Albion Way,San Rafael,94903-3500,CA,(415) 492-3233,,www.srcs.org,,,,,,56,High School District,,,,,,,,,,,37.999366,-122.55144,Michael,Watenpaugh,mwatenpaugh@srcs.org,,,,,,,2015-06-23
30739243033917,S,Los Alamitos High,Los Alamitos Unified,Orange,721,517,528.0,541.0,517.0,308.0,30739243033917,622590.0,7304.0,Active,Orange,Los Alamitos Unified,Los Alamitos High,3591 Cerritos Avenue,3591 Cerritos Ave.,Los Alamitos,90720-2414,CA,3591 Cerritos Avenue,3591 Cerritos Ave.,Los Alamitos,90720-2414,CA,(562) 799-4780,,www.losal.org/schools/lahs,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,33.810366,-118.06868,Brandon,Martinez,bmartinez@losal.org,,,,,,,2015-10-09
44698074436754,S,San Lorenzo Valley High,San Lorenzo Valley Unified,Santa Cruz,170,94,535.0,521.0,517.0,52.0,44698074436754,634740.0,5865.0,Active,Santa Cruz,San Lorenzo Valley Unified,San Lorenzo Valley High,7105 Highway 9,7105 Highway 9,Felton,95018-9718,CA,7105 Highway 9,7105 Highway 9,Felton,95018-9718,CA,(831) 335-4425,,www.slvusd.org,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,37.062407,-122.08011,Jeff,Calden,jcalden@slvusd.org,,,,,,,2016-07-19
23656150000000,D,,Ukiah Unified,Mendocino,523,119,524.0,535.0,517.0,71.0,23656150000000,640300.0,,Active,Mendocino,Ukiah Unified,,511 South Orchard Avenue,511 South Orchard Ave.,Ukiah,95482-3411,CA,511 South Orchard Avenue,511 South Orchard Ave.,Ukiah,95482-3411,CA,(707) 472-5002,,www.uusd.net,,,,,,54,Unified School District,,,,,,,,,,,39.147999,-123.19883,Debra,Kubin,dkubin@uusd.net,,,,,,,2015-06-23
37681633731239,S,Julian Charter,Julian Union Elementary,San Diego,188,56,534.0,509.0,517.0,33.0,37681633731239,619140.0,8596.0,Active,San Diego,Julian Union Elementary,Julian Charter,1704 Cape Horn,1704 Cape Horn,Julian,92036,CA,PO Box 2470,PO Box 2470,Julian,92036,CA,(760) 765-3847,,www.juliancharterschool.org,1999-11-22,,1.0,0267,Directly funded,52,Elementary School District,65.0,K-12 Schools (Public),TRAD,Traditional,ELEMHIGH,Elementary-High Combination,K-12,K-12,N,0.0,33.07808,-116.59581,Jennifer,Cauzza,jcauzza@juliancharterschool.org,,,,,,,2016-01-27
30736353030392,S,Trabuco Hills High,Saddleback Valley Unified,Orange,682,337,535.0,554.0,517.0,216.0,30736353030392,633860.0,8957.0,Active,Orange,Saddleback Valley Unified,Trabuco Hills High,27501 Cordova Road,27501 Cordova Rd.,Mission Viejo,92691-1027,CA,27501 Cordova Road,27501 Cordova Rd.,Mission Viejo,92691-1027,CA,(949) 768-1934,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,1.0,33.65309,-117.65148,Craig,Collins,collinsc@svusd.org,,,,,,,2015-06-18
19752911995810,S,Gabrielino High,San Gabriel Unified,Los Angeles,451,282,522.0,557.0,518.0,176.0,19752911995810,634425.0,3273.0,Active,Los Angeles,San Gabriel Unified,Gabrielino High,1327 South San Gabriel Boulevard,1327 South San Gabriel Blvd.,San Gabriel,91776-3308,CA,1327 South San Gabriel Boulevard,1327 South San Gabriel Blvd.,San Gabriel,91776-3308,CA,(626) 573-2415,,www.gabrielino.sgusd.k12.ca.us,1994-09-08,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,34.084,-118.09084,Sharron,Heinrich,heinrich_s@sgusd.k12.ca.us,,,,,,,2015-06-18
19651361931740,S,Saugus High,William S. Hart Union High,Los Angeles,582,280,535.0,541.0,518.0,174.0,19651361931740,642510.0,6961.0,Active,Los Angeles,William S. Hart Union High,Saugus High,21900 Centurion Way,21900 Centurion Way,Saugus,91350-1607,CA,21900 Centurion Way,21900 Centurion Way,Saugus,91350-1607,CA,(661) 297-3900,,www.sauguscenturions.com,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,34.44302,-118.5179,William,Bolde,wbolde@hartdistrict.org,,,,,,,2016-08-22
19643940000000,D,,Claremont Unified,Los Angeles,622,405,517.0,524.0,518.0,228.0,19643940000000,608760.0,,Active,Los Angeles,Claremont Unified,,170 West San Jose Avenue,170 West San Jose Ave.,Claremont,91711-5285,CA,170 West San Jose Avenue,170 West San Jose Ave.,Claremont,91711-5285,CA,(909) 398-0609,,www.cusd.claremont.edu,,,,,,54,Unified School District,,,,,,,,,,,34.083106,-117.71658,James,Elsasser,jelsasser@cusd.claremont.edu,,,,,,,2015-06-23
19643941931823,S,Claremont High,Claremont Unified,Los Angeles,588,403,517.0,525.0,519.0,228.0,19643941931823,608760.0,887.0,Active,Los Angeles,Claremont Unified,Claremont High,1601 North Indian Hill Boulevard,1601 North Indian Hill Blvd.,Claremont,91711-2643,CA,1601 North Indian Hill Boulevard,1601 North Indian Hill Blvd.,Claremont,91711-2643,CA,(909) 624-9053,,,1980-07-01,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,P,0.0,34.112944,-117.72041,Brett,O'Connor,boconnor@cusd.claremont.edu,,,,,,,2015-06-18
56739405630371,S,The High School at Moorpark College,Moorpark Unified,Ventura,18,23,527.0,506.0,519.0,15.0,56739405630371,625690.0,10455.0,Active,Ventura,Moorpark Unified,The High School at Moorpark College,7075 Campus Road,7075 Campus Rd.,Moorpark,93021-1605,CA,7075 Campus Road,7075 Campus Rd.,Moorpark,93021-1605,CA,(805) 378-1444,,,2001-08-20,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,11-12,11-12,N,0.0,34.299866,-118.83203,Ruby,Delery,rdelery@mrpk.org,,,,,,,2015-06-18
1611190000000,D,,Alameda Unified,Alameda,922,544,521.0,546.0,519.0,333.0,1611190000000,601770.0,,Active,Alameda,Alameda Unified,,2060 Challenger Dr,2060 Challenger Dr,Alameda,94501-1037,CA,2060 Challenger Dr,2060 Challenger Dr,Alameda,94501-1037,CA,(510) 337-7000,,www.alameda.k12.ca.us,,,,,,54,Unified School District,,,,,,,,,,,37.782147,-122.27009,Sean,McPhetridge,smcphetridge@alameda.k12.ca.us,,,,,,,2015-06-26
10621170113555,S,Clovis North High,Clovis Unified,Fresno,493,328,524.0,535.0,519.0,193.0,10621170113555,609030.0,11855.0,Active,Fresno,Clovis Unified,Clovis North High,2770 East International Avenue,2770 East International Ave.,Fresno,93730-5400,CA,2770 East International Avenue,2770 East International Ave.,Fresno,93730-5400,CA,(559) 327-5000,,,2007-08-20,,0.0,,,54,Unified School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,36.89069,-119.73344,Scott,Dille,scottdille@cusd.com,,,,,,,2015-06-18
31668943132453,S,Del Oro High,Placer Union High,Placer,398,225,534.0,545.0,519.0,146.0,31668943132453,630750.0,4782.0,Active,Placer,Placer Union High,Del Oro High,3301 Taylor Road,3301 Taylor Rd.,Loomis,95650-9502,CA,3301 Taylor Road,3301 Taylor Rd.,Loomis,95650-9502,CA,(916) 652-7243,,www.puhsd.k12.ca.us/deloro,1980-07-01,,0.0,,,56,High School District,66.0,High Schools (Public),TRAD,Traditional,HS,High School,9-12,9-12,N,0.0,38.831601,-121.18491,Dan,Gayaldo,dgayaldo@puhsd.k12.ca.us,,,,,,,2015-06-18
